Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,CUST_ID
0.0,0.0,Male,others,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,700.11,39.0,2.29,1.0,5.0,17.0,1.0,2.0,22.0,1.0,4.0,9913.4,9697.93,23,Central,Student,3970
0.0,0.0,Male,bachelor's degree,single,3.0,3.0,5.0,0.0,2.0,1.0,0.0,2.0,128.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Eastern,Corporate Employee,3021
1.0,0.0,Female,less than high school,separate,4.0,4.0,1.0,0.0,5.0,0.0,0.0,1.0,3421.97,28.0,2.0,1.0,6.0,3.0,1.0,1.0,25.0,1.0,5.0,144507.25,162056.01,48,Southern,Corporate Employee,3505
0.0,0.0,Male,others,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,945.0,177.0,5.9,2.0,14.0,27.0,1.0,3.0,150.0,2.0,13.0,29572.0,29624.75,34,Eastern,Corporate Employee,68
0.0,0.0,Male,,single,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,Central,Student,1294
1.0,0.0,Female,bachelor's degree,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,Northeastern,Professional,222
0.0,0.0,Female,less than high school,married,3.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,121.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,Northeastern,Entrepreneur,3246
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,Central,Student,2378
0.0,0.0,Female,vocational certificate,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,Central,Homemaker,3201
0.0,0.0,Female,others,single,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,3883.12,39.0,2.6,1.0,7.0,13.0,1.0,3.0,26.0,1.0,4.0,45410.0,43407.83,61,Central,Corporate Employee,89
0.0,0.0,Male,bachelor's degree,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,5.4,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1080.0,49,Central,Entrepreneur,1939
0.0,1.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,Northern,Corporate Employee,2149
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,Central,Student,3281
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Northern,Corporate Employee,3044
1.0,1.0,Male,less than high school,married,5.0,5.0,2.0,0.0,4.0,1.0,0.0,1.0,84195.98,19.0,1.36,1.0,3.0,6.0,1.0,1.0,13.0,1.0,3.0,36500.0,14378.06,53,Northeastern,Corporate Employee,2941
0.0,0.0,Female,others,single,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,6303.91,130.0,4.33,1.0,21.0,50.0,1.0,13.0,80.0,1.0,8.0,51781.5,49400.75,27,Southern,Corporate Employee,2955
0.0,0.0,Male,vocational certificate,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,Central,Other,2385
0.0,0.0,Female,bachelor's degree,single,7.0,7.0,3.0,1.0,5.0,1.0,0.0,2.0,77363.78,24.0,2.18,1.0,7.0,3.0,1.0,2.0,21.0,1.0,5.0,36757.0,35138.5,47,Central,Corporate Employee,3839
0.0,0.0,Male,others,others,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,86.57,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,9058.0,16100.0,73,Central,Freelancer,2543
0.0,0.0,Female,high school,single,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,25.24,36.0,2.25,1.0,8.0,10.0,1.0,3.0,26.0,1.0,5.0,28600.0,28880.5,39,Central,Corporate Employee,3622
0.0,0.0,Female,others,single,6.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,24338.03,68.0,2.62,1.0,8.0,45.0,1.0,6.0,23.0,1.0,3.0,90730.0,104663.0,39,Central,Freelancer,398
0.0,0.0,Male,bachelor's degree,single,5.0,5.0,4.0,1.0,3.0,1.0,0.0,2.0,515.34,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,549.0,36,Central,Professional,4207
0.0,0.0,Female,master's degree,single,6.0,6.0,3.0,2.0,5.0,1.0,0.0,2.0,32936.63,44.0,2.59,1.0,12.0,8.0,1.0,2.0,36.0,1.0,10.0,166515.24,168466.5,57,Central,Corporate Employee,1357
0.0,0.0,Female,less than high school,single,6.0,6.0,1.0,0.0,5.0,1.0,0.0,1.0,1128.1,636.0,21.2,1.0,45.0,569.0,1.0,41.0,67.0,1.0,6.0,38695.0,39571.48,39,Central,Homemaker,2299
0.0,1.0,Male,others,married,8.0,8.0,2.0,1.0,5.0,1.0,0.0,1.0,23820.28,64.0,2.46,1.0,7.0,14.0,1.0,2.0,50.0,1.0,7.0,63860.0,92793.89,50,Central,Entrepreneur,2097
0.0,0.0,Female,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,Central,Homemaker,2035
1.0,0.0,Female,less than high school,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,101.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,Central,Corporate Employee,1097
0.0,0.0,Female,less than high school,single,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,8505.0,10.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,1.0,18615.4,15800.0,66,Central,Corporate Employee,3164
0.0,0.0,Male,vocational certificate,single,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,8.0,2.67,2.0,3.0,3.0,1.0,1.0,5.0,1.0,2.0,24559.22,24559.22,37,Northeastern,Unemployed,3565
0.0,0.0,Female,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,Central,Corporate Employee,980
0.0,0.0,Female,high school,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3165417.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,Central,Student,284
0.0,1.0,Female,master's degree,single,5.0,5.0,4.0,2.0,3.0,0.0,0.0,4.0,71749070.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,Central,Professional,2019
0.0,0.0,Female,,married,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,65760.7,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1500.0,0.0,52,Northeastern,Entrepreneur,3024
0.0,2.0,Female,bachelor's degree,married,7.0,7.0,1.0,2.0,4.0,1.0,0.0,1.0,103.79,63.0,2.74,1.0,8.0,13.0,1.0,2.0,50.0,1.0,7.0,249000.0,249932.93,56,Central,Freelancer,1963
0.0,0.0,Male,others,single,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Central,Corporate Employee,2648
0.0,0.0,Male,others,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,Central,Corporate Employee,614
0.0,0.0,Female,vocational certificate,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Eastern,Entrepreneur,4138
0.0,1.0,Male,bachelor's degree,single,5.0,5.0,1.0,0.0,6.0,1.0,0.0,1.0,158.0,92.0,3.83,1.0,8.0,50.0,1.0,5.0,42.0,1.0,4.0,9394.0,10050.8,41,Central,Corporate Employee,1617
0.0,0.0,Female,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,Eastern,Student,1836
0.0,0.0,Male,high school,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,0.02,5.0,1.67,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1052.0,1052.41,31,Central,Corporate Employee,424
1.0,0.0,Female,less than high school,married,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,15663.63,81.0,3.24,1.0,6.0,31.0,1.0,3.0,50.0,1.0,4.0,232393.28,223865.0,62,Central,Entrepreneur,4209
0.0,1.0,Male,high school,married,5.0,5.0,1.0,1.0,5.0,3.0,0.0,1.0,10718.25,84.0,3.11,1.0,12.0,22.0,1.0,3.0,62.0,1.0,11.0,85924.58,92085.63,62,Central,Corporate Employee,1484
0.0,0.0,Female,,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,9.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,Central,Freelancer,2906
0.0,0.0,Female,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Eastern,Corporate Employee,840
0.0,0.0,Female,others,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Central,Student,501
0.0,0.0,Female,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Central,Student,1761
0.0,0.0,Male,others,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,Central,Corporate Employee,3008
0.0,0.0,Male,less than high school,single,2.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,Central,Corporate Employee,550
0.0,0.0,Female,,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,14190.54,66.0,2.54,1.0,7.0,13.0,1.0,2.0,53.0,1.0,7.0,27771.0,36025.92,26,Central,Corporate Employee,558
0.0,0.0,Female,others,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,Eastern,Corporate Employee,1730
0.0,1.0,Female,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,Eastern,Entrepreneur,2211
0.0,0.0,Female,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Eastern,Corporate Employee,219
0.0,0.0,Female,less than high school,married,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,Central,Corporate Employee,1310
0.0,0.0,Male,vocational certificate,married,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,Eastern,Corporate Employee,1139
0.0,1.0,Male,high school,single,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,51.75,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,50.0,54,Eastern,Corporate Employee,210
2.0,1.0,Female,bachelor's degree,single,3.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,2436406.44,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,400000.0,8900.0,74,Central,Entrepreneur,2650
0.0,0.0,Male,others,married,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,63.49,6.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,16937.0,16910.0,56,Northeastern,Corporate Employee,4022
0.0,0.0,Male,master's degree,married,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,Northeastern,Professional,3575
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,Northeastern,Freelancer,3921
1.0,0.0,Female,less than high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,Northeastern,Entrepreneur,2343
0.0,0.0,Male,others,married,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,Southern,Entrepreneur,949
0.0,0.0,Female,high school,single,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,9.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,Southern,Entrepreneur,2030
0.0,0.0,Female,high school,single,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,5677.1,220.0,7.33,2.0,17.0,79.0,1.0,6.0,141.0,1.0,15.0,74796.0,102990.59,29,Central,Student,533
0.0,0.0,Male,vocational certificate,single,4.0,4.0,4.0,0.0,2.0,1.0,0.0,1.0,6970.2,36.0,2.0,1.0,5.0,6.0,1.0,2.0,30.0,1.0,3.0,38870.0,43704.0,25,Central,Student,3689
0.0,0.0,Female,vocational certificate,others,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,Central,Corporate Employee,2461
0.0,0.0,Female,less than high school,single,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,8.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Southern,Student,2177
0.0,1.0,Female,less than high school,married,5.0,5.0,1.0,0.0,6.0,1.0,0.0,1.0,27.73,45.0,2.25,1.0,7.0,31.0,1.0,5.0,14.0,1.0,4.0,8975.0,10618.27,52,Central,Entrepreneur,1603
0.0,1.0,Female,bachelor's degree,married,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,Northeastern,Professional,3668
0.0,0.0,Female,high school,married,5.0,5.0,1.0,0.0,4.0,1.0,0.0,1.0,0.44,11.0,1.83,1.0,4.0,4.0,1.0,2.0,7.0,1.0,2.0,4210.0,5210.0,42,Central,Unemployed,640
0.0,0.0,Male,bachelor's degree,married,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,7320.73,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,20000.0,17303.14,66,Central,Corporate Employee,4201
0.0,0.0,Female,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,Central,Corporate Employee,3643
0.0,0.0,Male,high school,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Central,Student,1
0.0,0.0,Male,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,Central,Freelancer,4238
0.0,0.0,Female,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Central,Student,4264
0.0,0.0,Male,bachelor's degree,single,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,Central,Corporate Employee,2673
0.0,0.0,Female,vocational certificate,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.36,158.0,14.36,1.0,50.0,64.0,1.0,20.0,94.0,1.0,30.0,185457.0,185456.64,33,Central,Corporate Employee,1551
0.0,0.0,Female,others,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,Central,Student,1299
0.0,0.0,Female,,,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Northeastern,Corporate Employee,248
0.0,0.0,Female,vocational certificate,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Northeastern,Corporate Employee,1746
0.0,0.0,Male,master's degree,married,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,Eastern,Entrepreneur,1927
0.0,0.0,Female,,single,3.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,372.33,72.0,2.88,1.0,11.0,15.0,1.0,2.0,57.0,1.0,10.0,28773.99,31644.2,23,Central,Student,1745
0.0,0.0,Male,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,Northeastern,Freelancer,2768
0.0,0.0,Male,vocational certificate,single,5.0,5.0,2.0,0.0,5.0,1.0,0.0,2.0,3647.26,14.0,1.56,1.0,4.0,4.0,1.0,1.0,10.0,1.0,3.0,34800.0,36820.0,53,Central,Entrepreneur,4040
0.0,0.0,Male,high school,single,5.0,5.0,1.0,1.0,4.0,1.0,0.0,1.0,11000.69,164.0,5.47,1.0,18.0,44.0,1.0,5.0,120.0,1.0,15.0,69636.6,72134.9,25,Central,Corporate Employee,3290
0.0,0.0,Male,high school,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.66,8.0,2.67,2.0,3.0,3.0,1.0,2.0,5.0,1.0,2.0,20981.0,27962.0,42,Central,Freelancer,3133
0.0,0.0,Male,,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,Central,Unemployed,1516
0.0,1.0,Female,bachelor's degree,married,3.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,30282.76,28.0,1.56,1.0,4.0,2.0,1.0,1.0,26.0,1.0,4.0,13330.0,32242.8,37,Central,Corporate Employee,3952
0.0,0.0,Female,less than high school,married,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,26404.46,9.0,1.13,1.0,2.0,6.0,1.0,1.0,3.0,1.0,2.0,36510.01,37020.0,66,Central,Other,2317
0.0,0.0,Male,high school,single,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,0.01,6.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,4250.0,4250.0,35,Central,Corporate Employee,3750
0.0,0.0,Female,others,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,Central,Other,3336
0.0,0.0,Male,others,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,Central,Corporate Employee,1468
0.0,0.0,Female,,single,5.0,5.0,4.0,0.0,4.0,1.0,0.0,1.0,6.48,40.0,3.08,1.0,6.0,23.0,1.0,3.0,17.0,1.0,3.0,9985.0,10650.63,26,Northeastern,Entrepreneur,4223
0.0,2.0,Male,master's degree,married,6.0,6.0,1.0,1.0,5.0,1.0,0.0,1.0,62895.42,15.0,1.25,1.0,3.0,3.0,1.0,1.0,12.0,1.0,2.0,90000.0,27218.0,57,Central,Corporate Employee,279
0.0,0.0,Male,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Central,Corporate Employee,953
0.0,0.0,Male,others,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,Central,Student,4143
0.0,0.0,Female,high school,single,3.0,3.0,3.0,0.0,2.0,1.0,0.0,3.0,2747.23,377.0,12.16,5.0,24.0,89.0,1.0,7.0,288.0,2.0,22.0,154630.0,152949.0,23,Southern,Corporate Employee,1895
0.0,0.0,Female,others,married,5.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,84874.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2000.0,0.0,45,Central,Entrepreneur,2927
0.0,0.0,Female,,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,Central,Corporate Employee,3756
1.0,1.0,Female,master's degree,widow,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,44900.21,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1000.0,71,Central,Professional,3717
1.0,0.0,Female,others,single,6.0,5.0,1.0,0.0,3.0,1.0,0.0,1.0,1404.51,99.0,3.81,1.0,12.0,35.0,1.0,5.0,64.0,1.0,7.0,364462.0,365550.72,47,Central,Entrepreneur,1878
1.0,1.0,Female,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,Eastern,Freelancer,4096
0.0,0.0,Female,bachelor's degree,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,87284.65,157.0,5.23,1.0,9.0,56.0,1.0,5.0,101.0,1.0,7.0,315660.0,302265.39,32,Southern,Corporate Employee,2081
0.0,0.0,Female,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Eastern,Corporate Employee,2131
0.0,0.0,Female,high school,single,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,23.35,47.0,3.36,1.0,15.0,14.0,1.0,3.0,33.0,1.0,12.0,25302.84,25281.0,28,Southern,Corporate Employee,156
0.0,0.0,Female,vocational certificate,single,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,Southern,Corporate Employee,986
0.0,0.0,Female,others,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,Western,Corporate Employee,1371
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,Northeastern,Student,3440
0.0,1.0,Female,bachelor's degree,divorce,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,Northeastern,Freelancer,3577
0.0,0.0,Male,high school,single,6.0,6.0,1.0,1.0,5.0,0.0,0.0,1.0,8.45,34.0,1.89,1.0,6.0,24.0,1.0,5.0,10.0,1.0,2.0,15630.0,15649.04,33,Central,Entrepreneur,3086
0.0,1.0,Female,bachelor's degree,married,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,20686.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,Southern,Corporate Employee,3947
0.0,0.0,Male,,single,3.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,70.0,0.0,25,Southern,Freelancer,1504
0.0,0.0,Female,others,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,Northern,Student,1965
0.0,0.0,Male,others,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,91.54,23.0,1.77,1.0,5.0,3.0,1.0,1.0,20.0,1.0,4.0,49015.0,89015.0,40,Central,Corporate Employee,1721
0.0,1.0,Female,bachelor's degree,married,5.0,5.0,1.0,1.0,3.0,0.0,0.0,1.0,426.75,28.0,1.87,1.0,5.0,7.0,1.0,2.0,21.0,1.0,4.0,98000.0,98011.0,49,Central,Entrepreneur,1776
0.0,0.0,Male,others,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Northern,Student,2916
0.0,0.0,Male,,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,2525.51,236.0,7.61,1.0,19.0,59.0,1.0,10.0,177.0,1.0,14.0,29436.45,39020.57,21,Eastern,Corporate Employee,3798
0.0,0.0,Male,others,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,Western,Student,701
