Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,CUST_ID,cluster
0.0,1.0,Male,master's degree,married,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,50.0,Northern,Corporate Employee,3371,6
0.0,,Male,,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,22.0,Central,Corporate Employee,416,8
0.0,0.0,Male,high school,married - registered,5.0,5.0,1.0,1.0,4.0,1.0,0.0,1.0,8329.84,43.0,2.87,1.0,6.0,10.0,1.0,2.0,33.0,1.0,5.0,34715.0,36706.35,46.0,Central,Freelancer,354,4
0.0,,Female,,,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,930.82,98.0,4.08,1.0,12.0,29.0,1.0,4.0,69.0,1.0,8.0,15210.25,17281.01,23.0,Northeastern,Corporate Employee,3424,2
0.0,,Female,,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,26.0,Central,Student,3067,2
0.0,,Male,,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,400.0,64.0,4.92,1.0,8.0,52.0,1.0,7.0,12.0,1.0,3.0,16550.0,16150.0,21.0,Central,Student,3927,8
0.0,0.0,Female,high school,single,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,75.22,21.0,2.1,1.0,4.0,8.0,1.0,2.0,13.0,1.0,4.0,120300.0,208244.2,40.0,Northeastern,Corporate Employee,1176,7
0.0,1.0,Male,high school,married,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,85275.03,30.0,2.0,1.0,5.0,5.0,1.0,1.0,25.0,1.0,5.0,53060.0,72342.0,58.0,Central,Entrepreneur,2925,6
0.0,0.0,Male,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,41.0,Central,Freelancer,2755,4
0.0,0.0,Male,vocational certificate,single,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,Eastern,Corporate Employee,1303,5
0.0,1.0,Male,bachelor's degree,single,5.0,5.0,4.0,0.0,5.0,1.0,0.0,3.0,18860.42,77.0,2.85,1.0,6.0,68.0,1.0,6.0,9.0,1.0,2.0,12550.0,21256.6,61.0,Eastern,Corporate Employee,2874,6
0.0,,Female,,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,27.0,Central,Corporate Employee,3535,2
0.0,1.0,Female,high school,married - non registered,5.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,62.0,Northern,Entrepreneur,909,3
0.0,0.0,Female,bachelor's degree,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,29.0,Northern,Corporate Employee,1733,5
0.0,0.0,Male,master's degree,married,8.0,8.0,9.0,2.0,3.0,1.0,0.0,7.0,53036.38,140.0,5.38,1.0,22.0,47.0,1.0,10.0,93.0,1.0,12.0,665132.0,680397.92,61.0,Central,Homemaker,2252,6
0.0,,Female,,,3.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,136.25,3.0,1.5,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5000.0,5000.0,63.0,Central,Freelancer,1481,4
0.0,1.0,Female,bachelor's degree,married,8.0,8.0,4.0,2.0,4.0,2.0,0.0,1.0,1008.86,166.0,6.15,1.0,11.0,43.0,1.0,5.0,123.0,1.0,9.0,170506.86,166504.29,49.0,Eastern,Corporate Employee,3478,0
0.0,,Male,bachelor's degree,married - registered,6.0,6.0,4.0,2.0,2.0,1.0,0.0,1.0,3423.34,103.0,3.68,1.0,12.0,20.0,1.0,5.0,83.0,1.0,10.0,72495.0,69113.58,28.0,Central,Corporate Employee,4338,6
0.0,,Male,,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,501.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,Eastern,Student,3484,8
0.0,0.0,Male,others,single,6.0,6.0,1.0,1.0,4.0,1.0,0.0,1.0,1717.74,39.0,1.77,1.0,4.0,30.0,1.0,4.0,9.0,1.0,2.0,4962.0,10769.0,41.0,Northeastern,Entrepreneur,109,8
2.0,0.0,Male,bachelor's degree,married,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,207.34,9.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,15170.0,51.0,Central,Entrepreneur,913,6
0.0,,Female,others,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,22734.96,34.0,1.79,1.0,5.0,9.0,1.0,3.0,25.0,1.0,4.0,30470.0,11750.0,47.0,Central,Corporate Employee,3082,2
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,1.0,1.0,4.0,2.0,0.0,1.0,309.93,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,20.0,32.0,Northern,Corporate Employee,3734,5
0.0,,Female,others,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,18683.03,54.0,2.84,1.0,6.0,8.0,1.0,2.0,46.0,1.0,5.0,28952.0,36579.0,28.0,Central,Corporate Employee,3946,2
0.0,,Male,others,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,11.0,1.38,1.0,2.0,3.0,1.0,1.0,8.0,1.0,2.0,2800.0,12801.92,24.0,Central,Other,59,8
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,32.0,Central,Student,77,5
0.0,0.0,Male,vocational certificate/ diploma,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,5.8,265.0,8.83,1.0,22.0,76.0,1.0,7.0,189.0,1.0,16.0,331878.0,335994.01,32.0,Central,Corporate Employee,3655,5
0.0,1.0,Female,bachelor's degree,married,6.0,5.0,3.0,0.0,5.0,1.0,0.0,3.0,348297.49,413.0,13.32,1.0,43.0,118.0,1.0,12.0,295.0,1.0,35.0,1243117.68,1555599.8,45.0,Southern,Entrepreneur,369,3
0.0,,Male,,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,629.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,Southern,Unemployed,1269,8
0.0,,Female,,single,5.0,5.0,2.0,0.0,4.0,1.0,0.0,2.0,100267.33,144.0,4.65,2.0,12.0,74.0,1.0,5.0,70.0,1.0,7.0,100881.16,55964.0,33.0,Central,Freelancer,786,4
1.0,2.0,Male,bachelor's degree,married - registered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,65.0,Northeastern,Entrepreneur,2118,6
0.0,,Male,bachelor's degree,married - registered,4.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,11694.37,8.0,1.33,1.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,26500.0,15600.0,44.0,Eastern,Corporate Employee,3169,6
0.0,,Male,others,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,49.0,Southern,Other,1823,8
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,34.0,Southern,Corporate Employee,2405,7
0.0,1.0,Male,bachelor's degree,married - registered,12.0,7.0,23.0,1.0,4.0,1.0,0.0,3.0,110207.09,62.0,2.82,1.0,7.0,9.0,1.0,2.0,53.0,1.0,5.0,300063.55,401417.59,59.0,Central,Corporate Employee,3029,6
0.0,,Male,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,53.0,Southern,Corporate Employee,4319,8
0.0,0.0,Female,high school,single,3.0,3.0,2.0,0.0,3.0,1.0,0.0,2.0,74.37,28.0,1.87,1.0,8.0,7.0,1.0,2.0,21.0,1.0,6.0,19837.0,19824.49,34.0,Northeastern,Corporate Employee,2410,7
0.0,0.0,Female,vocational certificate,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,27.0,Central,Corporate Employee,1025,5
1.0,0.0,Male,bachelor's degree,divorce,9.0,8.0,5.0,2.0,5.0,1.0,0.0,2.0,165841.95,91.0,3.03,1.0,6.0,9.0,1.0,2.0,82.0,1.0,5.0,122366.73,159399.0,48.0,Southern,Corporate Employee,1729,6
0.0,1.0,Male,master's degree,single,7.0,5.0,7.0,0.0,5.0,0.0,0.0,3.0,21580.98,10.0,2.5,1.0,4.0,3.0,1.0,2.0,7.0,1.0,3.0,40203.16,32791.21,45.0,Northern,Professional,1091,6
0.0,1.0,Female,others,married - registered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,66.0,Northeastern,Entrepreneur,938,3
3.0,1.0,Male,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,48.0,Central,Freelancer,2771,4
0.0,0.0,Female,bachelor's degree,married - non registered,9.0,5.0,11.0,6.0,1.0,1.0,0.0,6.0,2727257.87,11.0,1.22,1.0,2.0,7.0,1.0,1.0,4.0,1.0,2.0,1441067.0,74033.28,45.0,Central,Agriculture/Trade,911,0
0.0,0.0,Female,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,41.0,Northeastern,Freelancer,125,4
1.0,0.0,Female,less than high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,33.0,Western,Homemaker,1147,7
0.0,0.0,Female,less than high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,66.0,Eastern,Freelancer,2615,4
0.0,0.0,Male,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,32.0,Southern,Freelancer,2647,4
0.0,0.0,Female,high school,married - registered,5.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,6759.95,31.0,1.94,1.0,5.0,8.0,1.0,3.0,23.0,1.0,4.0,142022.0,138625.35,58.0,Central,Entrepreneur,2637,3
0.0,0.0,Male,bachelor's degree,married - registered,9.0,9.0,7.0,1.0,5.0,1.0,0.0,1.0,417.74,13.0,4.33,1.0,8.0,9.0,2.0,7.0,4.0,1.0,2.0,19600.0,19500.0,38.0,Central,Corporate Employee,2145,6
0.0,,Female,,single,2.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,Eastern,Entrepreneur,443,3
0.0,1.0,Male,vocational certificate/ diploma,single,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,46.0,Central,Corporate Employee,1503,5
0.0,,Male,others,others,4.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,Central,Corporate Employee,1323,8
0.0,0.0,Female,vocational certificate/ diploma,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,27.0,Central,Student,1045,5
1.0,0.0,Female,less than high school,single,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3318.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,Central,Homemaker,1316,7
1.0,1.0,Female,others,married - registered,6.0,6.0,1.0,0.0,7.0,1.0,0.0,1.0,0.1,99.0,4.71,1.0,9.0,20.0,1.0,2.0,79.0,1.0,8.0,20202.0,26202.57,53.0,Western,Entrepreneur,325,3
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,40.0,Central,Freelancer,2330,4
0.0,0.0,Female,bachelor's degree,married - registered,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,28.0,Central,Corporate Employee,2171,0
0.0,1.0,Female,high school,married,4.0,4.0,4.0,0.0,2.0,1.0,0.0,1.0,3807.58,6.0,1.5,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,6000.0,6000.0,79.0,Central,Homemaker,1887,7
0.0,0.0,Male,less than high school,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,31.3,18.0,1.5,1.0,3.0,5.0,1.0,2.0,13.0,1.0,3.0,934.0,2012.54,54.0,Central,Corporate Employee,2296,6
0.0,0.0,Male,bachelor's degree,single,4.0,4.0,2.0,0.0,4.0,1.0,0.0,2.0,27026.3,146.0,4.71,1.0,9.0,23.0,1.0,2.0,123.0,1.0,8.0,217935.0,212016.41,43.0,Central,Freelancer,1007,4
0.0,,Male,,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,519.43,6.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,210319.0,210000.0,34.0,Central,Corporate Employee,2674,8
0.0,,Female,others,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,1761.8,44.0,2.75,2.0,4.0,18.0,1.0,2.0,26.0,1.0,3.0,42101.0,43046.7,25.0,Northeastern,Student,2026,2
0.0,,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,34.0,Southern,Corporate Employee,1685,5
2.0,1.0,Male,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,61.0,Northern,Corporate Employee,933,5
0.0,,Male,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,64.0,Central,Entrepreneur,440,8
0.0,2.0,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,5.0,1.0,0.0,1.0,1661.23,28.0,2.0,1.0,3.0,7.0,1.0,1.0,21.0,1.0,3.0,12800.0,14960.75,52.0,Central,Corporate Employee,2278,5
1.0,0.0,Female,high school,widow,3.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,400409.44,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,5308.0,76.0,Southern,Entrepreneur,1475,3
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,29.0,Eastern,Corporate Employee,3957,5
2.0,1.0,Female,less than high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,47.0,Central,Corporate Employee,3895,7
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,7997.97,175.0,6.25,1.0,14.0,80.0,1.0,7.0,95.0,1.0,8.0,454546.18,446549.04,55.0,Central,Corporate Employee,2261,5
1.0,0.0,Female,less than high school,single,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,61944.07,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,300000.0,47.0,Northeastern,Homemaker,3751,7
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,11761.07,46.0,1.92,1.0,5.0,8.0,1.0,2.0,38.0,1.0,4.0,89831.8,83884.22,33.0,Central,Corporate Employee,195,5
0.0,,Female,others,married,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,6.65,18.0,2.57,1.0,5.0,4.0,1.0,2.0,14.0,1.0,3.0,3349.0,3343.5,32.0,Northeastern,Corporate Employee,1676,2
0.0,1.0,Female,master's degree,single,4.0,4.0,10.0,0.0,2.0,1.0,0.0,3.0,139542.07,33.0,2.2,1.0,5.0,11.0,1.0,2.0,22.0,1.0,3.0,262717.24,252886.39,35.0,Central,Corporate Employee,3366,5
0.0,0.0,Male,bachelor's degree,married,7.0,7.0,1.0,1.0,5.0,1.0,0.0,1.0,10536.13,87.0,3.63,1.0,8.0,25.0,1.0,3.0,62.0,1.0,6.0,66548.0,66988.85,41.0,Southern,Corporate Employee,2284,6
0.0,,Male,others,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.64,402.0,16.75,1.0,70.0,182.0,1.0,35.0,220.0,1.0,35.0,122209.44,123209.8,26.0,Central,Corporate Employee,1804,8
0.0,,Male,,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,Northern,Corporate Employee,2259,8
0.0,,Female,,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,24000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3000.0,0.0,22.0,Northeastern,Student,1821,2
0.0,0.0,Female,master's degree,married,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,5956.23,74.0,2.64,1.0,7.0,15.0,1.0,2.0,59.0,1.0,5.0,59149.0,55510.05,47.0,Eastern,Entrepreneur,2938,3
0.0,,Male,high school,married - registered,7.0,7.0,4.0,0.0,4.0,1.0,0.0,1.0,17963.89,41.0,2.28,1.0,5.0,9.0,1.0,2.0,32.0,1.0,5.0,53020.0,48192.0,49.0,Central,Corporate Employee,223,6
0.0,0.0,Female,others,divorce,10.0,8.0,3.0,5.0,5.0,1.0,0.0,1.0,2833.67,9.0,2.25,2.0,3.0,3.0,1.0,1.0,6.0,1.0,2.0,111500.0,111127.13,58.0,Central,Entrepreneur,2025,3
0.0,0.0,Male,vocational certificate/ diploma,single,5.0,5.0,1.0,0.0,5.0,1.0,0.0,1.0,23343.37,73.0,2.61,1.0,5.0,12.0,1.0,2.0,61.0,1.0,4.0,149394.5,176907.41,35.0,Central,Corporate Employee,574,5
0.0,1.0,Male,bachelor's degree,married,6.0,5.0,3.0,1.0,5.0,1.0,0.0,3.0,3827778.36,62.0,2.48,1.0,7.0,18.0,1.0,3.0,44.0,1.0,5.0,702722.0,612928.48,54.0,Central,Entrepreneur,1300,6
2.0,1.0,Female,bachelor's degree,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,48.0,Central,Corporate Employee,1704,0
0.0,,Male,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,25.0,Central,Corporate Employee,419,8
0.0,,Female,,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,21.0,Central,Corporate Employee,1189,2
0.0,0.0,Male,less than high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,40.0,Western,Freelancer,258,4
0.0,0.0,Male,high school,single,5.0,5.0,2.0,0.0,6.0,0.0,0.0,2.0,1055.37,13.0,1.44,1.0,3.0,6.0,1.0,2.0,7.0,1.0,2.0,17038.0,18240.0,53.0,Central,Corporate Employee,296,1
0.0,,Male,others,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,2012.47,39.0,2.6,1.0,6.0,12.0,1.0,2.0,27.0,1.0,5.0,9179.0,8558.0,25.0,Northern,Student,3696,8
0.0,0.0,Female,vocational certificate,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,1638.47,28.0,2.15,1.0,8.0,8.0,1.0,2.0,20.0,1.0,6.0,9735.0,11261.86,63.0,Central,Corporate Employee,1451,0
1.0,2.0,Female,bachelor's degree,married,4.0,3.0,4.0,0.0,3.0,2.0,0.0,2.0,2256954.25,27.0,1.59,1.0,5.0,7.0,1.0,2.0,20.0,1.0,3.0,576682.62,408057.53,52.0,Northern,Corporate Employee,3454,0
0.0,1.0,Male,bachelor's degree,single,6.0,5.0,4.0,3.0,2.0,1.0,0.0,2.0,628.31,140.0,4.83,1.0,8.0,73.0,1.0,4.0,67.0,1.0,4.0,23961.56,24064.73,47.0,Central,Entrepreneur,2678,6
0.0,,Male,,married,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,39.0,Eastern,Corporate Employee,3532,8
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,792.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,Central,Corporate Employee,713,5
0.0,,Male,others,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,21.0,Central,Student,1673,8
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,34.0,Central,Unemployed,2988,5
0.0,1.0,Female,high school,married,6.0,5.0,3.0,0.0,4.0,1.0,0.0,2.0,370424.97,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,10000.0,42.0,Northeastern,Entrepreneur,450,3
0.0,,Female,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,59.0,Western,Corporate Employee,1613,2
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,34.0,Central,Corporate Employee,1862,1
0.0,1.0,Female,bachelor's degree,married - registered,6.0,6.0,3.0,3.0,3.0,2.0,0.0,2.0,56374.36,11.0,1.22,1.0,2.0,3.0,1.0,1.0,8.0,1.0,2.0,18000.0,87070.0,60.0,Central,Corporate Employee,959,0
0.0,,Male,bachelor's degree,married - registered,3.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8484.0,8484.0,43.0,Northeastern,Corporate Employee,2184,6
0.0,1.0,Female,bachelor's degree,married - registered,5.0,5.0,11.0,6.0,1.0,2.0,0.0,3.0,145553.66,22.0,1.69,1.0,3.0,10.0,1.0,2.0,12.0,1.0,2.0,525490.0,582968.69,68.0,Eastern,Homemaker,655,0
0.0,,Female,high school,married,5.0,5.0,1.0,0.0,5.0,0.0,0.0,1.0,96.78,8.0,1.6,1.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,37121.6,37163.0,45.0,Eastern,Corporate Employee,1589,7
0.0,0.0,Male,bachelor's degree,single,5.0,5.0,1.0,0.0,3.0,1.0,0.0,1.0,4.55,71.0,3.09,1.0,9.0,27.0,1.0,5.0,44.0,1.0,6.0,119428.0,119508.86,27.0,Northern,Corporate Employee,412,5
0.0,1.0,Female,less than high school,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,8100.78,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2500.0,5159.43,60.0,Northern,Professional,2465,7
0.0,,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,40.0,Northeastern,Corporate Employee,1591,2
0.0,1.0,Male,bachelor's degree,married - non registered,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,9742.97,18.0,2.25,1.0,5.0,7.0,1.0,4.0,11.0,1.0,5.0,12068.0,4168.88,42.0,Central,Entrepreneur,1938,6
0.0,0.0,Female,high school,married,5.0,5.0,1.0,0.0,4.0,1.0,0.0,1.0,1329.08,29.0,1.53,1.0,3.0,9.0,1.0,1.0,20.0,1.0,3.0,34490.0,48599.0,70.0,Northeastern,Homemaker,1477,7
0.0,,Female,,single,3.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,323.49,94.0,3.76,1.0,12.0,13.0,1.0,2.0,81.0,1.0,12.0,39520.0,39549.82,30.0,Central,Corporate Employee,2708,2
0.0,0.0,Male,high school,single,5.0,4.0,2.0,0.0,4.0,1.0,0.0,1.0,13858.33,15.0,1.36,1.0,3.0,8.0,1.0,2.0,7.0,1.0,2.0,11700.0,5250.0,38.0,Central,Entrepreneur,2716,1
0.0,,Female,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,40.0,Central,Corporate Employee,431,7
0.0,,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,118.73,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2700.0,2639.14,33.0,Northeastern,Corporate Employee,3338,5
0.0,,Male,,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.72,165.0,6.88,2.0,24.0,58.0,1.0,8.0,107.0,1.0,16.0,38487.39,38487.0,26.0,Central,Corporate Employee,3956,8
0.0,1.0,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,1600.0,1003.0,32.35,6.0,69.0,284.0,1.0,22.0,719.0,4.0,47.0,78503.73,77219.91,37.0,Central,Corporate Employee,2472,5
0.0,0.0,Female,less than high school,single,3.0,3.0,1.0,0.0,4.0,3.0,0.0,1.0,36066.3,83.0,6.92,1.0,17.0,64.0,1.0,15.0,19.0,1.0,9.0,173455.15,140630.59,33.0,Central,Corporate Employee,1794,7
0.0,0.0,Male,bachelor's degree,married,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,Northeastern,Corporate Employee,4220,6
0.0,0.0,Male,high school,single,4.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,287.02,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2000.0,1950.0,25.0,Western,Corporate Employee,103,1
0.0,0.0,Male,bachelor's degree,married - registered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,38.0,Central,Corporate Employee,1362,6
0.0,0.0,Female,bachelor's degree,single,6.0,6.0,3.0,2.0,3.0,1.0,0.0,1.0,3184.47,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,20.0,57.0,Central,Entrepreneur,2315,3
0.0,1.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,31.0,Southern,Corporate Employee,2923,5
0.0,,Female,others,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,29.0,Northern,Student,3003,2
0.0,0.0,Female,high school,single,3.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,57865.02,3.0,1.5,1.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,46888.0,26.0,Northern,Student,2421,7
0.0,2.0,Male,bachelor's degree,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,71.0,Western,Entrepreneur,3120,6
0.0,0.0,Male,others,married - registered,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1032.91,4.0,1.33,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1500.0,1378.75,47.0,Central,Corporate Employee,2571,6
2.0,1.0,Male,master's degree,married,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,21.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,Southern,Unemployed,1187,6
0.0,,Male,others,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,28.0,Northern,Student,1065,8
