Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,CUST_ID,cluster
0.0,,Male,,,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,Eastern,Corporate Employee,2795,4
0.0,,Female,,single,3.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,512.08,206.0,6.87,1.0,18.0,65.0,1.0,8.0,141.0,1.0,11.0,27358.2,29019.2,19.0,Northeastern,Student,2801,1
0.0,0.0,Female,high school,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,507.35,325.0,14.13,1.0,38.0,132.0,1.0,17.0,193.0,1.0,21.0,34323.5,34055.28,35.0,Northeastern,Freelancer,565,6
0.0,1.0,Female,bachelor's degree,married - registered,7.0,5.0,7.0,3.0,2.0,1.0,0.0,2.0,6613.21,118.0,4.07,1.0,11.0,34.0,1.0,4.0,84.0,1.0,7.0,256471.0,259103.29,41.0,Central,Entrepreneur,2859,0
0.0,0.0,Female,high school,married,5.0,5.0,2.0,1.0,2.0,0.0,0.0,1.0,922.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,Eastern,Entrepreneur,27,0
0.0,,Female,,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,407.44,132.0,4.55,1.0,10.0,55.0,1.0,5.0,77.0,1.0,8.0,24473.43,24129.99,21.0,Southern,Student,1492,1
0.0,0.0,Male,less than high school,single,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,9160.16,48.0,2.0,1.0,5.0,29.0,1.0,4.0,19.0,1.0,3.0,33272.0,38307.57,51.0,Central,Corporate Employee,215,2
0.0,0.0,Female,high school,single,3.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,Southern,Student,2380,5
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,34.0,Central,Corporate Employee,4258,5
0.0,,Female,others,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,60.41,36.0,1.89,1.0,5.0,16.0,1.0,3.0,20.0,1.0,5.0,16338.0,16322.0,23.0,Central,Student,3635,1
0.0,,Female,others,single,4.0,4.0,2.0,0.0,5.0,1.0,0.0,2.0,4607.12,218.0,7.03,1.0,16.0,64.0,1.0,7.0,154.0,1.0,10.0,44861.54,61902.74,27.0,Southern,Student,3132,1
0.0,0.0,Male,bachelor's degree,married,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,17809.99,23.0,1.64,1.0,5.0,2.0,1.0,1.0,21.0,1.0,5.0,7000.0,40212.29,59.0,Northeastern,Entrepreneur,2466,8
0.0,0.0,Female,bachelor's degree,single,6.0,6.0,6.0,0.0,6.0,1.0,0.0,3.0,3157122.44,67.0,2.58,1.0,6.0,40.0,1.0,4.0,27.0,1.0,3.0,16060797.25,16327956.5,31.0,Central,Entrepreneur,863,0
0.0,0.0,Female,high school,single,4.0,4.0,2.0,0.0,2.0,1.0,0.0,1.0,44.48,40.0,2.22,1.0,4.0,7.0,1.0,2.0,33.0,1.0,3.0,3925.0,6957.0,25.0,Central,Corporate Employee,2585,5
0.0,,Male,bachelor's degree,others,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,0.8,55.0,2.2,2.0,5.0,26.0,1.0,2.0,29.0,1.0,3.0,460793.28,460842.0,27.0,Central,Corporate Employee,3703,8
0.0,,Female,others,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,1306.83,8.0,1.33,1.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,2680.0,1441.0,44.0,Central,Corporate Employee,322,1
0.0,,Male,,single,3.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,30846.09,55.0,2.5,1.0,7.0,10.0,1.0,2.0,45.0,1.0,5.0,306374.12,296737.51,30.0,Central,Entrepreneur,795,4
0.0,,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,43.0,Central,Corporate Employee,788,3
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,39.0,Northeastern,Freelancer,656,6
0.0,1.0,Female,bachelor's degree,married,4.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,1086.67,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,14000.0,57.0,Northern,Unemployed,4277,3
0.0,,Female,others,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,1125.74,113.0,4.04,1.0,17.0,38.0,1.0,8.0,75.0,1.0,13.0,52087.58,52292.41,43.0,Northern,Corporate Employee,3835,1
0.0,0.0,Female,less than high school,married,5.0,5.0,1.0,0.0,4.0,2.0,0.0,1.0,5046.23,48.0,2.67,1.0,9.0,32.0,1.0,4.0,16.0,1.0,5.0,109355.0,120157.0,47.0,Central,Corporate Employee,2660,5
0.0,0.0,Female,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,43.0,Central,Corporate Employee,2804,5
0.0,1.0,Male,bachelor's degree,married - registered,5.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,364176.87,13.0,1.63,1.0,2.0,3.0,1.0,1.0,10.0,1.0,2.0,23704.95,22180.74,52.0,Central,Entrepreneur,2741,8
0.0,0.0,Male,others,single,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,28.0,Northeastern,Corporate Employee,3173,4
0.0,,Male,others,others,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,59.0,Central,Corporate Employee,3040,4
0.0,0.0,Female,high school,divorce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,39.0,Northeastern,Homemaker,123,5
0.0,,Male,others,others,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,Northeastern,Student,1229,4
0.0,0.0,Male,,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,3990.27,175.0,5.83,1.0,19.0,53.0,1.0,4.0,122.0,1.0,16.0,39662.0,36873.46,31.0,Eastern,Entrepreneur,4023,0
0.0,1.0,Male,bachelor's degree,married - registered,5.0,5.0,6.0,1.0,2.0,1.0,0.0,4.0,565496.9,69.0,2.46,1.0,6.0,5.0,1.0,1.0,64.0,1.0,6.0,645127.0,282984.63,34.0,Northeastern,Entrepreneur,45,8
2.0,,Female,bachelor's degree,married - registered,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,53.0,Northeastern,Professional,1341,3
0.0,,Female,others,others,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,Northeastern,Student,4115,1
0.0,1.0,Male,bachelor's degree,married - registered,9.0,9.0,2.0,3.0,6.0,0.0,1.0,1.0,4105.11,186.0,6.0,2.0,13.0,72.0,1.0,5.0,114.0,1.0,10.0,208758.67,207497.13,38.0,Northeastern,Entrepreneur,1109,0
0.0,0.0,Male,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,34.0,Central,Corporate Employee,1030,8
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,2.0,1.0,2.0,1.0,0.0,2.0,6.03,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,700.0,700.0,29.0,Central,Corporate Employee,3642,3
0.0,,Female,others,others,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,Northeastern,Student,1499,1
0.0,,Male,others,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,46.0,Central,Corporate Employee,1579,4
0.0,1.0,Female,less than high school,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,600.49,3.0,1.5,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,600.0,620.0,67.0,Central,Entrepreneur,1456,0
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,1.0,1.0,3.0,1.0,0.0,1.0,2638.27,27.0,1.93,1.0,5.0,8.0,1.0,3.0,19.0,1.0,4.0,34388.0,47870.39,33.0,Southern,Corporate Employee,1843,3
0.0,,Female,master's degree,married,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,30698.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,Eastern,Professional,2531,3
0.0,0.0,Male,high school,married,3.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,Western,Corporate Employee,3790,2
1.0,2.0,Female,bachelor's degree,widow,5.0,5.0,2.0,0.0,7.0,1.0,0.0,2.0,93.11,80.0,3.48,1.0,10.0,27.0,1.0,3.0,53.0,1.0,9.0,113448.3,118144.35,73.0,Central,Corporate Employee,1425,3
0.0,0.0,Male,bachelor's degree,married - registered,6.0,6.0,3.0,1.0,2.0,1.0,0.0,1.0,5514.26,14.0,1.56,1.0,4.0,5.0,1.0,1.0,9.0,1.0,3.0,51502.0,55080.0,38.0,Northeastern,Corporate Employee,3951,8
0.0,1.0,Male,others,married - non registered,7.0,6.0,4.0,0.0,4.0,0.0,2.0,1.0,16844.43,112.0,4.0,1.0,10.0,65.0,1.0,8.0,47.0,1.0,6.0,689721.59,683785.21,37.0,Northeastern,Entrepreneur,257,0
0.0,,Male,bachelor's degree,single,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,35.0,Central,Professional,2484,4
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,49.0,Southern,Corporate Employee,4259,5
1.0,0.0,Female,less than high school,married,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,551364.69,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,100000.0,50804.0,53.0,Central,Entrepreneur,3425,0
1.0,0.0,Female,less than high school,married,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,13.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,Eastern,Corporate Employee,1660,5
0.0,,Female,others,single,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,38.0,Northeastern,Entrepreneur,648,1
0.0,1.0,Female,bachelor's degree,single,5.0,5.0,2.0,2.0,4.0,1.0,0.0,2.0,11370.36,17.0,1.42,1.0,3.0,5.0,1.0,1.0,12.0,1.0,2.0,19204.13,24873.84,69.0,Central,Corporate Employee,1633,3
0.0,0.0,Female,vocational certificate/ diploma,married,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,108.52,54.0,3.0,1.0,6.0,21.0,1.0,3.0,33.0,1.0,4.0,37907.0,37799.0,39.0,Central,Entrepreneur,4141,7
0.0,1.0,Female,bachelor's degree,single,4.0,4.0,1.0,3.0,2.0,1.0,0.0,1.0,125423.94,43.0,2.39,1.0,7.0,4.0,1.0,1.0,39.0,1.0,6.0,84675.0,165892.08,70.0,Central,Corporate Employee,3350,3
0.0,0.0,Male,less than high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,48.0,Northeastern,Corporate Employee,4174,2
0.0,0.0,Female,high school,married,4.0,4.0,2.0,0.0,2.0,1.0,0.0,1.0,32602.98,18.0,1.64,1.0,3.0,6.0,1.0,2.0,12.0,1.0,2.0,20174.0,14423.14,43.0,Central,Corporate Employee,292,5
0.0,0.0,Male,bachelor's degree,married,9.0,8.0,7.0,1.0,6.0,1.0,0.0,2.0,7761.62,85.0,3.27,1.0,11.0,8.0,1.0,2.0,77.0,1.0,10.0,44560.89,46969.07,40.0,Central,Corporate Employee,3016,8
1.0,1.0,Female,others,married,4.0,4.0,2.0,1.0,3.0,1.0,0.0,2.0,15815.81,217.0,7.0,1.0,31.0,58.0,1.0,11.0,159.0,1.0,20.0,528814.2,537941.14,43.0,Central,Corporate Employee,2368,3
0.0,0.0,Female,others,married - registered,5.0,5.0,1.0,1.0,2.0,1.0,0.0,1.0,462.98,10.0,2.0,1.0,3.0,4.0,1.0,2.0,6.0,1.0,2.0,28350.0,28442.51,59.0,Central,Corporate Employee,3230,3
0.0,1.0,Female,bachelor's degree,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,56.0,Southern,Unemployed,3810,3
0.0,1.0,Male,high school,single,4.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,233.06,80.0,3.48,1.0,11.0,27.0,1.0,6.0,53.0,1.0,6.0,22045.0,22301.8,36.0,Northern,Corporate Employee,1742,2
0.0,,Female,,married,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,16160.0,45.0,1.96,1.0,4.0,37.0,1.0,4.0,8.0,1.0,2.0,29780.0,13620.0,44.0,Central,Entrepreneur,4064,0
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,28.0,Eastern,Corporate Employee,2371,5
1.0,1.0,Male,bachelor's degree,single,6.0,6.0,3.0,2.0,5.0,1.0,0.0,2.0,33407.3,18.0,1.8,1.0,4.0,7.0,1.0,2.0,11.0,1.0,3.0,63160.64,63300.0,56.0,Central,Entrepreneur,264,8
1.0,,Male,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,60.0,Central,Entrepreneur,1920,4
1.0,0.0,Male,less than high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,50.0,Southern,Corporate Employee,1420,2
0.0,,Male,,,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,Northeastern,Corporate Employee,880,4
0.0,0.0,Male,bachelor's degree,married,4.0,4.0,1.0,0.0,3.0,2.0,0.0,1.0,0.01,73.0,3.84,1.0,11.0,14.0,1.0,3.0,59.0,1.0,8.0,50300.0,52328.0,42.0,Central,Corporate Employee,2270,8
0.0,0.0,Female,less than high school,married,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,Northeastern,Corporate Employee,734,5
0.0,1.0,Male,bachelor's degree,single,8.0,8.0,4.0,1.0,6.0,0.0,0.0,1.0,1220.02,32.0,2.46,1.0,4.0,12.0,1.0,2.0,20.0,1.0,3.0,116545.0,117505.0,43.0,Central,Corporate Employee,57,8
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,24.0,Central,Corporate Employee,1667,2
0.0,0.0,Female,high school,single,4.0,3.0,2.0,0.0,3.0,1.0,0.0,2.0,245081.64,17.0,1.55,1.0,2.0,2.0,1.0,1.0,15.0,1.0,2.0,17000.0,25653.32,27.0,Northern,Student,2548,5
3.0,0.0,Female,high school,divorce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,43.0,Southern,Corporate Employee,4333,5
0.0,,Female,,married - registered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,34.0,Central,Corporate Employee,681,1
0.0,1.0,Male,master's degree,single,4.0,4.0,4.0,3.0,1.0,1.0,0.0,2.0,9312731.68,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,200000.0,1400.0,46.0,Northeastern,Entrepreneur,3102,8
0.0,1.0,Male,master's degree,single,5.0,5.0,2.0,1.0,4.0,0.0,0.0,2.0,10.03,78.0,2.89,1.0,8.0,12.0,1.0,2.0,66.0,1.0,6.0,19164.0,42250.03,43.0,Central,Corporate Employee,204,8
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,40.0,Central,Corporate Employee,1062,5
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,32.0,Central,Freelancer,1815,6
0.0,,Male,others,married - registered,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,42.53,56.0,2.95,1.0,8.0,14.0,1.0,3.0,42.0,1.0,8.0,50682.0,50648.0,28.0,Eastern,Corporate Employee,1208,4
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,35.0,Central,Corporate Employee,810,2
1.0,,Male,less than high school,married,4.0,4.0,2.0,0.0,2.0,1.0,0.0,1.0,777880.9,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2702.27,57.0,Central,Corporate Employee,3624,2
0.0,0.0,Female,bachelor's degree,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,33913.62,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1300.0,2900.0,34.0,Northern,Corporate Employee,2070,3
0.0,,Female,others,single,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,52848.15,6.0,1.2,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,14000.0,19230.0,37.0,Central,Entrepreneur,683,0
0.0,,Male,others,single,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,43.0,Central,Corporate Employee,1841,4
0.0,,Female,others,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,49.0,Central,Corporate Employee,2523,1
0.0,,Male,others,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,7100.75,95.0,4.32,1.0,15.0,20.0,1.0,2.0,75.0,1.0,13.0,37943.89,39055.45,26.0,Northern,Corporate Employee,2093,4
0.0,1.0,Male,others,married - registered,5.0,5.0,1.0,1.0,3.0,1.0,0.0,1.0,2429.07,101.0,3.37,1.0,9.0,81.0,1.0,8.0,20.0,1.0,3.0,909260.0,916980.0,57.0,Northeastern,Entrepreneur,1179,0
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,39.0,Central,Corporate Employee,114,5
0.0,0.0,Female,vocational certificate,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,30.0,Central,Corporate Employee,2482,7
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,36.0,Northeastern,Entrepreneur,2003,2
0.0,0.0,Female,less than high school,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,23630.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,Central,Corporate Employee,1428,5
0.0,0.0,Female,high school,married,6.0,6.0,2.0,1.0,4.0,1.0,0.0,1.0,101739.43,84.0,3.23,1.0,8.0,14.0,1.0,2.0,70.0,1.0,6.0,312258.76,226146.84,36.0,Eastern,Corporate Employee,1324,5
0.0,,Male,bachelor's degree,single,6.0,6.0,4.0,0.0,3.0,0.0,0.0,1.0,8238.98,52.0,2.17,1.0,6.0,20.0,1.0,2.0,32.0,1.0,5.0,38714.0,30491.05,24.0,Central,Corporate Employee,13,8
0.0,1.0,Male,bachelor's degree,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,72072.62,79.0,3.29,1.0,9.0,65.0,1.0,8.0,14.0,1.0,2.0,253007.82,304054.71,36.0,Northeastern,Entrepreneur,1033,8
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,35.0,Central,Corporate Employee,2573,2
0.0,,Female,others,married,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,652847.71,25.0,2.08,1.0,5.0,14.0,1.0,5.0,11.0,1.0,2.0,685651.78,32804.07,54.0,Central,Corporate Employee,323,1
0.0,,Female,others,married,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,10.6,5.0,1.67,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2810.0,2817.0,58.0,Northeastern,Professional,806,1
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,28.0,Northeastern,Professional,2457,5
0.0,0.0,Male,less than high school,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,Southern,Corporate Employee,2813,2
1.0,0.0,Female,bachelor's degree,married,4.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0,11846.54,70.0,2.69,1.0,6.0,26.0,1.0,4.0,44.0,1.0,4.0,213070.0,241234.75,40.0,Central,Corporate Employee,2282,3
0.0,1.0,Female,bachelor's degree,single,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,0.18,164.0,5.66,1.0,11.0,56.0,1.0,5.0,108.0,1.0,9.0,103128.0,113270.0,42.0,Central,Entrepreneur,737,0
0.0,0.0,Male,bachelor's degree,single,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,9000.69,55.0,3.06,1.0,8.0,9.0,1.0,2.0,46.0,1.0,6.0,15433.0,16961.0,31.0,Southern,Student,3418,8
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,30.0,Northern,Freelancer,2104,6
3.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,61.0,Central,Freelancer,3763,6
1.0,1.0,Male,bachelor's degree,married,5.0,5.0,1.0,2.0,3.0,0.0,0.0,1.0,245.18,34.0,2.0,1.0,4.0,14.0,1.0,2.0,20.0,1.0,2.0,40900.0,41606.0,52.0,Central,Corporate Employee,1781,8
0.0,0.0,Male,others,married - registered,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,6525.7,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,6500.0,6490.0,41.0,Central,Corporate Employee,3574,8
0.0,1.0,Male,bachelor's degree,married - registered,11.0,8.0,10.0,3.0,5.0,1.0,0.0,3.0,224275.37,38.0,2.24,1.0,9.0,12.0,1.0,3.0,26.0,1.0,7.0,428982.51,363477.2,53.0,Central,Corporate Employee,3419,8
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,31.0,Central,Corporate Employee,1906,3
0.0,0.0,Male,bachelor's degree,single,3.0,3.0,1.0,0.0,4.0,1.0,0.0,1.0,8338.25,53.0,2.65,1.0,6.0,10.0,1.0,2.0,43.0,1.0,5.0,39161.25,36241.97,37.0,Northern,Corporate Employee,1992,8
0.0,0.0,Male,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,45.0,Central,Freelancer,1158,6
0.0,,Female,others,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,32.0,Southern,Student,4051,1
0.0,,Female,,single,3.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,0.49,83.0,4.61,1.0,13.0,21.0,1.0,4.0,62.0,1.0,11.0,36693.0,35702.0,26.0,Eastern,Corporate Employee,2581,1
0.0,1.0,Male,high school,single,6.0,5.0,4.0,1.0,2.0,0.0,0.0,2.0,145245.85,14.0,1.4,1.0,3.0,4.0,1.0,2.0,10.0,1.0,2.0,216700.0,74920.0,49.0,Eastern,Entrepreneur,965,0
0.0,0.0,Male,less than high school,divorce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,49.0,Central,Freelancer,2974,6
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,500.0,71.0,3.74,1.0,14.0,26.0,1.0,5.0,45.0,1.0,9.0,21510.73,21010.73,39.0,Northern,Corporate Employee,2593,3
0.0,,Female,others,divorce,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,60.0,Northern,Unemployed,691,1
0.0,,Male,,,2.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,5137.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,Southern,Unemployed,1211,4
0.0,,Female,high school,married,7.0,7.0,2.0,1.0,4.0,0.0,0.0,1.0,3453.88,36.0,2.4,1.0,5.0,28.0,1.0,4.0,8.0,1.0,2.0,16830.0,15937.0,52.0,Northern,Entrepreneur,3705,0
0.0,0.0,Male,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,30.0,Central,Student,3059,2
0.0,0.0,Male,bachelor's degree,single,4.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,4096.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4000.0,0.0,45.0,Central,Corporate Employee,4160,8
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,45.0,Southern,Corporate Employee,3976,5
0.0,2.0,Male,bachelor's degree,single,4.0,4.0,3.0,0.0,2.0,0.0,0.0,1.0,41760.2,219.0,7.3,2.0,15.0,44.0,1.0,4.0,175.0,1.0,14.0,648925.0,609058.86,36.0,Western,Entrepreneur,1845,8
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,55.0,Central,Corporate Employee,1922,3
0.0,,Female,,,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,65.81,112.0,4.31,1.0,11.0,64.0,1.0,5.0,48.0,1.0,6.0,25907.0,25868.0,44.0,Central,Corporate Employee,3859,1
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,41.0,Central,Corporate Employee,417,3
0.0,,Male,others,others,4.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,17891.66,117.0,3.9,1.0,11.0,7.0,1.0,1.0,110.0,1.0,10.0,30451.1,23822.71,26.0,Southern,Corporate Employee,1692,4
0.0,0.0,Male,bachelor's degree,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,3528.18,136.0,4.39,1.0,16.0,21.0,1.0,3.0,115.0,1.0,14.0,56820.0,60548.46,27.0,Central,Student,2488,8
