CUST_ID,Number of Children,Age,Gender,Education level,Marital status,Region,Occupation Group,loan,utility,finance,shopping,financial_services,health_and_care,home_lifestyle,transport_travel,leisure,public_services,finance_t0,financial_services_t0,home_lifestyle_t0,loan_t0,shopping_t0,utility_t0,health_and_care_t0,transport_travel_t0,leisure_t0,public_services_t0,Summary
548,0.0,34,Female,others,single,Northeastern,Professional,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10584.0,0.0,0.0,872.0,0.0,6067.57,0.0,6245.8,0.0,0.0,"This customer represents a 34-year-old single female professional based in the Northeastern region, with an unspecified education background and no children. She appears to be financially independent and focused on essential expenditures, as reflected in her historical transactions. Her spending is concentrated in Finance (10,584 baht), Utility (6,067.57 baht), and Transport Travel (6,245.8 baht), suggesting a practical and organized lifestyle with a focus on managing her finances, maintaining basic utilities, and mobility needs. She has minimal engagement in discretionary categories like Shopping, Leisure, or Health and Care, indicating a preference for functionality over indulgence. This profile suggests a career-oriented individual who prioritizes financial stability and efficiency in her daily life."
553,0.0,29,Female,others,others,Central,Student,0.0,0.0,1406.76,699.6800000000001,740.0,0.0,0.0,0.0,0.0,0.0,8303.0,0.0,0.0,0.0,464.0,0.0,204.25,0.0,0.0,0.0,"This customer represents a 29-year-old female student based in the Central region, with an unspecified marital status and no children. Her educational background is categorized as ""others,"" suggesting a non-traditional or undefined academic path. Financially, she is primarily focused on managing her finances, with significant historical transactions in the ""Finance"" category amounting to 8,303 baht, indicating a strong emphasis on savings, investments, or financial planning. She has also engaged in ""Shopping"" (464 baht) and ""Health and Care"" (204.25 baht), reflecting occasional spending on personal needs and well-being. With no activity in categories like ""Transport Travel,"" ""Leisure,"" or ""Home Lifestyle,"" this customer appears to prioritize financial stability and essential expenditures over discretionary or lifestyle-related spending."
555,0.0,56,Male,vocational certificate,single,Central,Corporate Employee,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,"This customer represents a 56-year-old single male corporate employee based in the Central region, holding a vocational certificate and living independently with no children. His transactional history indicates a focused spending pattern, with the only recorded expenditure being 900 baht in the ""Health and Care"" category, suggesting a priority on personal well-being or medical needs. The absence of spending in other categories such as ""Shopping,"" ""Transport Travel,"" or ""Leisure"" implies a minimalist or highly selective lifestyle, potentially centered around work and health maintenance. This profile suggests a practical and self-reliant individual who values health and may prioritize essential needs over discretionary spending."
559,0.0,36,Female,bachelor's degree,married,Northern,Corporate Employee,48628.26,3261.16,109.14,0.0,24642.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,0.0,0.0,0.0,3376.17,0.0,0.0,0.0,0.0,"This customer represents a 36-year-old married female corporate employee based in the Northern region, holding a bachelor's degree and currently without children. She appears to be a pragmatic and financially responsible individual, with her historical transactions focused on essential categories such as Financial Services (2002 baht) and Utility payments (3376.17 baht). The absence of spending in discretionary categories like Shopping, Home Lifestyle, Leisure, or Transport Travel suggests a practical and needs-based spending approach, potentially prioritizing stability and long-term planning. Her profile reflects someone who values financial organization and maintaining essential services, making her a likely candidate for products or services that emphasize convenience, reliability, and financial management."
560,0.0,37,Male,bachelor's degree,single,Central,Freelancer,0.0,19.31,2015.55,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1673.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,"This customer represents a 37-year-old single male freelancer based in the Central region, holding a bachelor's degree and living without children. His transactional history suggests a focus on financial management, with significant spending in the Finance category (1673.0 baht), while other categories such as Financial Services, Home Lifestyle, and Health and Care show no activity. His minimal spending on Shopping (64.0 baht) indicates a frugal or selective approach to personal purchases. As an independent professional, he likely prioritizes financial stability and careful budgeting over discretionary spending. This profile suggests a pragmatic and career-focused individual with a streamlined lifestyle, potentially seeking financial tools or services tailored to freelancers."
563,0.0,33,Female,bachelor's degree,married,Central,Corporate Employee,1227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,"This customer represents a 33-year-old married female corporate employee based in the Central region, holding a bachelor's degree and currently without children. She appears to be a young professional focused on her career, with a likely interest in maintaining a modern and independent lifestyle. Her historical transactions indicate spending exclusively in the ""Shopping"" category, totaling 2,500 baht, suggesting a preference for retail purchases, possibly for personal or lifestyle-related items. With no recorded spending in categories like ""Finance,"" ""Home Lifestyle,"" ""Health and Care,"" or ""Transport Travel,"" her financial behavior suggests a selective and focused approach to discretionary spending. This profile reflects a career-oriented individual who prioritizes personal shopping over other transactional categories."
566,0.0,25,Male,vocational certificate,single,Southern,Student,0.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1486.0,0.0,0.0,0.0,0.0,"This customer represents a 25-year-old single male student residing in the Southern region, holding a vocational certificate and currently without children. His transactional history indicates a focused expenditure exclusively on Utility services, amounting to 1,486 baht, while no spending is recorded across other categories such as Finance, Shopping, Transport Travel, or Leisure. This suggests a pragmatic and budget-conscious individual, likely managing limited financial resources typical of a student lifestyle. He appears to prioritize essential living costs over discretionary spending, reflecting a phase of life centered on education and basic needs. This profile aligns with young, single, and financially cautious individuals who are in the early stages of their career or academic journey."
574,0.0,35,Male,vocational certificate,single,Central,Corporate Employee,20190.64,0.0,500.0,974.0,0.0,0.0,250.0,1140.0,0.0,0.0,0.0,0.0,1215.85,0.0,0.0,2256.16,0.0,30.0,0.0,0.0,"This customer represents a 35-year-old single male corporate employee based in the Central region, holding a vocational certificate and currently without children. His transactional history suggests a practical and self-reliant lifestyle, with notable spending on Home Lifestyle (1,215.85 baht) and Utility (2,256.16 baht) categories, indicating a focus on maintaining a comfortable and functional living environment. Minimal spending on Transport Travel (30.0 baht) suggests limited commuting or reliance on cost-effective travel options. With no recorded transactions in areas like Shopping, Health and Care, or Leisure, he appears to prioritize essential living expenses over discretionary spending. This profile reflects a pragmatic and financially cautious individual, likely focused on stability and day-to-day necessities."
576,0.0,38,Female,high school,single,Central,Corporate Employee,0.0,0.0,127.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,0.0,"This customer represents a 38-year-old single female working as a corporate employee in the Central region, with a high school education and no children. She appears to be focused on personal independence and career development, as reflected in her lifestyle. Her historical transactions are concentrated exclusively in the Shopping category, with 1,300 baht spent, indicating a preference for retail or consumer goods, possibly for personal use or self-care. She has not engaged in other transactional categories such as Finance, Utilities, Health and Care, or Leisure, suggesting a streamlined financial focus on essentials or discretionary spending in shopping. This profile suggests a pragmatic individual who prioritizes personal needs and maintains a straightforward, self-reliant lifestyle."
594,1.0,64,Female,master's degree,married,Central,Corporate Employee,26632.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,0.0,0.0,6928.0,1150.0,0.0,0.0,0.0,0.0,0.0,"This customer represents a 64-year-old married female corporate employee residing in the Central region, with a master’s degree and one child. She is a financially responsible individual, as indicated by her significant transactions in the Loan category (6928.0 baht), suggesting a focus on managing long-term financial commitments. Additionally, her spending in Finance (1150.0 baht) and Shopping (1150.0 baht) reflects a balanced approach to personal financial management and occasional discretionary purchases. With no recorded transactions in categories like Health and Care, Transport Travel, or Leisure, her lifestyle appears practical and centered around financial planning rather than indulgence or frequent travel. This customer likely values stability, education, and maintaining a structured financial outlook."
598,0.0,55,Male,high school,single,Central,Entrepreneur,0.0,749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.0,0.0,0.0,0.0,0.0,"This customer represents a 55-year-old single male entrepreneur based in the Central region with a high school education and no children. His transactional history indicates minimal engagement across most categories, with the exception of utility payments totaling 749 baht, suggesting a focus on essential living expenses. As a self-employed individual, he may prioritize independence and practicality, with limited discretionary spending on leisure, shopping, or lifestyle enhancements. His lack of financial services, loans, or health-related transactions could imply a frugal approach or a preference for self-reliance. This profile reflects a pragmatic and reserved individual who likely values efficiency and necessity over indulgence, making him a distinctive customer with straightforward spending habits."
605,0.0,42,Female,bachelor's degree,single,Central,Entrepreneur,0.0,7809.93,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2168.62,0.0,0.0,0.0,11518.75,"This customer represents a 42-year-old single female entrepreneur based in the Central region with a bachelor’s degree and no children. Her transactional history indicates a focus on essential and structured spending, with significant expenditures in Public Services (11,518.75 baht) and Utilities (2,168.62 baht), while showing no activity in categories like Shopping, Health and Care, or Leisure. This suggests a pragmatic and responsibility-driven individual who prioritizes maintaining essential services and fulfilling civic obligations over discretionary spending. Likely independent and career-focused, she may value efficiency and reliability in her financial habits, aligning with her entrepreneurial mindset and single lifestyle. This profile reflects a disciplined and practical customer with minimal indulgence in non-essential categories."
607,0.0,26,Female,vocational certificate,single,Central,Corporate Employee,0.0,648.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2630.0,0.0,0.0,0.0,0.0,0.0,"This customer represents a 26-year-old single female corporate employee based in the Central region, holding a vocational certificate and currently without children. She appears to be an independent young professional, likely focused on building her career and personal aspirations. Her historical transactions indicate a sole focus on shopping, with expenditures totaling 2,630 baht, suggesting a preference for retail or personal purchases. Notably, she has not engaged in any financial services, home lifestyle, loans, utilities, health and care, transport travel, leisure, or public services transactions, which may imply a streamlined lifestyle with minimal financial complexity or external commitments. This profile suggests a customer who prioritizes personal consumption and convenience, potentially valuing modern, urban-centric retail experiences."
608,0.0,31,Female,bachelor's degree,single,Eastern,Corporate Employee,2235.0,3164.47,13681.06,13681.06,0.0,0.0,0.0,0.0,0.0,0.0,1755.18,0.0,0.0,345.0,1755.18,1600.7199999999998,0.0,0.0,0.0,0.0,"This customer represents a 31-year-old single female corporate employee based in the Eastern region, holding a bachelor's degree and currently without children. She appears to be financially independent and focused on managing her personal expenses, as reflected in her historical transactions. Her spending is concentrated in categories such as Finance (1755.18 baht), Shopping (1755.18 baht), and Utility (1600.72 baht), indicating a practical and self-sufficient lifestyle with a focus on essential needs and occasional discretionary purchases. Minimal or no spending in areas like Health and Care, Transport Travel, and Leisure suggests a preference for a stable, home-oriented routine. This customer likely values efficiency and practicality, making her a prime candidate for tailored financial and utility management services."
610,0.0,25,Female,high school,single,Central,Corporate Employee,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3550.0,10000.0,0.0,2500.0,2050.0,50.0,0.0,159.0,0.0,0.0,"This customer represents a young, 25-year-old single female corporate employee based in the Central region, with a high school education and no children. She appears to be financially independent and focused on managing her personal finances, as reflected in her significant spending in Financial Services (10,000 baht), Finance (3,550 baht), and Loans (2,500 baht). Her shopping habits (2,050 baht) suggest a moderate interest in consumer goods, while minimal spending on Transport Travel (159 baht) and Utilities (50 baht) indicates a practical and cost-conscious lifestyle. With no transactions in Home Lifestyle, Health and Care, or Leisure, she may prioritize financial planning over discretionary spending. This customer is likely a pragmatic and career-oriented individual with a focus on financial stability."
612,0.0,47,Female,vocational certificate,single,Central,Entrepreneur,0.0,2274.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2395.0,0.0,746.86,0.0,0.0,0.0,0.0,"This customer represents a 47-year-old single female entrepreneur based in the Central region, holding a vocational certificate and living independently without children. Her transactional history suggests a pragmatic and financially cautious individual, with notable activity in the ""Loan"" category (2,395 baht) and moderate spending on ""Utility"" services (746.86 baht), while showing no recorded transactions in areas such as ""Shopping,"" ""Health and Care,"" or ""Leisure."" This profile reflects a focused and resourceful individual likely prioritizing business or financial obligations over personal indulgences or lifestyle expenditures. She may value efficiency and practicality, making her a potential match for financial products or services tailored to entrepreneurial needs and budget-conscious living."
613,0.0,39,Male,high school,single,Northeastern,Corporate Employee,1081.0,20035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67660.0,0.0,0.0,0.0,0.0,"This customer represents a 39-year-old single male corporate employee based in the Northeastern region with a high school education and no children. His transactional history is highly focused on Utility expenses, totaling 67,660 baht, while showing no activity in categories like Finance, Financial Services, Home Lifestyle, Loan, Shopping, Health and Care, Transport Travel, Leisure, or Public Services. This profile suggests a practical and self-reliant individual who prioritizes essential living costs over discretionary spending, possibly reflecting a minimalist lifestyle or a focus on financial stability. Likely detail-oriented and disciplined, this customer may value efficiency and reliability in services, making him an ideal match for utility-based offerings or essential service providers."
615,0.0,56,Female,vocational certificate,divorce,Southern,Homemaker,6400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,0.0,0.0,0.0,604.0,0.0,0.0,0.0,248.0,0.0,"This customer represents a 56-year-old divorced female homemaker residing in the Southern region, with a vocational certificate as her highest level of education and no children. Her transactional history suggests a focus on practical and personal needs, with spending concentrated in the categories of Finance (604.0 baht), Shopping (604.0 baht), and Leisure (248.0 baht). This indicates a preference for managing financial matters, occasional shopping, and engaging in leisure activities, likely for personal enjoyment or relaxation. As a homemaker, she may prioritize maintaining financial stability while balancing moments of self-care and recreation. This profile reflects a pragmatic and independent individual who values both financial responsibility and occasional indulgence in leisure pursuits."
616,0.0,49,Female,master's degree,divorce,Central,Professional,600.0,0.0,5324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9500.0,0.0,7000.0,0.0,0.0,0.0,430.0,0.0,"This customer represents a 49-year-old divorced female professional based in the Central region, holding a master’s degree and living independently without children. She appears to prioritize her personal space and lifestyle, as evidenced by significant spending in the ""Home Lifestyle"" category (9,500 baht), complemented by moderate expenditures on ""Shopping"" (7,000 baht), suggesting a focus on maintaining a comfortable and well-equipped living environment. Her minimal spending on ""Leisure"" (430 baht) and absence of transactions in categories like ""Finance,"" ""Health and Care,"" and ""Transport Travel"" indicate a reserved lifestyle with limited external engagements. This customer likely values stability, self-sufficiency, and quality in her personal surroundings, making her a potential match for others with similar independent and home-focused profiles."
625,0.0,57,Female,high school,single,Central,Unemployed,0.0,33019.9,1000.0,0.0,0.0,0.0,4110.0,0.0,0.0,5525.0,0.0,0.0,19237.6,39256.3,0.0,8635.029999999999,0.0,0.0,480.0,0.0,"This customer represents a 57-year-old single female residing in the Central region, with a high school education and currently unemployed. She has no children and demonstrates a lifestyle focused on maintaining her home and managing essential expenses. Her historical transactions reveal significant spending in the ""Home Lifestyle"" category, suggesting a priority on home-related needs or improvements, alongside notable activity in ""Loan"" payments, indicating financial obligations or debt management. Moderate spending in ""Utility"" reflects attention to basic living necessities, while minimal expenditure in ""Leisure"" suggests limited discretionary spending. This profile portrays a pragmatic individual likely focused on maintaining stability and meeting essential needs, making her relatable to others in similar life stages or financial situations."
630,0.0,50,Male,master's degree,married,Central,Professional,62356.23,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26722.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"This customer represents a 50-year-old married male professional based in the Central region, holding a master’s degree and living without children. His transactional history reveals a strong focus on the ""Home Lifestyle"" category, with significant spending of 26,722.8 baht, while showing no activity in other categories such as Finance, Financial Services, Shopping, Utility, Health and Care, Transport Travel, Leisure, Loan, or Public Services. This profile suggests a customer who prioritizes home-related investments, possibly reflecting a stable and comfortable lifestyle with a focus on personal or household upgrades. His lack of transactions in other areas indicates a selective spending pattern, likely emphasizing quality over quantity in specific areas of interest."
631,0.0,32,Female,bachelor's degree,single,Southern,Corporate Employee,0.0,0.0,1309.5,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,1333.65,0.0,1149.19,0.0,0.0,"This customer represents a 32-year-old single female corporate employee based in the Southern region, holding a bachelor's degree and living independently without children. Her transactional history indicates a practical and necessity-driven lifestyle, with spending focused on essential categories such as Loan payments (1400.0 baht), Utility bills (1333.65 baht), and Transport Travel (1149.19 baht). She does not currently allocate funds toward discretionary categories like Shopping, Leisure, or Health and Care, suggesting a financially disciplined and goal-oriented individual who prioritizes managing obligations and maintaining day-to-day functionality. This profile reflects a young professional navigating early career responsibilities while maintaining a focus on financial stability and essential living expenses."
635,0.0,43,Female,bachelor's degree,married,Central,Corporate Employee,6667.97,2784.14,227.0,0.0,7840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,0.0,2140.0,0.0,0.0,0.0,0.0,"This customer represents a 43-year-old married female corporate employee based in the Central region, holding a bachelor's degree and living without children. She appears to be a pragmatic and financially focused individual, as her historical transactions highlight spending primarily on essential categories such as loans (2400 baht) and utilities (2140 baht), while showing no activity in discretionary areas like shopping, leisure, or travel. Her profile suggests a responsible and structured lifestyle, likely prioritizing financial obligations and household necessities over indulgent or non-essential expenditures. This customer may resonate with others who share a similar professional background, practical spending habits, and a focus on maintaining financial stability."
636,0.0,48,Female,bachelor's degree,married,Central,Professional,13500.0,571.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,910.58,0.0,0.0,0.0,0.0,"This customer represents a 48-year-old married female professional based in the Central region, holding a bachelor's degree and living without children. Her transactional history suggests a practical and focused lifestyle, with expenditures primarily directed toward loans (6,000 baht) and utilities (910.58 baht), while other categories such as shopping, health and care, transport travel, and leisure remain untouched. This indicates a financially cautious individual who prioritizes essential obligations over discretionary spending. Likely career-driven and structured, she may value stability and efficiency in her financial decisions. Her profile reflects someone who is methodical and goal-oriented, potentially seeking opportunities to optimize her financial commitments while maintaining a streamlined lifestyle."
639,0.0,39,Male,high school,single,Central,Corporate Employee,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,"This customer represents a 39-year-old single male corporate employee based in the Central region, with a high school education and no children. His transactional history indicates a focus on shopping, with 1,500 baht spent in this category, while no spending is recorded in finance, financial services, home lifestyle, loans, utilities, health and care, transport travel, leisure, or public services. This suggests he is a practical and independent individual, likely prioritizing personal purchases or essentials over other categories. His profile reflects someone who may have a stable income but maintains a straightforward lifestyle, with limited engagement in broader financial or recreational activities."
640,0.0,42,Female,high school,married,Central,Unemployed,0.0,519.07,3324.82,0.0,0.0,0.0,0.0,1174.07,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,"This customer represents a 42-year-old married female residing in the Central region, who has completed high school education and is currently unemployed with no children. Her transactional history indicates a singular focus on the ""Shopping"" category, with a total expenditure of 1,700 baht, while no activity is recorded in other categories such as Finance, Financial Services, Home Lifestyle, Utility, Health and Care, Transport Travel, Leisure, or Public Services. This profile suggests a pragmatic individual who may prioritize essential or personal purchases over discretionary spending, potentially reflecting a modest lifestyle. Her shopping habits could indicate a preference for affordability and practicality, making her a likely match for customers with similar spending patterns and life circumstances."
652,0.0,30,Female,less than high school,single,Central,Professional,5945.83,4437.86,3710.15,3510.15,0.0,0.0,0.0,0.0,0.0,0.0,3038.28,0.0,0.0,8900.0,2356.28,2836.42,1390.0,0.0,1863.26,0.0,"This customer represents a 30-year-old single female professional based in the Central region with an education level of less than high school and no children. She appears to be financially independent and focused on managing her personal needs and lifestyle. Her historical transactions reveal a strong emphasis on loans (8900.0 baht), suggesting a significant financial commitment, alongside notable spending in finance (3038.28 baht), utilities (2836.42 baht), and shopping (2356.28 baht), indicating a balanced approach to managing essential expenses and personal indulgences. Moderate expenditures in health and care (1390.0 baht) and leisure (1863.26 baht) reflect a priority on well-being and recreation. This profile suggests a pragmatic and self-reliant individual who values both stability and occasional enjoyment."
659,0.0,36,Male,bachelor's degree,single,Central,Professional,0.0,0.0,223.0,223.0,0.0,155.0,79.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2420.0,0.0,0.0,0.0,0.0,"This customer represents a 36-year-old single male professional based in the Central region, holding a bachelor’s degree and living without children. He appears to lead a focused and streamlined lifestyle, with minimal engagement in discretionary spending categories such as shopping, leisure, or travel. His primary transactional activity is concentrated in the ""Utility"" category, suggesting a practical and responsibility-driven approach to managing essential living expenses. The absence of transactions in areas like health, financial services, or home lifestyle indicates a potentially independent individual with a stable and self-sufficient routine. This profile reflects a pragmatic and career-oriented individual, likely prioritizing professional growth and maintaining a straightforward, no-frills lifestyle."
661,1.0,60,Female,bachelor's degree,single,Central,Corporate Employee,12710.0,378.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6369.0,0.0,0.0,0.0,0.0,0.0,0.0,"This customer represents a 60-year-old single female corporate employee based in the Central region, holding a bachelor's degree and raising one child. She appears to be financially cautious, with her historical transactions solely focused on loans, amounting to 6,369 baht, while showing no spending in categories such as finance, shopping, utilities, health and care, or leisure. This suggests a pragmatic individual who prioritizes financial obligations over discretionary spending. Her profile reflects a disciplined and focused approach to managing her resources, likely driven by her responsibilities as a single parent. She may value stability and practicality, making her a potential match for products or services that support financial planning or debt management."
662,1.0,50,Male,doctorate's degree,married,Central,Corporate Employee,100640.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64268.350000000006,26827.1,30000.0,0.0,0.0,0.0,0.0,0.0,"This customer represents a 50-year-old married male with a doctorate's degree, working as a corporate employee and residing in the Central region. As a father of one, he likely balances professional responsibilities with family life. His transactional history suggests a focus on practical and lifestyle-oriented spending, with significant expenditures in Home Lifestyle (64,268.35 baht), Shopping (30,000 baht), and Loan repayments (26,827.1 baht), indicating a preference for maintaining a comfortable living environment and managing financial obligations. Notably, there is no recorded spending in categories like Finance, Health and Care, Transport Travel, or Leisure, suggesting a pragmatic approach to expenses with limited indulgence in discretionary or recreational activities. This profile reflects a financially stable, family-oriented individual prioritizing home and essential needs."
664,0.0,51,Male,bachelor's degree,married,Central,Entrepreneur,0.0,885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.0,0.0,0.0,0.0,0.0,"This customer represents a middle-aged (51-year-old) male entrepreneur based in the Central region, holding a bachelor's degree and living a married life without children. His transactional history suggests a minimal engagement across most categories, with the exception of utility payments, totaling 835 baht, indicating a focus on essential living expenses rather than discretionary spending. As an entrepreneur, he likely values efficiency and practicality in his financial habits, prioritizing necessities over indulgences. His lack of transactions in areas such as shopping, health and care, or leisure may suggest a frugal lifestyle or a preference for non-material pursuits. This profile reflects someone who is disciplined, pragmatic, and possibly focused on business or professional goals over personal consumption."
679,0.0,36,Female,high school,married,Eastern,Corporate Employee,0.0,757.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8308.2,0.0,2500.0,0.0,5900.0,0.0,0.0,120.0,0.0,0.0,"This customer represents a 36-year-old married female corporate employee based in the Eastern region, with a high school education and no children. She appears to be a financially conscious individual who prioritizes managing her finances, as reflected in her significant spending in the ""Finance"" category (8308.2 baht). Her lifestyle choices suggest a focus on personal comfort and convenience, with notable expenditures in ""Home Lifestyle"" (2500.0 baht) and ""Shopping"" (5900.0 baht). Minimal spending in ""Transport Travel"" (120.0 baht) and no recorded transactions in categories like ""Health and Care,"" ""Leisure,"" or ""Public Services"" indicate a relatively home-centered lifestyle. This profile suggests a practical and stability-oriented individual who values financial management and home-related investments over discretionary or leisure spending."
680,0.0,38,Male,bachelor's degree,single,Eastern,Corporate Employee,0.0,561.11,14610.0,9610.0,275600.0,0.0,22290.0,0.0,0.0,0.0,2600.0,800.0,0.0,20000.0,1797.0,0.0,0.0,300.0,1765.0,0.0,"This customer represents a 38-year-old single male working as a corporate employee in the Eastern region, holding a bachelor's degree and currently without children. He appears to be financially focused, with significant transactions in loans (20,000 baht) and finance (2,600 baht), suggesting a priority on managing financial obligations or investments. His spending on financial services (800 baht) further supports this. He also allocates a notable portion of his budget to shopping (1,797 baht) and leisure activities (1,765 baht), indicating a balanced lifestyle that combines practicality with personal enjoyment. Minimal or no spending in categories like home lifestyle, health and care, and utilities suggests a streamlined, possibly independent living arrangement. This profile reflects a financially conscious, career-driven individual who values both responsibility and recreation."
686,0.0,28,Female,high school,single,Central,Student,14803.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,0.0,0.0,0.0,0.0,0.0,"This customer represents a 28-year-old single female student based in the Central region, with a high school education and no children. Her transactional history indicates a focused spending pattern, with all recorded expenditures directed toward the ""Shopping"" category, totaling 515 baht, while no activity is observed in other categories such as Finance, Financial Services, Home Lifestyle, or Transport Travel. As a young, single student, she likely prioritizes discretionary purchases over essential or long-term financial commitments, suggesting a lifestyle centered on personal needs or occasional indulgences rather than household or family-oriented expenses. This profile reflects a budget-conscious individual with a straightforward financial footprint and a focus on immediate, tangible goods."
695,0.0,35,Male,high school,single,Central,Corporate Employee,0.0,160.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,4019.0,1000.0,1282.93,0.0,0.0,0.0,0.0,"This customer represents a 35-year-old single male corporate employee based in the Central region, with a high school education and no children. His transactional history indicates a practical and financially focused lifestyle, with significant spending in Financial Services (1,400 baht) and Loan repayments (4,019 baht), suggesting a priority on managing financial obligations. He also allocates a moderate amount to Shopping (1,000 baht) and Utilities (1,282.93 baht), reflecting essential living expenses and occasional discretionary purchases. With no recorded spending in categories like Health and Care, Transport Travel, or Leisure, this customer appears to lead a straightforward, work-oriented lifestyle with limited engagement in recreational or luxury activities. He is likely pragmatic and focused on maintaining financial stability."
696,0.0,30,Male,bachelor's degree,single,Central,Student,8319.5,535.0,17470.0,17470.0,0.0,1270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919.56,0.0,0.0,0.0,0.0,"This customer represents a 30-year-old single male residing in the Central region, currently pursuing higher education as a student with a bachelor's degree. With no children and a focus on academic endeavors, his lifestyle appears minimalistic, as reflected in his transactional history. His spending is exclusively concentrated on Utility payments, totaling 919.56 baht, while other categories such as Finance, Shopping, Health and Care, and Leisure show no activity. This suggests a pragmatic individual who prioritizes essential expenses over discretionary spending, likely due to his student status and single lifestyle. He is likely to value efficiency and practicality in his daily life, making him an archetype of a budget-conscious, academically focused young adult."
697,0.0,52,Female,bachelor's degree,single,Eastern,Corporate Employee,0.0,0.0,0.0,0.0,0.0,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2670.94,0.0,0.0,0.0,0.0,"This customer represents a 52-year-old single female corporate employee residing in the Eastern region, with a bachelor's degree and no children. As a professional likely focused on her career and personal independence, her transactional history is minimal across most categories, with the exception of consistent spending in the ""Utility"" category (2,670.94 baht), suggesting a pragmatic and self-sufficient lifestyle. Her lack of transactions in areas such as ""Shopping,"" ""Health and Care,"" ""Leisure,"" or ""Transport Travel"" implies a reserved or highly focused financial approach, potentially prioritizing essential living expenses over discretionary spending. This profile reflects a practical and career-oriented individual who values stability and efficiency in managing her daily life."
698,0.0,42,Female,vocational certificate,divorce,Eastern,Corporate Employee,0.0,0.0,3100.0,0.0,0.0,818.0,0.0,0.0,0.0,0.0,3140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"This customer represents a 42-year-old divorced female corporate employee based in the Eastern region, holding a vocational certificate and currently without children. Her transactional history indicates a focused engagement in the ""Finance"" category, with a total expenditure of 3,140 baht, while showing no activity across other categories such as Financial Services, Home Lifestyle, Shopping, Utilities, Health and Care, Transport Travel, Leisure, or Public Services. This profile suggests a financially independent individual who prioritizes managing her financial resources, potentially reflecting a pragmatic and self-reliant lifestyle. Her lack of spending in lifestyle or leisure categories may indicate a reserved approach to discretionary spending or a focus on financial planning over consumption."
