Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,CUST_ID
0.0,0.0,Female,less than high school,married,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,Central,Corporate Employee,1344
0.0,1.0,Female,master's degree,single,8.0,6.0,14.0,2.0,1.0,1.0,0.0,3.0,247938.89,45.0,2.25,1.0,6.0,17.0,1.0,3.0,28.0,1.0,4.0,249473.81,284257.58,59,Central,Corporate Employee,1345
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,2.0,1.0,3.0,1.0,0.0,1.0,6043.67,27.0,2.25,1.0,4.0,17.0,1.0,3.0,10.0,1.0,2.0,10648.0,4609.0,24,Southern,Corporate Employee,1347
0.0,0.0,Male,high school,single,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3000.0,4.0,1.33,1.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,3000.0,0.0,23,Southern,Freelancer,1348
0.0,0.0,Female,bachelor's degree,married,6.0,5.0,3.0,2.0,1.0,1.0,0.0,1.0,48299.0,75.0,2.78,1.0,11.0,10.0,1.0,3.0,65.0,1.0,10.0,77148.0,69085.17,48,Central,Corporate Employee,1349
0.0,0.0,Female,others,married,3.0,3.0,4.0,0.0,1.0,1.0,0.0,1.0,120.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,Central,Entrepreneur,1350
0.0,0.0,Male,others,single,5.0,5.0,2.0,1.0,2.0,0.0,0.0,1.0,6.12,21.0,2.33,1.0,5.0,6.0,1.0,2.0,15.0,1.0,4.0,20282.12,20276.0,39,Eastern,Corporate Employee,1353
0.0,0.0,Male,less than high school,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,918.95,19.0,1.9,1.0,4.0,11.0,1.0,2.0,8.0,1.0,2.0,9275.0,8687.0,44,Southern,Corporate Employee,1354
0.0,0.0,Male,bachelor's degree,married,4.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,650.24,179.0,6.63,1.0,15.0,70.0,1.0,9.0,109.0,1.0,11.0,36792.0,60342.5,27,Eastern,Corporate Employee,1355
0.0,0.0,Female,bachelor's degree,married,4.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,7090.55,23.0,1.53,1.0,3.0,4.0,1.0,1.0,19.0,1.0,3.0,47000.0,61404.87,26,Southern,Corporate Employee,1356
0.0,0.0,Female,master's degree,married,6.0,6.0,3.0,2.0,4.0,1.0,0.0,2.0,92791.38,47.0,2.14,1.0,7.0,8.0,1.0,2.0,39.0,1.0,5.0,154586.43,151541.72,57,Central,Corporate Employee,1357
0.0,0.0,Female,bachelor's degree,married,5.0,5.0,2.0,1.0,2.0,1.0,0.0,1.0,0.56,6.0,1.5,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,20000.0,20459.0,39,Northeastern,Entrepreneur,1358
0.0,0.0,Male,high school,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,464999.62,25.0,1.92,1.0,6.0,6.0,1.0,3.0,19.0,1.0,4.0,443116.6,157299.2,29,Northeastern,Corporate Employee,1359
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,2.0,3.0,2.0,0.0,0.0,1.0,9.5,172.0,5.73,2.0,15.0,49.0,1.0,5.0,123.0,1.0,10.0,84066.0,89192.43,30,Northeastern,Professional,1360
0.0,0.0,Male,,single,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,201.95,39.0,2.29,1.0,7.0,10.0,1.0,1.0,29.0,1.0,6.0,1533.0,1645.0,24,Northeastern,Corporate Employee,1361
0.0,0.0,Male,others,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,Central,Corporate Employee,1362
0.0,0.0,Female,others,single,3.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,10189.31,118.0,4.37,1.0,10.0,8.0,1.0,1.0,110.0,1.0,10.0,39615.55,36878.5,21,Eastern,Corporate Employee,1364
0.0,0.0,Female,high school,single,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,11723.0,9.0,1.29,1.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,20038.0,9952.92,27,Northern,Corporate Employee,1365
0.0,0.0,Female,others,single,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,69374.7,30.0,1.76,1.0,5.0,9.0,1.0,3.0,21.0,1.0,2.0,76957.0,47658.7,41,Central,Professional,1366
0.0,0.0,Female,high school,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,32002.17,10.0,1.25,1.0,2.0,2.0,1.0,1.0,8.0,1.0,2.0,40400.0,8583.0,27,Southern,Freelancer,1367
0.0,0.0,Female,less than high school,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,125404.02,206.0,6.87,2.0,14.0,100.0,1.0,10.0,106.0,1.0,9.0,248518.0,250919.66,65,Central,Homemaker,1368
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,Central,Corporate Employee,1369
0.0,0.0,Male,high school,married,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,548.81,502.0,17.31,1.0,31.0,243.0,1.0,14.0,259.0,1.0,21.0,300047.0,299999.07,29,Central,Corporate Employee,1370
0.0,0.0,Female,others,single,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,56.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,Western,Freelancer,1371
0.0,0.0,Female,less than high school,married,4.0,4.0,3.0,0.0,4.0,1.0,0.0,2.0,684.21,21.0,1.4,1.0,2.0,5.0,1.0,1.0,16.0,1.0,2.0,16980.0,20330.0,52,Western,Homemaker,1372
0.0,0.0,Female,,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,113.56,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,20.0,22,Northern,Corporate Employee,1373
0.0,0.0,Female,high school,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.69,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,200.0,200.0,40,Central,Corporate Employee,1374
0.0,0.0,Female,,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,20.0,90.0,4.09,1.0,11.0,32.0,1.0,6.0,58.0,1.0,10.0,20371.42,20902.19,22,Southern,Corporate Employee,1376
0.0,0.0,Female,others,married,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,133.76,7.0,1.75,1.0,3.0,2.0,1.0,1.0,5.0,1.0,2.0,11086.85,11500.0,40,Northeastern,Corporate Employee,1377
0.0,0.0,Male,vocational certificate,married,5.0,5.0,4.0,0.0,3.0,1.0,0.0,2.0,28111.21,11.0,1.38,1.0,3.0,2.0,1.0,1.0,9.0,1.0,2.0,30289.42,29726.0,48,Northeastern,Corporate Employee,1378
0.0,0.0,Female,,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,1648.0,366.0,40.67,1.0,102.0,8.0,1.0,2.0,358.0,1.0,101.0,490728.0,489157.0,26,Central,Entrepreneur,1380
0.0,0.0,Female,less than high school,married,4.0,4.0,2.0,0.0,4.0,0.0,0.0,2.0,38418.09,49.0,2.45,1.0,6.0,10.0,1.0,2.0,39.0,1.0,5.0,57700.0,73489.82,52,Central,Homemaker,1381
0.0,0.0,Female,,married,5.0,5.0,1.0,0.0,4.0,1.0,0.0,1.0,880.07,35.0,1.75,1.0,4.0,11.0,1.0,2.0,24.0,1.0,3.0,6740.0,8983.0,48,Northeastern,Corporate Employee,1382
0.0,1.0,Male,bachelor's degree,married,7.0,5.0,10.0,0.0,3.0,1.0,0.0,5.0,641377.92,35.0,2.19,1.0,8.0,10.0,1.0,3.0,25.0,1.0,5.0,113330.0,122255.43,36,Central,Professional,1383
0.0,0.0,Male,high school,single,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,Southern,Freelancer,1384
0.0,0.0,Male,high school,married,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,Eastern,Freelancer,1385
0.0,0.0,Male,high school,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,Eastern,Corporate Employee,1386
0.0,0.0,Male,others,married,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,Central,Corporate Employee,1387
0.0,0.0,Male,vocational certificate,single,3.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,1931.34,18.0,1.8,1.0,3.0,4.0,1.0,2.0,14.0,1.0,3.0,6820.55,13390.78,25,Northeastern,Corporate Employee,1388
0.0,0.0,Female,high school,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,77.77,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1700.0,69,Central,Unemployed,1389
0.0,0.0,Male,less than high school,married,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,Southern,Corporate Employee,1390
0.0,0.0,Male,high school,married,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,8235.05,37.0,3.36,1.0,7.0,8.0,1.0,2.0,29.0,1.0,6.0,18830.0,11195.0,49,Central,Corporate Employee,1391
2.0,0.0,Male,high school,married,3.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,2075418.04,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2500.0,432.0,59,Central,Entrepreneur,1395
0.0,0.0,Female,bachelor's degree,married,5.0,5.0,1.0,1.0,3.0,1.0,0.0,1.0,703.84,142.0,5.07,1.0,9.0,42.0,1.0,4.0,100.0,1.0,8.0,92407.97,97051.15,51,Central,Other,1397
0.0,0.0,Female,high school,married,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,38.98,22.0,2.0,1.0,3.0,9.0,1.0,1.0,13.0,1.0,2.0,27988.0,27980.0,35,Northeastern,Entrepreneur,1400
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,2.0,2.0,3.0,1.0,0.0,2.0,4961.84,127.0,4.38,1.0,12.0,19.0,1.0,3.0,108.0,1.0,11.0,57427.3,54381.21,32,Central,Corporate Employee,1401
0.0,0.0,Male,bachelor's degree,married,15.0,11.0,36.0,6.0,9.0,2.0,0.0,20.0,231960.13,94.0,4.27,1.0,13.0,26.0,1.0,4.0,68.0,1.0,9.0,234392.33,310520.1,52,Central,Corporate Employee,1402
0.0,0.0,Male,less than high school,married,5.0,5.0,1.0,0.0,5.0,1.0,0.0,1.0,18133.71,59.0,3.28,1.0,10.0,9.0,1.0,2.0,50.0,1.0,10.0,135700.0,117648.5,42,Northeastern,Corporate Employee,1403
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,2.0,0.0,3.0,0.0,0.0,2.0,0.53,10.0,1.67,1.0,4.0,1.0,1.0,1.0,9.0,1.0,3.0,1500.0,1513.0,30,Central,Entrepreneur,1404
0.0,0.0,Female,high school,single,3.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,12.38,99.0,5.82,2.0,13.0,13.0,1.0,3.0,86.0,1.0,13.0,20450.0,20896.03,29,Central,Entrepreneur,1405
1.0,0.0,Female,high school,married,3.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,626.59,20.0,1.67,1.0,6.0,4.0,1.0,3.0,16.0,1.0,3.0,8200.0,7923.17,41,Eastern,Corporate Employee,1406
0.0,0.0,Male,vocational certificate,single,6.0,6.0,3.0,0.0,4.0,1.0,0.0,1.0,192047.17,18.0,1.29,1.0,2.0,17.0,1.0,2.0,1.0,1.0,1.0,77269.8,20.0,66,Central,Entrepreneur,1409
0.0,0.0,Male,bachelor's degree,single,5.0,5.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,18000.0,18000.0,33,Central,Freelancer,1410
0.0,0.0,Female,,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3000.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2690.0,0.0,26,Central,Corporate Employee,1411
0.0,0.0,Female,others,married,4.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Northeastern,Entrepreneur,1415
0.0,0.0,Female,less than high school,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,1038.39,4.0,1.33,1.0,2.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,4562.11,36,Central,Entrepreneur,1416
0.0,0.0,Male,less than high school,single,4.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,82.0,3.42,1.0,15.0,16.0,1.0,4.0,66.0,1.0,11.0,56388.25,59115.74,25,Central,Corporate Employee,1417
1.0,1.0,Male,others,married,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2615.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,Central,Unemployed,1419
0.0,1.0,Male,bachelor's degree,married,4.0,4.0,6.0,1.0,1.0,1.0,0.0,2.0,255.56,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,231803.84,231803.84,42,Southern,Corporate Employee,1421
0.0,1.0,Male,less than high school,married,5.0,5.0,2.0,0.0,3.0,0.0,0.0,1.0,312.41,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,17800.0,17500.0,53,Central,Entrepreneur,1422
0.0,1.0,Female,vocational certificate,single,3.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,18276.58,44.0,2.2,1.0,5.0,10.0,1.0,3.0,34.0,1.0,5.0,57395.0,76258.73,45,Central,Unemployed,1423
0.0,0.0,Female,high school,single,4.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,1214374.2,57.0,2.48,1.0,8.0,12.0,1.0,2.0,45.0,1.0,6.0,16670.32,17182.6,23,Central,Corporate Employee,1424
0.0,1.0,Male,bachelor's degree,single,4.0,4.0,4.0,0.0,4.0,1.0,0.0,2.0,0.03,17.0,2.13,1.0,5.0,7.0,1.0,3.0,10.0,1.0,2.0,73344.43,74245.02,38,Central,Corporate Employee,1426
0.0,1.0,Male,high school,married,5.0,5.0,1.0,0.0,4.0,1.0,0.0,1.0,431.48,9.0,1.5,1.0,4.0,1.0,1.0,1.0,8.0,1.0,4.0,2000.0,17851.0,60,Central,Professional,1429
0.0,0.0,Female,less than high school,married,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,43.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,Central,Corporate Employee,1430
0.0,0.0,Male,,others,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,3920.0,3920.0,25,Northeastern,Corporate Employee,1431
0.0,1.0,Male,master's degree,single,8.0,6.0,8.0,1.0,3.0,2.0,0.0,3.0,0.08,4.0,1.33,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,77.62,80.02,45,Central,Corporate Employee,1432
0.0,0.0,Female,bachelor's degree,married,4.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1933.0,1933.0,34,Central,Entrepreneur,1434
0.0,0.0,Male,high school,single,4.0,4.0,1.0,0.0,3.0,2.0,0.0,1.0,46493.07,14807.0,493.57,9.0,732.0,14018.0,7.0,704.0,789.0,2.0,89.0,3334926.21,3305173.59,28,Northeastern,Entrepreneur,1435
0.0,0.0,Female,less than high school,married,4.0,4.0,2.0,0.0,4.0,0.0,0.0,2.0,3.7,164.0,5.86,2.0,15.0,56.0,1.0,5.0,108.0,1.0,12.0,30644.0,30648.18,58,Central,Corporate Employee,1436
1.0,0.0,Female,less than high school,married,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,519.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,81219.0,80700.0,75,Northeastern,Homemaker,1440
0.0,0.0,Male,less than high school,married,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,Central,Corporate Employee,1441
0.0,1.0,Male,bachelor's degree,married,5.0,5.0,1.0,2.0,4.0,0.0,0.0,1.0,1000.01,28.0,1.75,1.0,7.0,8.0,1.0,2.0,20.0,1.0,7.0,47059.24,46062.0,49,Central,Entrepreneur,1442
0.0,1.0,Female,bachelor's degree,single,4.0,4.0,2.0,0.0,3.0,0.0,0.0,2.0,2188197.68,43.0,1.95,1.0,4.0,13.0,1.0,3.0,30.0,1.0,4.0,21490.6,166927.66,31,Central,Entrepreneur,1443
0.0,0.0,Female,less than high school,single,3.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,11642.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,Central,Unemployed,1444
0.0,0.0,Male,bachelor's degree,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,794.72,17.0,2.13,1.0,3.0,5.0,1.0,1.0,12.0,1.0,2.0,17275.0,16515.4,34,Central,Freelancer,1445
0.0,0.0,Female,bachelor's degree,single,5.0,5.0,2.0,1.0,4.0,1.0,0.0,2.0,6284.65,110.0,4.58,1.0,17.0,26.0,1.0,4.0,84.0,1.0,13.0,82727.5,103499.01,43,Central,Corporate Employee,1446
0.0,1.0,Female,bachelor's degree,married,11.0,7.0,19.0,2.0,2.0,1.0,0.0,7.0,183281.67,17.0,2.13,1.0,5.0,5.0,1.0,1.0,12.0,1.0,5.0,161085.89,148162.63,65,Central,Entrepreneur,1447
0.0,1.0,Male,vocational certificate,married,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,659364.83,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,33000.0,0.0,49,Central,Corporate Employee,1448
0.0,1.0,Male,vocational certificate,married,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,79952.14,55.0,1.96,1.0,6.0,6.0,1.0,3.0,49.0,1.0,3.0,11803.0,22404.35,76,Central,Unemployed,1450
0.0,0.0,Female,others,single,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,2759.83,16.0,1.33,1.0,3.0,4.0,1.0,1.0,12.0,1.0,3.0,9600.0,10654.0,63,Central,Entrepreneur,1451
0.0,0.0,Female,high school,married,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,48844.66,8.0,1.14,1.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,49999.0,2893.44,30,Northeastern,Entrepreneur,1452
0.0,0.0,Male,vocational certificate,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Northern,Corporate Employee,1453
0.0,1.0,Female,less than high school,married,6.0,6.0,2.0,0.0,4.0,0.0,0.0,1.0,72827.89,40.0,1.9,1.0,4.0,39.0,1.0,4.0,1.0,1.0,1.0,5982.0,20.0,63,Northeastern,Homemaker,1454
1.0,1.0,Female,vocational certificate,divorce,4.0,4.0,3.0,2.0,3.0,1.0,0.0,2.0,43727.16,143.0,4.93,1.0,15.0,33.0,1.0,6.0,110.0,1.0,15.0,54880.0,216853.71,47,Central,Entrepreneur,1455
0.0,0.0,Female,high school,married,3.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,82.85,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,10000.0,9950.0,47,Central,Entrepreneur,1457
1.0,0.0,Male,bachelor's degree,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,848249.29,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,17341.42,20000.0,70,Northeastern,Corporate Employee,1459
0.0,0.0,Female,bachelor's degree,married,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.41,3.0,1.5,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,8063.0,8065.0,30,Northern,Corporate Employee,1460
0.0,0.0,Female,high school,single,4.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,560.0,204.0,6.8,2.0,14.0,62.0,1.0,6.0,142.0,2.0,10.0,402470.0,412235.97,34,Eastern,Corporate Employee,1461
0.0,0.0,Female,high school,married,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,150.0,3.0,1.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,7843.0,7693.0,26,Eastern,Corporate Employee,1463
0.0,0.0,Female,others,married,4.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0,329.61,53.0,2.94,1.0,8.0,5.0,1.0,1.0,48.0,1.0,7.0,72146.65,73453.51,43,Northeastern,Entrepreneur,1464
0.0,0.0,Female,high school,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Central,Corporate Employee,1465
0.0,0.0,Male,high school,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,2906.07,7.0,1.17,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1900.0,4000.0,36,Northeastern,Entrepreneur,1466
0.0,1.0,Male,bachelor's degree,single,6.0,5.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,7.0,1.4,1.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,17700.0,17700.0,38,Central,Corporate Employee,1467
0.0,0.0,Male,others,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.91,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5237.0,5237.0,26,Central,Corporate Employee,1468
0.0,0.0,Female,others,married,4.0,4.0,2.0,1.0,2.0,1.0,0.0,2.0,1820.79,183.0,6.1,1.0,21.0,54.0,1.0,5.0,129.0,1.0,18.0,283840.78,292652.2,40,Central,Corporate Employee,1470
0.0,0.0,Female,high school,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1353.33,12.0,1.2,1.0,2.0,1.0,1.0,1.0,11.0,1.0,2.0,1000.0,1804.0,36,Central,Homemaker,1471
0.0,1.0,Female,vocational certificate,single,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1000.0,1000.0,32,Northeastern,Corporate Employee,1472
0.0,0.0,Female,high school,single,5.0,5.0,1.0,1.0,3.0,1.0,0.0,1.0,20173.83,231.0,7.97,1.0,18.0,63.0,1.0,6.0,168.0,1.0,12.0,93869.0,83598.45,25,Southern,Corporate Employee,1473
0.0,1.0,Female,high school,married,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,8376.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,Northeastern,Entrepreneur,1474
1.0,0.0,Female,high school,widow,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1795.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1000.0,0.0,76,Central,Entrepreneur,1475
0.0,0.0,Female,others,married,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,472.62,13.0,2.17,1.0,6.0,6.0,1.0,3.0,7.0,1.0,3.0,7900.0,9603.97,43,Northern,Entrepreneur,1476
0.0,0.0,Female,high school,married,5.0,5.0,1.0,0.0,4.0,1.0,0.0,1.0,3411.35,19.0,1.46,1.0,3.0,5.0,1.0,1.0,14.0,1.0,3.0,12600.0,14600.0,70,Northeastern,Unemployed,1477
0.0,0.0,Female,vocational certificate,single,4.0,4.0,5.0,0.0,1.0,1.0,1.0,2.0,5300.0,32.0,2.0,1.0,5.0,16.0,1.0,3.0,16.0,1.0,3.0,205622.72,201138.72,28,Western,Entrepreneur,1479
1.0,0.0,Male,high school,married,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Western,Entrepreneur,1480
0.0,0.0,Female,,divorce,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,1.05,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5000.0,5000.0,63,Central,Entrepreneur,1481
0.0,0.0,Male,bachelor's degree,single,5.0,5.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,Northern,Entrepreneur,1482
0.0,1.0,Male,high school,married,5.0,5.0,1.0,1.0,4.0,0.0,0.0,1.0,8939.27,124.0,4.43,1.0,15.0,39.0,1.0,6.0,85.0,1.0,14.0,161324.54,160862.26,62,Central,Corporate Employee,1484
0.0,0.0,Female,vocational certificate,married,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Eastern,Homemaker,1485
0.0,0.0,Male,bachelor's degree,single,7.0,7.0,7.0,1.0,3.0,1.0,0.0,3.0,152314.46,71.0,2.63,1.0,15.0,9.0,1.0,5.0,62.0,1.0,10.0,163901.68,189780.17,38,Central,Corporate Employee,1487
1.0,0.0,Female,high school,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,87.6,66.0,4.13,1.0,11.0,49.0,1.0,10.0,17.0,1.0,2.0,25523.0,25440.0,52,Central,Entrepreneur,1489
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,4.0,0.0,1.0,1.0,0.0,1.0,488.41,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,118.0,12.0,29,Eastern,Entrepreneur,1490
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,6.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,3800.0,3991.75,31,Northern,Corporate Employee,1491
0.0,0.0,Female,less than high school,married,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.27,32.0,2.67,1.0,10.0,5.0,1.0,2.0,27.0,1.0,9.0,8326.0,8365.0,29,Western,Corporate Employee,1493
