Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,cluster,merged_cluster
0.0,0.0,Male,vocational certificate/ diploma,single,3.0,3.0,1.0,0.0,4.0,0.0,0.0,1.0,14216.15,96.0,3.31,1.0,13.0,26.0,1.0,4.0,70.0,1.0,10.0,44733.88,44155.03,31.0,Central,Unemployed,0,0
0.0,0.0,Male,others,married - registered,6.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,61364.73,39.0,1.86,1.0,4.0,8.0,1.0,2.0,31.0,1.0,4.0,396980.0,336152.24,45.0,Central,Entrepreneur,4,4
0.0,,Female,,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,41.0,Eastern,Corporate Employee,0,0
0.0,0.0,Female,bachelor's degree,single,6.0,6.0,4.0,3.0,3.0,2.0,0.0,1.0,319.95,123.0,4.24,1.0,12.0,73.0,1.0,8.0,50.0,1.0,4.0,90100.0,91156.12,30.0,Central,Corporate Employee,0,0
0.0,,Male,bachelor's degree,single,4.0,4.0,4.0,1.0,1.0,1.0,0.0,2.0,672124.05,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,20762.46,75715.0,58.0,Central,Corporate Employee,5,5
0.0,0.0,Female,high school,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,0.45,55.0,3.06,2.0,7.0,29.0,1.0,4.0,26.0,1.0,3.0,19315.0,19315.0,31.0,Central,Corporate Employee,0,0
0.0,0.0,Male,vocational certificate,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,Central,Corporate Employee,0,0
0.0,,Female,others,others,4.0,4.0,2.0,0.0,4.0,0.0,0.0,2.0,99.59,59.0,2.68,1.0,6.0,33.0,1.0,4.0,26.0,1.0,3.0,5707.01,6423.86,25.0,Central,Student,0,0
0.0,1.0,Male,bachelor's degree,single,6.0,6.0,1.0,2.0,6.0,2.0,0.0,1.0,347334.79,57.0,3.17,1.0,8.0,0.0,0.0,0.0,57.0,1.0,8.0,0.0,129555.53,51.0,Central,Freelancer,0,0
2.0,0.0,Female,less than high school,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2704.35,19.0,1.73,1.0,3.0,7.0,1.0,1.0,12.0,1.0,3.0,4772.41,5305.0,59.0,Central,Corporate Employee,0,0
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,27.0,Central,Corporate Employee,0,0
0.0,0.0,Male,less than high school,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,179.38,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,39399.0,46.0,Northeastern,Entrepreneur,0,0
0.0,,Male,bachelor's degree,married - registered,4.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,765.43,36.0,4.0,1.0,12.0,16.0,1.0,5.0,20.0,1.0,7.0,13403.43,12642.31,46.0,Northeastern,Entrepreneur,0,0
0.0,1.0,Female,bachelor's degree,married - registered,5.0,5.0,1.0,0.0,4.0,0.0,1.0,1.0,0.66,54.0,3.0,1.0,14.0,16.0,1.0,3.0,38.0,1.0,12.0,183699.0,184730.79,32.0,Eastern,Corporate Employee,0,0
0.0,0.0,Female,less than high school,married,2.0,2.0,4.0,0.0,1.0,2.0,0.0,4.0,603601.47,9.0,1.29,1.0,2.0,4.0,1.0,1.0,5.0,1.0,1.0,524765.75,700000.0,51.0,Eastern,Entrepreneur,4,4
0.0,,Female,bachelor's degree,single,3.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,116736.27,11.0,1.22,1.0,3.0,5.0,1.0,2.0,6.0,1.0,1.0,7772.0,6472.0,28.0,Central,Corporate Employee,0,0
0.0,0.0,Male,bachelor's degree,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,43.0,Central,Entrepreneur,0,0
0.0,1.0,Male,bachelor's degree,married,7.0,7.0,2.0,3.0,2.0,1.0,0.0,1.0,0.94,10.0,2.0,1.0,4.0,4.0,1.0,2.0,6.0,1.0,2.0,69187.0,69186.9,52.0,Central,Entrepreneur,0,0
0.0,1.0,Female,bachelor's degree,single,5.0,5.0,1.0,3.0,3.0,1.0,0.0,1.0,37309.17,53.0,2.52,1.0,13.0,22.0,1.0,3.0,31.0,1.0,10.0,106275.0,121784.82,42.0,Central,Unemployed,0,0
0.0,,Male,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,30.0,Central,Corporate Employee,0,0
1.0,0.0,Male,less than high school,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,Central,Entrepreneur,0,0
0.0,1.0,Female,bachelor's degree,single,9.0,8.0,3.0,2.0,5.0,1.0,0.0,1.0,122801.71,81.0,3.24,1.0,16.0,27.0,1.0,8.0,54.0,1.0,8.0,169742.0,190352.48,49.0,Northern,Corporate Employee,0,0
0.0,0.0,Male,high school,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,92.66,81.0,3.0,1.0,7.0,27.0,1.0,3.0,54.0,1.0,6.0,27253.0,28915.0,26.0,Central,Student,0,0
0.0,,Female,bachelor's degree,married - registered,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,33.0,Central,Corporate Employee,0,0
0.0,,Female,others,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,691.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,600.0,0.0,61.0,Central,Entrepreneur,0,0
0.0,,Male,others,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,25.0,Northern,Corporate Employee,0,0
0.0,,Male,,single,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,43.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,Southern,Freelancer,0,0
0.0,,Male,,,4.0,4.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,Central,Freelancer,0,0
1.0,0.0,Male,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,40.0,Central,Corporate Employee,0,0
0.0,,Female,master's degree,married - registered,6.0,6.0,1.0,1.0,3.0,1.0,0.0,1.0,2751.86,7.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,2650.0,1673.0,45.0,Southern,Professional,0,0
0.0,,Male,,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,32.0,Central,Freelancer,0,0
0.0,,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,38.0,Central,Corporate Employee,0,0
0.0,,Female,others,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,32.0,Northeastern,Student,0,0
1.0,0.0,Male,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,46.0,Central,Freelancer,0,0
0.0,2.0,Female,others,married - registered,8.0,7.0,3.0,1.0,5.0,1.0,0.0,1.0,130085.4,122.0,4.07,1.0,12.0,16.0,1.0,3.0,106.0,1.0,12.0,165525.07,77829.8,50.0,Central,Corporate Employee,0,0
0.0,0.0,Male,less than high school,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,227.02,42.0,2.8,1.0,8.0,8.0,1.0,2.0,34.0,1.0,7.0,17380.0,17178.0,31.0,Central,Freelancer,0,0
0.0,0.0,Male,high school,single,5.0,5.0,3.0,0.0,4.0,1.0,0.0,3.0,26518.08,48.0,2.67,1.0,5.0,9.0,2.0,3.0,39.0,1.0,5.0,30937.27,15630.03,24.0,Southern,Corporate Employee,0,0
0.0,0.0,Male,vocational certificate/ diploma,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,15213.87,217.0,7.0,1.0,18.0,49.0,1.0,5.0,168.0,1.0,14.0,834465.18,831605.11,48.0,Northern,Corporate Employee,4,4
0.0,,Female,others,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,302.0,302.0,21.0,Southern,Student,0,0
0.0,1.0,Male,bachelor's degree,single,5.0,5.0,6.0,1.0,3.0,1.0,0.0,3.0,4104.54,113.0,3.77,1.0,12.0,14.0,1.0,2.0,99.0,1.0,11.0,96467.96,103620.54,34.0,Northeastern,Corporate Employee,0,0
0.0,0.0,Female,less than high school,married,5.0,5.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,10.0,2.0,2.0,2.0,5.0,1.0,1.0,5.0,1.0,1.0,8500.0,8500.0,46.0,Northeastern,Corporate Employee,0,0
0.0,,Male,,,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,Central,Corporate Employee,0,0
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,29.0,Southern,Student,0,0
0.0,0.0,Female,vocational certificate/ diploma,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,45.0,Central,Freelancer,0,0
0.0,,Male,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,51.0,Central,Corporate Employee,0,0
0.0,1.0,Female,master's degree,married - registered,5.0,5.0,1.0,0.0,3.0,1.0,0.0,1.0,16.57,111.0,3.96,1.0,10.0,19.0,1.0,2.0,92.0,1.0,9.0,149100.0,155256.2,54.0,Central,Professional,0,0
0.0,1.0,Male,bachelor's degree,married - registered,4.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,82.68,5.0,1.67,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,8400.0,28600.0,45.0,Central,Entrepreneur,0,0
0.0,,Female,others,married,4.0,4.0,1.0,2.0,1.0,2.0,0.0,1.0,111178.08,42.0,2.33,1.0,8.0,7.0,1.0,2.0,35.0,1.0,7.0,140283.6,82194.26,72.0,Central,Corporate Employee,0,0
0.0,1.0,Female,less than high school,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,Northeastern,Entrepreneur,0,0
0.0,,Female,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,44.0,Northern,Professional,0,0
0.0,,Male,,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,41.0,Western,Corporate Employee,0,0
0.0,,Male,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,26.0,Northeastern,Student,0,0
0.0,0.0,Male,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,36.0,Central,Freelancer,0,0
1.0,0.0,Female,vocational certificate/ diploma,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,39.0,Eastern,Corporate Employee,0,0
0.0,1.0,Female,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,76.0,Central,Homemaker,0,0
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,45.0,Eastern,Entrepreneur,0,0
1.0,0.0,Female,less than high school,married,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,1885.26,8.0,1.14,1.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,11200.0,19700.0,69.0,Central,Freelancer,0,0
0.0,0.0,Male,bachelor's degree,married - registered,5.0,5.0,1.0,0.0,6.0,1.0,0.0,1.0,15539.7,26.0,1.86,1.0,5.0,5.0,1.0,2.0,21.0,1.0,4.0,41584.51,41961.0,58.0,Central,Corporate Employee,0,0
1.0,1.0,Male,bachelor's degree,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,64.0,Central,Freelancer,0,0
0.0,0.0,Female,high school,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.68,319.0,10.29,2.0,26.0,185.0,1.0,19.0,134.0,1.0,11.0,115850.0,116943.0,27.0,Western,Corporate Employee,0,0
0.0,1.0,Male,high school,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,25.0,5.0,1.0,10.0,12.0,2.0,5.0,13.0,1.0,5.0,3286.94,3286.94,22.0,Northern,Student,0,0
0.0,0.0,Male,vocational certificate/ diploma,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,23451.83,21.0,1.31,1.0,3.0,1.0,1.0,1.0,20.0,1.0,3.0,21250.0,25903.0,35.0,Eastern,Corporate Employee,0,0
0.0,0.0,Male,high school,single,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,1313.26,192.0,6.19,2.0,12.0,35.0,1.0,6.0,157.0,2.0,8.0,27423.0,32199.13,25.0,Eastern,Student,0,0
0.0,,Male,,others,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,208.25,160.0,6.4,1.0,24.0,38.0,1.0,7.0,122.0,1.0,17.0,82670.0,84792.25,46.0,Central,Corporate Employee,0,0
0.0,,Male,,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,0.72,23.0,1.64,1.0,3.0,3.0,1.0,1.0,20.0,1.0,3.0,4420.0,4620.0,29.0,Northeastern,Corporate Employee,0,0
0.0,,Female,others,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,26.0,Central,Student,0,0
0.0,1.0,Female,bachelor's degree,married,6.0,6.0,3.0,0.0,5.0,1.0,0.0,1.0,8500.67,27.0,2.08,1.0,5.0,9.0,1.0,2.0,18.0,1.0,3.0,29330.0,21463.6,51.0,Northern,Entrepreneur,0,0
0.0,0.0,Female,less than high school,single,5.0,5.0,1.0,0.0,4.0,1.0,0.0,1.0,3160.41,248.0,8.55,1.0,17.0,179.0,1.0,15.0,69.0,1.0,8.0,35690.0,37531.37,51.0,Central,Freelancer,0,0
2.0,,Female,master's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,55.0,Central,Corporate Employee,0,0
0.0,0.0,Female,high school,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,41.08,27.0,2.7,1.0,3.0,9.0,1.0,1.0,18.0,2.0,2.0,5695.0,5735.0,51.0,Eastern,Corporate Employee,0,0
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,1237.42,21.0,1.5,1.0,5.0,6.0,1.0,2.0,15.0,1.0,3.0,10477.0,9287.0,37.0,Southern,Professional,0,0
1.0,0.0,Female,vocational certificate/ diploma,widow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,47.0,Central,Entrepreneur,0,0
0.0,,Female,,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,49.0,Central,Homemaker,0,0
0.0,,Female,,,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,100.0,68.0,3.09,1.0,14.0,30.0,1.0,5.0,38.0,1.0,9.0,12041.78,12245.6,21.0,Southern,Unemployed,0,0
0.0,0.0,Female,less than high school,single,5.0,5.0,1.0,0.0,5.0,1.0,0.0,1.0,198.61,5.0,1.67,1.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,3432.0,3260.0,43.0,Central,Corporate Employee,0,0
0.0,,Female,bachelor's degree,single,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,30.0,Eastern,Corporate Employee,0,0
0.0,0.0,Male,high school,single,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,25.0,Eastern,Corporate Employee,0,0
1.0,0.0,Female,vocational certificate/ diploma,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,42.0,Southern,Entrepreneur,0,0
0.0,0.0,Male,vocational certificate/ diploma,single,9.0,9.0,2.0,2.0,5.0,0.0,0.0,1.0,11693.66,31.0,1.72,1.0,4.0,6.0,1.0,2.0,25.0,1.0,4.0,33637.0,45466.1,46.0,Central,Corporate Employee,0,0
0.0,,Female,,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,3006.22,88.0,3.67,1.0,11.0,13.0,1.0,2.0,75.0,1.0,10.0,62770.0,63052.0,23.0,Eastern,Corporate Employee,0,0
1.0,1.0,Female,others,married - registered,5.0,5.0,4.0,2.0,1.0,0.0,0.0,1.0,84.35,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,30000.0,30000.0,41.0,Southern,Corporate Employee,0,0
0.0,0.0,Female,vocational certificate/ diploma,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,33.0,Southern,Freelancer,0,0
0.0,1.0,Female,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,36.0,Central,Corporate Employee,0,0
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,42.0,Northeastern,Corporate Employee,0,0
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,26.0,Northeastern,Corporate Employee,0,0
0.0,,Female,others,others,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,200.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,Northeastern,Student,0,0
0.0,,Male,others,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,48.0,Central,Freelancer,0,0
0.0,,Male,others,married - registered,6.0,5.0,2.0,0.0,4.0,2.0,0.0,1.0,4020.03,123.0,3.97,1.0,11.0,47.0,1.0,5.0,76.0,1.0,6.0,89830.0,116910.0,59.0,Central,Entrepreneur,0,0
0.0,,Female,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,29.0,Central,Corporate Employee,0,0
0.0,0.0,Female,high school,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,1389.75,18.0,2.0,1.0,5.0,11.0,1.0,3.0,7.0,1.0,2.0,5404.45,4015.51,24.0,Central,Student,0,0
0.0,0.0,Male,less than high school,married,5.0,5.0,1.0,1.0,4.0,2.0,0.0,1.0,1494.58,16.0,1.23,1.0,2.0,5.0,1.0,2.0,11.0,1.0,2.0,25500.0,24553.0,47.0,Northeastern,Corporate Employee,0,0
0.0,1.0,Female,,married,3.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1072.59,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,61.85,65.0,Central,Entrepreneur,0,0
0.0,,Female,bachelor's degree,single,6.0,6.0,4.0,1.0,2.0,1.0,0.0,1.0,1290.32,110.0,4.23,1.0,14.0,47.0,1.0,10.0,63.0,1.0,5.0,35555.0,43733.87,32.0,Northern,Corporate Employee,0,0
0.0,,Female,,married,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,604.11,18.0,2.0,1.0,4.0,10.0,1.0,3.0,8.0,1.0,2.0,53040.0,53336.0,49.0,Eastern,Corporate Employee,0,0
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,2.0,1.0,3.0,1.0,0.0,2.0,0.0,15.0,3.0,1.0,4.0,7.0,1.0,2.0,8.0,1.0,2.0,11440.0,11441.0,31.0,Central,Corporate Employee,0,0
0.0,,Female,high school,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2311.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2000.0,0.0,47.0,Central,Corporate Employee,0,0
0.0,0.0,Male,vocational certificate/ diploma,single,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,10367.65,8.0,1.6,1.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,44361.0,34415.0,30.0,Central,Corporate Employee,0,0
0.0,1.0,Female,bachelor's degree,single,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,41.0,Central,Corporate Employee,0,0
0.0,,Male,,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,0.01,9.0,2.25,1.0,4.0,4.0,1.0,2.0,5.0,1.0,2.0,1100.0,1100.9,23.0,Central,Corporate Employee,0,0
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,28.0,Eastern,Corporate Employee,0,0
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,29.0,Central,Student,0,0
0.0,,Male,others,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,1800.44,13.0,2.6,1.0,4.0,4.0,1.0,2.0,9.0,1.0,3.0,5199.44,5005.0,64.0,Central,Corporate Employee,0,0
0.0,0.0,Male,high school,single,5.0,5.0,1.0,1.0,3.0,1.0,0.0,1.0,8.13,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6000.0,6000.0,34.0,Central,Freelancer,0,0
0.0,0.0,Female,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,36.0,Northeastern,Freelancer,0,0
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,37.0,Northeastern,Freelancer,0,0
0.0,0.0,Female,bachelor's degree,single,5.0,5.0,5.0,0.0,3.0,1.0,0.0,2.0,32.73,17.0,1.42,1.0,4.0,9.0,1.0,2.0,8.0,1.0,2.0,8650.0,8979.0,35.0,Southern,Corporate Employee,0,0
0.0,0.0,Female,vocational certificate/ diploma,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,29433.81,164.0,5.47,1.0,11.0,101.0,1.0,7.0,63.0,1.0,7.0,54063.0,48600.25,31.0,Northeastern,Entrepreneur,0,0
0.0,,Female,,single,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,32.0,Central,Entrepreneur,0,0
0.0,1.0,Female,high school,married,4.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,53.0,Northeastern,Entrepreneur,0,0
0.0,,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,2933.53,43.0,2.05,1.0,5.0,13.0,1.0,2.0,30.0,1.0,4.0,33897.0,31339.51,44.0,Central,Corporate Employee,0,0
0.0,0.0,Female,bachelor's degree,married - registered,8.0,8.0,3.0,3.0,4.0,1.0,0.0,1.0,8222.95,121.0,4.03,1.0,10.0,19.0,1.0,3.0,102.0,1.0,7.0,83915.0,109040.71,44.0,Central,Entrepreneur,0,0
0.0,0.0,Male,vocational certificate/ diploma,single,4.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,17.0,2.43,1.0,5.0,7.0,1.0,2.0,10.0,1.0,3.0,120102.98,120102.98,31.0,Northern,Corporate Employee,0,0
0.0,0.0,Male,high school,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,731.32,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,20.0,55.0,Central,Freelancer,0,0
0.0,1.0,Female,less than high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,40.0,Central,Corporate Employee,0,0
0.0,1.0,Male,bachelor's degree,married,9.0,8.0,6.0,1.0,6.0,1.0,1.0,2.0,2133.1,35.0,2.06,1.0,4.0,15.0,1.0,2.0,20.0,1.0,2.0,634778.63,634882.23,65.0,Central,Corporate Employee,4,4
0.0,0.0,Female,bachelor's degree,single,6.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,435.48,47.0,2.47,1.0,7.0,28.0,1.0,5.0,19.0,1.0,4.0,88355.0,88248.07,43.0,Central,Entrepreneur,0,0
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,Southern,Student,0,0
0.0,,Male,,single,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,122.0,5.81,1.0,17.0,33.0,1.0,4.0,89.0,1.0,13.0,1461.0,1531.0,20.0,Northeastern,Corporate Employee,0,0
0.0,,Male,,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,Central,Corporate Employee,0,0
0.0,0.0,Male,vocational certificate/ diploma,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,6.88,27.0,1.42,1.0,3.0,4.0,1.0,1.0,23.0,1.0,2.0,9500.0,15500.0,64.0,Central,Freelancer,0,0
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,34.0,Central,Corporate Employee,0,0
2.0,,Female,less than high school,married - registered,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,49.0,Central,Corporate Employee,0,0
0.0,,Male,others,single,5.0,4.0,6.0,0.0,1.0,1.0,0.0,1.0,30859.0,41.0,2.05,1.0,4.0,3.0,1.0,1.0,38.0,1.0,4.0,33033.21,40474.47,26.0,Central,Corporate Employee,0,0
0.0,0.0,Male,high school,married,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,34218.04,26.0,1.63,1.0,4.0,3.0,1.0,1.0,23.0,1.0,4.0,50980.7,54296.23,39.0,Central,Corporate Employee,0,0
0.0,0.0,Female,vocational certificate/ diploma,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,44.0,Central,Freelancer,0,0
0.0,0.0,Male,high school,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.26,177.0,9.83,1.0,29.0,48.0,1.0,6.0,129.0,1.0,24.0,27949.0,27949.17,26.0,Northeastern,Student,0,0
0.0,0.0,Female,bachelor's degree,single,5.0,5.0,1.0,0.0,5.0,1.0,0.0,1.0,369.81,30.0,2.0,1.0,5.0,8.0,1.0,3.0,22.0,1.0,3.0,10812.0,10635.83,39.0,Central,Freelancer,0,0
