Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,CUST_ID,Demog Summary
0.0,0.0,Female,vocational certificate,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,1638.47,28.0,2.15,1.0,8.0,8.0,1.0,2.0,20.0,1.0,6.0,9735.0,11261.86,63,Central,Corporate Employee,1451,"This customer represents an experienced, career-focused female corporate employee based in the Central region. With a vocational certificate, she brings specialized skills to her professional life, reflecting a practical and hands-on approach to her career. At 63 years old, she is in a mature life stage, balancing the stability of her long-standing marriage with the independence of having no children."
1.0,2.0,Female,bachelor's degree,married,4.0,3.0,4.0,0.0,3.0,2.0,0.0,2.0,2256954.25,27.0,1.59,1.0,5.0,7.0,1.0,2.0,20.0,1.0,3.0,576682.62,408057.53,52,Northern,Corporate Employee,3454,"This individual reflects a midlife professional woman working in the corporate sector, residing in the Northern region. With a bachelor's degree shaping her career trajectory, she balances her role as a married mother of one, navigating the demands of both family and work life."
0.0,Unknown,Male,Unknown,married,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,39,Eastern,Corporate Employee,3532,"This individual is a 39-year-old married man working as a corporate employee in the Eastern region. While his educational background is not specified, his professional role suggests a focus on structured and goal-oriented environments. With no children, his household dynamic likely centers around his partnership, allowing for flexibility in lifestyle and financial planning."
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,34,Central,Corporate Employee,1862,"This individual is a young adult male navigating a corporate career in the Central region. With a high school education as his foundation, he is focused on professional growth while maintaining a single lifestyle. Without the responsibilities of children, his current stage in life allows for flexibility and personal development, aligning with the priorities of someone building their career trajectory."
0.0,1.0,Female,bachelor's degree,married - registered,6.0,6.0,3.0,3.0,3.0,2.0,0.0,2.0,56374.36,11.0,1.22,1.0,2.0,3.0,1.0,1.0,8.0,1.0,2.0,18000.0,87070.0,60,Central,Corporate Employee,959,"This customer represents an experienced, career-focused female corporate employee residing in the Central region. With a bachelor's degree shaping her professional trajectory, she brings a well-educated perspective to her endeavors. As a married individual with no children, her lifestyle likely emphasizes personal and professional growth, reflecting a stable and independent life stage."
1.0,1.0,Female,less than high school,married,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,4000.41,21.0,1.91,1.0,4.0,10.0,1.0,2.0,11.0,1.0,2.0,24300.0,20300.0,56,Northeastern,Freelancer,1175,"This individual embodies a seasoned, middle-aged female freelancer residing in the Northeastern region, navigating life with the practical insights of less than a high school education. As a married woman with one child, her family-oriented lifestyle likely shapes her priorities and decision-making."
0.0,Unknown,Female,high school,married,5.0,5.0,1.0,0.0,5.0,0.0,0.0,1.0,96.78,8.0,1.6,1.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,37121.6,37163.0,45,Eastern,Corporate Employee,1589,"This individual is a mid-career female corporate professional residing in the Eastern region. With a high school education as her academic foundation, she has built a stable life alongside her spouse, though they have chosen not to have children. At 45 years old, she is likely focused on balancing the demands of her professional role with personal aspirations, reflecting a life stage centered on career growth and long-term stability."
0.0,1.0,Male,bachelor's degree,married - non registered,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,9742.97,18.0,2.25,1.0,5.0,7.0,1.0,4.0,11.0,1.0,5.0,12068.0,4168.88,42,Central,Entrepreneur,1938,"This individual represents a mid-career male entrepreneur residing in the Central region, navigating life with the adaptability and drive often associated with his profession. Holding a bachelor's degree, he brings a solid educational foundation to his endeavors, which likely supports his entrepreneurial pursuits. Married in a non-registered partnership, he balances personal commitments with the demands of his business ventures. Without children, his current lifestyle may afford him greater flexibility to focus on professional growth and personal aspirations."
0.0,0.0,Male,vocational certificate/ diploma,single,3.0,3.0,2.0,0.0,3.0,1.0,0.0,2.0,1103.89,11.0,1.38,1.0,2.0,3.0,1.0,2.0,8.0,1.0,2.0,4700.0,5120.0,50,Central,Corporate Employee,2102,"This individual reflects a mid-career male corporate professional residing in the Central region. With a vocational certificate or diploma shaping his educational background, he brings a practical skillset to his workplace. At 50 years old, he leads a single lifestyle and has no children, allowing him to focus on personal and professional growth without familial obligations."
0.0,Unknown,Female,Unknown,single,3.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,323.49,94.0,3.76,1.0,12.0,13.0,1.0,2.0,81.0,1.0,12.0,39520.0,39549.82,30,Central,Corporate Employee,2708,"This individual is a young adult female navigating a professional career as a corporate employee in the Central region. While her educational background is unspecified, her single status and lack of children suggest a focus on personal and career development at this stage of life."
0.0,0.0,Male,high school,single,5.0,4.0,2.0,0.0,4.0,1.0,0.0,1.0,13858.33,15.0,1.36,1.0,3.0,8.0,1.0,2.0,7.0,1.0,2.0,11700.0,5250.0,38,Central,Entrepreneur,2716,"This individual is a driven 38-year-old male entrepreneur residing in the Central region. With a high school education, he has channeled his skills and ambition into building his own ventures. Currently single and without children, he is likely focused on personal growth and professional success, navigating the demands of his career with independence and determination."
0.0,Unknown,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,118.73,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2700.0,2639.14,33,Northeastern,Corporate Employee,3338,"This individual is a career-focused 33-year-old woman working as a corporate professional in the bustling Northeastern region. With a bachelor's degree shaping her educational foundation, she is navigating life as a single individual without children, allowing her to prioritize personal and professional growth during this dynamic stage of adulthood."
0.0,Unknown,Male,Unknown,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.72,165.0,6.88,2.0,24.0,58.0,1.0,8.0,107.0,1.0,16.0,38487.39,38487.0,26,Central,Corporate Employee,3956,"This individual is a young adult male navigating the early stages of a corporate career in the Central region. With no children and currently single, he is likely focused on personal and professional growth. While his educational background is unspecified, his role as a corporate employee suggests a structured work environment and potential for upward mobility."
0.0,0.0,Female,less than high school,single,3.0,3.0,1.0,0.0,4.0,3.0,0.0,1.0,36066.3,83.0,6.92,1.0,17.0,64.0,1.0,15.0,19.0,1.0,9.0,173455.15,140630.59,33,Central,Corporate Employee,1794,"This individual reflects a young adult female navigating her career as a corporate employee in the Central region. With an education level below high school, she may be balancing professional growth with personal development. Currently single and without children, her lifestyle likely allows for flexibility and a focus on self-driven goals."
0.0,0.0,Male,bachelor's degree,married,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,Northeastern,Corporate Employee,4220,"This customer represents an established, mid-career male professional working as a corporate employee in the bustling Northeastern region. With a bachelor's degree providing a solid educational foundation, he is well-positioned in his career and enjoys the stability of married life. While he and his spouse currently have no children, their household likely reflects a focus on personal and professional aspirations."
0.0,1.0,Female,vocational certificate/ diploma,divorce,5.0,5.0,3.0,1.0,3.0,1.0,0.0,2.0,372930.51,70.0,2.8,1.0,9.0,26.0,1.0,3.0,44.0,1.0,6.0,881812.0,888026.07,47,Central,Entrepreneur,1455,"This customer represents a mid-life female entrepreneur residing in the Central region, whose vocational certification has likely supported her career independence. Having navigated life post-divorce, she currently focuses on her professional endeavors without the responsibilities of raising children."
0.0,0.0,Male,vocational certificate/ diploma,single,4.0,4.0,4.0,4.0,1.0,1.0,0.0,2.0,9054.99,40.0,2.86,1.0,6.0,25.0,1.0,5.0,15.0,1.0,2.0,168008.09,159165.37,44,Central,Entrepreneur,2504,"This customer represents a mid-life male entrepreneur based in the Central region, who has built his career on the foundation of a vocational certificate or diploma. As a single individual with no children, he likely enjoys the flexibility to focus on his business ventures and personal growth. His professional background and educational achievements suggest a practical, hands-on approach to problem-solving, while his current life stage may allow for a focus on financial planning, career expansion, or leisure pursuits."
0.0,0.0,Male,others,married - registered,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1032.91,4.0,1.33,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1500.0,1378.75,47,Central,Corporate Employee,2571,"This individual is a mid-career male corporate professional residing in the Central region. With a non-traditional educational background, he has built a stable life alongside his spouse in a registered marriage. At 47 years old, he is focused on his professional endeavors and maintains a household without children, reflecting a lifestyle centered on career and personal pursuits."
0.0,Unknown,Female,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,44,Northeastern,Freelancer,2267,"This individual is a mid-career female freelancer residing in the Northeastern region. While her educational background is not specified, her professional independence suggests adaptability and self-motivation. With no children and no disclosed marital status, her lifestyle may center around personal growth, career development, and flexibility in her pursuits."
0.0,Unknown,Male,others,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,28,Northern,Student,1065,"This individual is a young adult male pursuing academic or vocational endeavors as a student in the Northern region. With an educational background categorized as ""others,"" he is likely exploring diverse learning opportunities. Being single and without children, his current focus may lean toward personal growth and future career aspirations, characteristic of someone in an early, independent life stage."
0.0,1.0,Female,bachelor's degree,single,6.0,6.0,6.0,0.0,7.0,1.0,0.0,4.0,4849.09,230.0,7.67,1.0,20.0,35.0,1.0,5.0,195.0,1.0,17.0,1444802.26,1458028.56,32,Central,Student,1570,"This individual is a young adult woman pursuing academic or professional growth as a student in the Central region. With a bachelor's degree already attained, she is likely focused on furthering her education or transitioning into a career. Being single and without children, her lifestyle may prioritize personal development and exploration, reflecting a stage of independence and self-investment."
0.0,0.0,Male,vocational certificate/ diploma,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,3500.0,507.0,16.9,1.0,30.0,440.0,1.0,26.0,67.0,1.0,4.0,43530.0,40830.0,27,Northeastern,Corporate Employee,4021,"This individual is a young, single male navigating his career as a corporate employee in the Northeastern region. With a vocational certificate or diploma as his educational foundation, he is likely focused on building professional expertise and advancing in his field. Currently without children, his lifestyle may center around personal growth, career ambitions, and exploring opportunities for self-development."
0.0,0.0,Male,high school,single,3.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,0.68,141.0,7.05,1.0,33.0,51.0,1.0,12.0,90.0,1.0,21.0,28598.0,29000.46,21,Central,Corporate Employee,817,"This individual is a young adult male navigating the early stages of his professional journey as a corporate employee in the Central region. With a high school education as his academic foundation, he is currently single and focused on personal and career development. Without the responsibilities of parenthood, his lifestyle reflects the independence and flexibility typical of someone in his age group and life stage."
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,19.38,38.0,2.0,1.0,5.0,9.0,1.0,2.0,29.0,1.0,4.0,38526.0,63765.44,47,Central,Corporate Employee,1500,"This customer represents a mid-career professional female working in the corporate sector, residing in the Central region. With a bachelor's degree shaping her educational foundation, she brings a focused and independent perspective to her lifestyle. As a single individual with no children, her priorities may lean toward personal growth, career advancement, and discretionary pursuits."
0.0,Unknown,Female,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,20,Northern,Student,3997,"This individual is a young adult female currently pursuing her studies, residing in the northern region. While her educational background and marital status are unspecified, her life stage as a student suggests a focus on academic or personal development. With no children, her responsibilities likely center around her education and future aspirations."
0.0,0.0,Male,vocational certificate/ diploma,single,5.0,5.0,1.0,1.0,3.0,1.0,0.0,1.0,727.02,218.0,8.38,2.0,21.0,82.0,1.0,14.0,136.0,1.0,10.0,161924.0,161704.02,28,Eastern,Corporate Employee,3365,"This individual is a young adult male navigating a corporate career in the Eastern region. With a vocational certificate or diploma as his educational foundation, he is equipped with practical skills that support his professional growth. Currently single and without children, he has the flexibility to focus on personal and career development, making him well-positioned for opportunities that align with his ambitions and lifestyle."
0.0,0.0,Male,vocational certificate/ diploma,single,5.0,5.0,4.0,0.0,4.0,1.0,0.0,1.0,13001.57,162.0,5.59,1.0,29.0,82.0,1.0,14.0,80.0,1.0,15.0,217562.0,204737.63,31,Eastern,Student,2715,"This individual is a young adult male pursuing academic or professional growth as a student in the Eastern region. With a vocational certificate or diploma as his educational foundation, he is likely focused on skill-based or technical expertise. Being single and without children, he may have fewer familial obligations, allowing him to concentrate on personal development and future career opportunities."
0.0,1.0,Female,bachelor's degree,married,9.0,7.0,11.0,0.0,12.0,1.0,0.0,5.0,3019156.32,95.0,3.52,1.0,11.0,10.0,1.0,2.0,85.0,1.0,11.0,892916.22,731420.27,49,Central,Corporate Employee,4336,"This individual is a seasoned professional in her late 40s, working as a corporate employee and residing in the Central region. As a married woman with a bachelor's degree, she brings a well-rounded educational background to her career. While she and her spouse do not have children, her focus likely leans toward personal and professional growth, reflecting a stable and established phase of life."
0.0,0.0,Male,vocational certificate/ diploma,single,7.0,7.0,3.0,0.0,5.0,1.0,0.0,1.0,14438.51,28.0,1.4,1.0,5.0,4.0,1.0,2.0,24.0,1.0,3.0,58758.5,54860.9,56,Central,Corporate Employee,555,"This individual reflects a seasoned, middle-aged male professional working in the corporate sector, residing in the central region. With a vocational diploma as his educational foundation, he brings a practical skill set to his career. Being single and without children, his lifestyle likely centers around personal growth and professional pursuits, unencumbered by familial responsibilities."
0.0,Unknown,Female,Unknown,single,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,33,Northeastern,Homemaker,3489,"This individual reflects a young adult female homemaker residing in the Northeastern region, navigating life independently as a single person without children. While her educational background is unspecified, her role suggests a focus on managing household responsibilities and personal endeavors."
0.0,0.0,Female,vocational certificate/ diploma,single,5.0,5.0,1.0,3.0,4.0,0.0,0.0,1.0,1226.2,259.0,8.63,1.0,18.0,78.0,1.0,7.0,181.0,1.0,15.0,36368.75,35125.09,43,Northern,Corporate Employee,3335,"This individual embodies a mid-career professional woman working in the corporate sector and residing in the Northern region. At 43 years old, she has built her expertise through a vocational certificate or diploma, equipping her with practical skills for her field. As a single woman without children, she likely enjoys the flexibility to focus on personal and professional growth, balancing her career ambitions with other interests."
0.0,0.0,Female,bachelor's degree,single,4.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,19009.16,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1000.0,1000.0,49,Eastern,Professional,3337,"This individual embodies a mid-career professional woman residing in the Eastern region, whose bachelor's degree has likely supported her advancement in a specialized field. At 49 years old, she navigates life as a single adult with no children, allowing her to focus on personal growth and career development."
0.0,1.0,Male,bachelor's degree,married - registered,7.0,7.0,3.0,2.0,5.0,1.0,1.0,1.0,5000.0,9.0,1.8,1.0,3.0,4.0,1.0,1.0,5.0,1.0,2.0,14300.0,9300.0,48,Central,Entrepreneur,3706,"This individual embodies a mid-life male entrepreneur residing in the Central region, whose bachelor's degree reflects a solid educational foundation supporting his professional endeavors. As a married individual in a registered partnership, his household dynamics are focused on a two-person arrangement without children, allowing for a lifestyle potentially centered around career growth and personal pursuits."
0.0,1.0,Female,bachelor's degree,single,3.0,3.0,3.0,0.0,4.0,1.0,0.0,3.0,84377.48,95.0,4.32,1.0,16.0,27.0,1.0,8.0,68.0,1.0,11.0,702675.21,698984.98,37,Central,Corporate Employee,3616,"This individual is a career-focused 37-year-old woman working as a corporate employee in the Central region. With a bachelor's degree shaping her professional foundation, she is navigating life as a single adult without children, allowing her to prioritize personal growth and career advancement."
0.0,0.0,Female,bachelor's degree,single,7.0,7.0,4.0,2.0,6.0,1.0,0.0,3.0,933.71,118.0,3.93,1.0,10.0,44.0,1.0,4.0,74.0,1.0,7.0,124016.05,126363.96,27,Central,Corporate Employee,867,"This customer represents a young professional woman working in the corporate sector, residing in the Central region. With a bachelor's degree as her educational foundation, she is likely focused on career growth and personal development. Being single and without children, her lifestyle may prioritize flexibility and opportunities for exploration, both professionally and personally."
0.0,0.0,Male,less than high school,single,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,238.22,8.0,2.0,1.0,5.0,2.0,1.0,1.0,6.0,1.0,4.0,24276.34,24150.0,24,Eastern,Corporate Employee,753,"This individual represents a young, single male navigating the early stages of his corporate career in the Eastern region. With less than a high school education, he is likely focused on building professional experience and advancing within his field. As someone without children, his current lifestyle may prioritize personal growth, career development, and social connections over family responsibilities."
0.0,0.0,Female,bachelor's degree,married - registered,8.0,5.0,7.0,3.0,2.0,1.0,0.0,2.0,0.0,11.0,3.67,1.0,6.0,5.0,1.0,2.0,6.0,2.0,4.0,19042.34,19042.34,46,Central,Corporate Employee,3453,"This customer represents an established, mid-career female professional working in the corporate sector and residing in the Central region. With a bachelor's degree shaping her career trajectory, she brings a well-rounded educational background to her role. As a married individual in a registered partnership, her lifestyle reflects stability and commitment, though she currently has no children."
0.0,Unknown,Female,Unknown,single,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,20.89,4.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,20120.0,20099.28,23,Northeastern,Student,2403,"This individual is a young adult female navigating life as a student in the Northeastern region. With her education background unspecified, she is likely focused on academic pursuits or early career exploration. Currently single and without children, her lifestyle reflects the independence and flexibility typical of someone in her stage of life."
0.0,0.0,Female,less than high school,single,4.0,4.0,1.0,0.0,4.0,2.0,0.0,1.0,11455.15,257.0,8.57,4.0,16.0,246.0,3.0,15.0,11.0,1.0,2.0,30445.0,20322.23,46,Central,Entrepreneur,3329,"This individual is a mid-career female entrepreneur residing in the Central region, navigating life with a focus on professional endeavors rather than family commitments, as she is single and has no children. With an education level below high school, her journey reflects a self-driven approach to building her business ventures and carving out opportunities in her field. Positioned in a dynamic stage of life, she balances the challenges of entrepreneurship with the independence of her personal circumstances."
0.0,1.0,Female,bachelor's degree,married,3.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,409.34,39.0,1.86,1.0,4.0,23.0,1.0,3.0,16.0,1.0,3.0,18900.0,18582.18,37,Central,Professional,3715,"This individual is a 37-year-old married woman navigating a professional career in the Central region. With a bachelor's degree shaping her expertise, she exemplifies a well-educated and career-focused life stage. Her household dynamic, currently without children, allows her to concentrate on personal and professional growth, making her a likely candidate for opportunities that align with her ambitions and lifestyle."
0.0,3.0,Male,master's degree,married,10.0,7.0,11.0,2.0,3.0,0.0,0.0,1.0,119537.19,46.0,2.3,1.0,7.0,2.0,1.0,1.0,44.0,1.0,7.0,105835.2,135381.96,75,Central,Freelancer,1635,"This customer represents a seasoned male freelancer residing in the Central region, who brings the perspective of a well-educated individual with a master’s degree. At 75 years old, he is in a later stage of life, balancing the independence of his professional endeavors with the stability of a long-standing marriage. With no children, his household dynamics likely allow for a focus on personal interests, professional projects, or community engagement."
0.0,0.0,Male,less than high school,married,5.0,5.0,1.0,0.0,4.0,1.0,0.0,1.0,800.34,42.0,3.0,1.0,7.0,8.0,1.0,2.0,34.0,1.0,6.0,27772.0,27727.0,42,Northeastern,Entrepreneur,1403,"This individual is a mid-life male entrepreneur residing in the Northeastern region, navigating his career with a practical mindset shaped by an education level below high school. As a married man without children, his focus likely leans toward professional endeavors and building a stable future."
0.0,1.0,Male,bachelor's degree,single,5.0,5.0,2.0,1.0,5.0,1.0,0.0,2.0,594423.14,210.0,8.08,1.0,32.0,115.0,1.0,21.0,95.0,1.0,11.0,679290.0,748181.0,55,Central,Entrepreneur,347,"This individual reflects a seasoned male entrepreneur in his mid-50s, residing in the Central region. With a bachelor's degree underpinning his professional pursuits, he brings a well-rounded educational background to his business endeavors. As a single man without children, his lifestyle likely allows for a strong focus on career growth and personal interests, shaping a dynamic and independent approach to life."
0.0,Unknown,Female,others,others,7.0,6.0,6.0,0.0,3.0,1.0,0.0,1.0,11.46,20.0,1.82,1.0,3.0,8.0,1.0,3.0,12.0,1.0,3.0,9373.56,10414.14,22,Southern,Student,4029,"This individual is a young adult female pursuing her studies, residing in the Southern region. With an educational background categorized as ""others,"" she is likely exploring diverse opportunities to shape her future. Currently unmarried and without children, her focus is centered on academic and personal growth, characteristic of someone in the early stages of adulthood."
0.0,0.0,Male,high school,divorce,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,500.37,241.0,12.05,4.0,28.0,49.0,1.0,6.0,192.0,4.0,22.0,56151.22,57459.52,49,Northeastern,Corporate Employee,4284,"This individual is a middle-aged male corporate professional residing in the Northeastern region. With a high school education as his academic foundation, he has built a career in the corporate sector. Currently divorced and without children, his lifestyle reflects the independence and focus often associated with this stage of life."
1.0,0.0,Female,bachelor's degree,married - registered,8.0,7.0,3.0,4.0,4.0,1.0,0.0,1.0,140087.77,62.0,2.7,1.0,6.0,15.0,1.0,3.0,47.0,1.0,6.0,1926511.0,2320247.69,45,Northeastern,Entrepreneur,3127,"This customer represents a mid-life female entrepreneur residing in the Northeastern region, balancing her professional ambitions with the responsibilities of raising one child. With a bachelor's degree shaping her outlook, she brings a well-rounded perspective to her endeavors. As a married individual in a registered partnership, her household dynamics likely influence her financial decisions and priorities."
0.0,1.0,Female,high school,married - registered,4.0,3.0,4.0,0.0,4.0,2.0,0.0,4.0,3009.25,37.0,2.47,1.0,6.0,18.0,1.0,3.0,19.0,1.0,3.0,22491.0,22484.84,36,Central,Professional,2239,"This customer represents an early mid-life professional woman residing in the Central region. With a high school education, she has established herself in a career-oriented role, balancing the demands of her profession alongside a stable married life. As a registered spouse with no children, her current lifestyle likely allows for a focus on personal growth, career advancement, and shared experiences with her partner."
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,3.0,2.0,0.0,1.0,66389.67,43.0,2.26,1.0,6.0,16.0,1.0,3.0,27.0,1.0,3.0,74209.0,82303.44,28,Eastern,Student,1258,"This individual is a young adult female pursuing academic or professional growth as a student in the Eastern region. With a bachelor's degree already attained, she is likely focused on furthering her education or transitioning into her career. Being single and without children, her lifestyle is likely centered around personal development, exploration, and building her future."
0.0,0.0,Male,high school,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,963.58,125.0,4.46,1.0,8.0,35.0,1.0,4.0,90.0,1.0,7.0,179200.0,200876.92,34,Central,Freelancer,3675,"This individual represents an early-career male freelancer residing in the Central region. With a high school education as his academic foundation, he navigates the flexibility and challenges of self-employment. Currently single and without children, his lifestyle reflects a focus on personal and professional growth, unencumbered by familial responsibilities."
0.0,1.0,Female,bachelor's degree,single,9.0,7.0,16.0,3.0,3.0,1.0,0.0,6.0,332269.72,75.0,2.88,1.0,10.0,21.0,1.0,3.0,54.0,1.0,10.0,1717127.21,2025891.85,42,Central,Entrepreneur,605,"This customer embodies a mid-career, independent female entrepreneur residing in the Central region. With a bachelor's degree shaping her professional foundation, she channels her expertise into building and managing her own ventures. Unmarried and without children, she enjoys the flexibility to focus on personal and professional growth, making her well-positioned to explore opportunities that align with her ambitions and lifestyle."
0.0,1.0,Female,bachelor's degree,married - registered,6.0,6.0,1.0,1.0,4.0,1.0,2.0,1.0,77566.91,168.0,5.6,1.0,35.0,110.0,1.0,32.0,58.0,1.0,11.0,337418.0,282419.0,52,Central,Corporate Employee,26,"This individual represents a midlife professional woman working in the corporate sector and residing in the Central region. With a bachelor's degree shaping her career trajectory, she brings a well-rounded educational background to her professional endeavors. Married and in a registered partnership, she navigates life without the responsibilities of raising children, allowing her to focus on personal and career growth."
0.0,1.0,Male,bachelor's degree,single,5.0,5.0,1.0,1.0,3.0,1.0,0.0,1.0,28540.37,62.0,2.7,1.0,6.0,7.0,1.0,2.0,55.0,1.0,5.0,40786.0,27900.0,36,Central,Professional,659,"This individual embodies a mid-career professional male residing in the Central region, navigating life as a single adult with no children. Holding a bachelor's degree, he is likely focused on advancing his expertise and career within a professional field. His current life stage suggests a strong emphasis on personal growth and career development, with fewer immediate familial responsibilities shaping his financial and lifestyle priorities."
0.0,0.0,Male,bachelor's degree,single,4.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,0.92,14.0,2.8,1.0,9.0,2.0,1.0,1.0,12.0,1.0,8.0,89637.94,89644.0,44,Southern,Corporate Employee,174,"This customer represents a mid-career male corporate professional residing in the Southern region. With a bachelor's degree shaping his career trajectory, he is focused on professional growth and individual pursuits. Being single and without children, his lifestyle likely emphasizes personal development, leisure, and financial planning."
0.0,Unknown,Male,Unknown,single,5.0,5.0,4.0,0.0,3.0,1.0,0.0,1.0,2242.2,16.0,1.78,1.0,4.0,2.0,1.0,1.0,14.0,1.0,3.0,20000.0,19546.25,27,Central,Unemployed,3228,"This individual is a young adult male navigating life in the Central region. Currently unemployed, he may be exploring opportunities or transitioning between roles. With no children and a single marital status, his lifestyle likely allows for personal flexibility and independence. While his educational background is unspecified, his circumstances suggest potential openness to skill-building or career development pathways."
0.0,1.0,Male,bachelor's degree,married,4.0,4.0,1.0,0.0,5.0,0.0,0.0,1.0,6155.17,24.0,1.71,1.0,5.0,10.0,1.0,1.0,14.0,1.0,4.0,42162.0,36107.0,48,Central,Corporate Employee,1089,"This individual is a mid-career male corporate professional residing in the Central region. With a bachelor's degree shaping his educational foundation, he brings a well-rounded perspective to his work environment. Married but without children, his lifestyle likely reflects a focus on career progression and personal development within a stable household dynamic."
0.0,0.0,Male,vocational certificate/ diploma,married,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,2953.08,39.0,2.44,1.0,6.0,11.0,1.0,2.0,28.0,1.0,5.0,20120.0,17253.8,41,Northeastern,Corporate Employee,480,"This individual reflects a mid-career male corporate professional residing in the Northeastern region. With a vocational diploma as his educational foundation, he brings a practical skill set to his role in the corporate sector. Married but without children, his current life stage suggests a focus on career growth and personal stability."
0.0,Unknown,Female,bachelor's degree,single,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,25,Western,Corporate Employee,728,"This individual is a young, career-focused woman working in the corporate sector and residing in the Western region. With a bachelor's degree shaping her professional foundation, she is navigating early adulthood as a single individual without children, allowing her to prioritize personal growth and career development."
0.0,0.0,Male,others,married - registered,8.0,7.0,4.0,2.0,4.0,0.0,0.0,1.0,94.91,21.0,1.91,1.0,4.0,8.0,1.0,2.0,13.0,1.0,3.0,23150.0,25643.09,37,Eastern,Corporate Employee,2012,"This individual is a mid-career male corporate professional residing in the Eastern region, navigating life with a registered marriage but no children. With an educational background categorized as ""others,"" he brings a unique perspective to his professional and personal endeavors. Positioned in a stable phase of adulthood, his lifestyle reflects the priorities of a married urban professional balancing career growth and personal commitments."
0.0,1.0,Male,master's degree,single,7.0,6.0,2.0,2.0,3.0,1.0,0.0,2.0,148434.95,15.0,1.25,1.0,2.0,7.0,1.0,1.0,8.0,1.0,2.0,136427.24,23547.24,39,Northern,Entrepreneur,1188,"This individual embodies a mid-career male entrepreneur residing in the Northern region, characterized by a strong academic foundation with a master’s degree. As a single professional without children, he likely channels much of his energy into his business ventures and personal growth. His life stage suggests a focus on career advancement and financial independence, with fewer familial obligations shaping his lifestyle and decision-making priorities."
