Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,CUST_ID
0.0,0.0,Female,less than high school,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,17000.64,95.0,6.79,1.0,15.0,26.0,1.0,4.0,69.0,1.0,13.0,36875.38,27690.7,20,Central,Corporate Employee,790
1.0,0.0,Female,high school,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,5738.08,193.0,6.43,1.0,23.0,37.0,1.0,9.0,156.0,2.0,14.0,75639.13,71210.55,33,Central,Corporate Employee,792
0.0,Unknown,Male,Unknown,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1000.0,1000.0,42,Central,Professional,797
0.0,0.0,Male,high school,single,5.0,5.0,1.0,0.0,4.0,1.0,0.0,1.0,79111.92,15.0,1.25,1.0,2.0,5.0,1.0,1.0,10.0,1.0,2.0,40300.0,16678.15,44,Central,Corporate Employee,800
0.0,0.0,Male,high school,single,5.0,4.0,5.0,0.0,2.0,1.0,0.0,2.0,9165.29,63.0,2.86,1.0,11.0,27.0,1.0,4.0,36.0,1.0,7.0,83200.0,78958.35,49,Southern,Other,814
0.0,Unknown,Female,bachelor's degree,single,3.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.11,67.0,3.53,1.0,11.0,7.0,1.0,4.0,60.0,1.0,10.0,107751.0,107802.66,23,Central,Corporate Employee,816
0.0,0.0,Male,others,single,3.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,0.6,66.0,3.88,2.0,7.0,19.0,1.0,2.0,47.0,1.0,5.0,16204.0,25441.99,21,Central,Corporate Employee,817
0.0,0.0,Female,high school,married,5.0,5.0,4.0,1.0,3.0,1.0,0.0,1.0,28505.59,104.0,3.85,1.0,16.0,29.0,1.0,5.0,75.0,1.0,11.0,127912.56,99421.57,37,Eastern,Corporate Employee,831
0.0,0.0,Male,bachelor's degree,single,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,13.31,256.0,8.83,1.0,21.0,73.0,1.0,7.0,183.0,1.0,14.0,409234.0,414319.5,46,Central,Entrepreneur,833
0.0,Unknown,Female,Unknown,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,1200.0,83.0,3.19,1.0,10.0,6.0,1.0,2.0,77.0,1.0,9.0,28465.0,50161.91,26,Northern,Corporate Employee,834
0.0,0.0,Female,less than high school,single,3.0,3.0,3.0,0.0,2.0,2.0,0.0,3.0,10051.62,104.0,4.16,1.0,11.0,22.0,1.0,4.0,82.0,1.0,8.0,111499.0,103582.5,31,Northeastern,Freelancer,836
0.0,Unknown,Male,Unknown,single,3.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,48195.83,380.0,12.67,5.0,21.0,101.0,1.0,13.0,279.0,2.0,18.0,849531.32,852007.82,27,Central,Entrepreneur,837
1.0,1.0,Female,high school,married,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,8109.08,195.0,6.72,1.0,15.0,19.0,1.0,3.0,176.0,1.0,15.0,86701.0,79675.5,43,Southern,Entrepreneur,838
0.0,0.0,Female,bachelor's degree,widow,4.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,1314.95,63.0,3.0,1.0,8.0,14.0,1.0,2.0,49.0,1.0,6.0,213805.96,213701.54,43,Central,Corporate Employee,841
0.0,0.0,Female,bachelor's degree,single,7.0,7.0,4.0,0.0,8.0,1.0,0.0,1.0,49475.84,50.0,2.5,1.0,5.0,1.0,1.0,1.0,49.0,1.0,5.0,39090.0,43888.0,33,Central,Corporate Employee,847
1.0,0.0,Female,bachelor's degree,married,6.0,6.0,5.0,3.0,2.0,1.0,0.0,1.0,18872.51,38.0,2.71,1.0,7.0,8.0,1.0,2.0,30.0,1.0,6.0,170000.0,153297.86,38,Northeastern,Entrepreneur,848
2.0,1.0,Female,bachelor's degree,married - registered,5.0,5.0,1.0,1.0,5.0,1.0,0.0,1.0,11189.45,216.0,7.71,2.0,22.0,56.0,1.0,9.0,160.0,2.0,14.0,62827.0,70613.35,48,Central,Corporate Employee,851
0.0,1.0,Female,doctorate's degree,single,5.0,5.0,2.0,2.0,3.0,1.0,0.0,1.0,224081.09,87.0,4.83,1.0,13.0,4.0,1.0,2.0,83.0,1.0,12.0,143491.5,113421.97,54,Central,Professional,856
0.0,0.0,Female,bachelor's degree,single,6.0,6.0,2.0,1.0,4.0,1.0,0.0,1.0,25007.71,304.0,10.48,1.0,22.0,80.0,1.0,19.0,224.0,1.0,20.0,247258.49,229931.85,40,Central,Corporate Employee,859
0.0,Unknown,Male,others,single,4.0,4.0,2.0,0.0,2.0,1.0,0.0,1.0,242797.22,14.0,1.56,1.0,3.0,1.0,1.0,1.0,13.0,1.0,2.0,14549.0,23507.0,50,Central,Corporate Employee,860
0.0,Unknown,Female,bachelor's degree,single,5.0,4.0,3.0,1.0,3.0,0.0,0.0,3.0,99.14,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,4837.0,26,Central,Corporate Employee,861
0.0,0.0,Male,high school,single,4.0,4.0,3.0,0.0,5.0,1.0,0.0,3.0,23166.56,85.0,3.7,1.0,13.0,16.0,1.0,5.0,69.0,1.0,12.0,23117.0,22106.0,25,Central,Corporate Employee,864
0.0,0.0,Female,bachelor's degree,single,5.0,5.0,2.0,2.0,4.0,1.0,0.0,1.0,7305.22,135.0,4.66,1.0,15.0,41.0,1.0,6.0,94.0,1.0,10.0,80438.12,73293.36,27,Central,Corporate Employee,867
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,504.51,6.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,10300.0,9800.0,42,Central,Corporate Employee,868
0.0,0.0,Male,high school,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,2.95,84.0,4.94,2.0,12.0,24.0,1.0,4.0,60.0,1.0,9.0,17481.0,17806.75,51,Central,Corporate Employee,869
0.0,0.0,Female,vocational certificate/ diploma,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3849.48,44.0,2.93,1.0,6.0,4.0,1.0,1.0,40.0,1.0,5.0,13752.33,12380.91,32,Northern,Unemployed,871
0.0,Unknown,Male,Unknown,single,4.0,4.0,1.0,0.0,4.0,2.0,0.0,1.0,4.61,105.0,5.83,2.0,15.0,45.0,1.0,7.0,60.0,1.0,8.0,152711.56,153005.01,26,Western,Corporate Employee,873
0.0,1.0,Male,bachelor's degree,married - registered,5.0,5.0,2.0,0.0,5.0,0.0,0.0,2.0,8625.83,145.0,5.0,1.0,14.0,40.0,1.0,4.0,105.0,1.0,13.0,380371.0,394217.55,48,Northeastern,Entrepreneur,874
0.0,0.0,Male,less than high school,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,23087.17,73.0,2.92,1.0,7.0,6.0,1.0,1.0,67.0,1.0,6.0,93300.0,93272.61,49,Central,Corporate Employee,877
0.0,0.0,Female,master's degree,single,5.0,5.0,2.0,1.0,3.0,1.0,0.0,2.0,8359.02,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,600.0,5420.0,61,Central,Corporate Employee,881
0.0,0.0,Male,vocational certificate/ diploma,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,307.12,66.0,3.3,1.0,12.0,23.0,1.0,3.0,43.0,1.0,10.0,26570.0,26270.0,42,Central,Entrepreneur,883
1.0,0.0,Female,high school,single,5.0,5.0,1.0,2.0,3.0,1.0,0.0,1.0,2020.36,35.0,3.18,1.0,10.0,13.0,1.0,5.0,22.0,1.0,5.0,41850.0,40938.77,40,Central,Freelancer,887
0.0,0.0,Female,bachelor's degree,single,5.0,5.0,2.0,1.0,2.0,1.0,0.0,1.0,93.67,16.0,2.0,1.0,4.0,6.0,1.0,1.0,10.0,1.0,3.0,30500.0,30490.35,47,Central,Corporate Employee,891
0.0,0.0,Male,bachelor's degree,single,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1905.14,21.0,1.75,1.0,6.0,13.0,1.0,3.0,8.0,1.0,3.0,14290.0,17020.56,35,Central,Entrepreneur,892
0.0,Unknown,Male,bachelor's degree,single,4.0,4.0,4.0,3.0,1.0,2.0,0.0,1.0,21287.95,9.0,1.8,1.0,3.0,4.0,1.0,2.0,5.0,1.0,1.0,63914.97,43783.0,27,Central,Corporate Employee,895
0.0,0.0,Female,high school,single,6.0,5.0,3.0,1.0,3.0,0.0,0.0,1.0,3864.84,158.0,6.08,1.0,16.0,38.0,1.0,4.0,120.0,1.0,14.0,82107.0,82590.57,43,Central,Corporate Employee,900
0.0,Unknown,Male,others,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,15100.31,70.0,2.59,1.0,6.0,7.0,1.0,1.0,63.0,1.0,6.0,27400.0,30228.0,34,Eastern,Corporate Employee,901
1.0,0.0,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,3416.28,14.0,1.27,1.0,2.0,1.0,1.0,1.0,13.0,1.0,2.0,42125.18,38770.08,35,Central,Professional,902
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,74.0,3.08,1.0,8.0,12.0,1.0,3.0,62.0,1.0,6.0,50429.57,58025.36,37,Central,Professional,907
0.0,0.0,Female,bachelor's degree,single,8.0,5.0,10.0,4.0,1.0,1.0,0.0,6.0,5858065.74,15.0,1.5,1.0,4.0,9.0,1.0,1.0,6.0,1.0,3.0,1442201.0,8239079.3,45,Central,Agriculture/Trade,911
0.0,0.0,Male,bachelor's degree,married,4.0,4.0,4.0,0.0,2.0,1.0,0.0,1.0,18831.29,11.0,1.38,1.0,3.0,0.0,0.0,0.0,11.0,1.0,3.0,0.0,32619.0,51,Central,Entrepreneur,913
0.0,Unknown,Female,others,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,88.41,9.0,1.8,1.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,16023.87,16000.0,40,Central,Corporate Employee,915
0.0,Unknown,Female,bachelor's degree,married,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,30.9,58.0,2.64,1.0,7.0,27.0,1.0,6.0,31.0,1.0,3.0,14335.0,14509.75,64,Northeastern,Corporate Employee,917
0.0,0.0,Female,vocational certificate/ diploma,single,3.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,6.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,9520.0,9520.0,34,Northeastern,Corporate Employee,919
2.0,0.0,Male,less than high school,single,4.0,4.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,13.0,1.86,1.0,3.0,2.0,1.0,1.0,11.0,1.0,3.0,21091.0,21169.43,53,Central,Corporate Employee,923
0.0,0.0,Female,vocational certificate/ diploma,single,6.0,6.0,1.0,0.0,5.0,1.0,0.0,1.0,31203.09,150.0,5.36,1.0,22.0,43.0,1.0,5.0,107.0,1.0,17.0,425741.0,398284.52,27,Central,Entrepreneur,924
0.0,0.0,Male,vocational certificate/ diploma,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,1402.47,92.0,3.54,1.0,15.0,32.0,1.0,4.0,60.0,1.0,12.0,32339.0,33195.14,36,Central,Corporate Employee,926
0.0,Unknown,Female,bachelor's degree,single,5.0,5.0,1.0,0.0,5.0,1.0,0.0,1.0,3.64,55.0,2.62,1.0,6.0,25.0,1.0,4.0,30.0,1.0,5.0,33948.0,33945.0,37,Central,Freelancer,931
0.0,1.0,Male,doctorate's degree,married,5.0,5.0,7.0,1.0,3.0,1.0,0.0,6.0,387904.61,158.0,5.64,1.0,20.0,22.0,1.0,6.0,136.0,1.0,14.0,290077.5,284018.82,46,Southern,Professional,936
0.0,Unknown,Male,others,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,7809.43,43.0,2.26,1.0,8.0,12.0,1.0,4.0,31.0,1.0,4.0,27848.0,24056.43,58,Central,Unemployed,937
0.0,Unknown,Male,bachelor's degree,single,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,879.81,85.0,3.27,1.0,8.0,10.0,1.0,2.0,75.0,1.0,8.0,51900.0,56984.52,46,Northeastern,Corporate Employee,940
0.0,0.0,Male,bachelor's degree,single,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,5266.88,132.0,4.89,1.0,15.0,34.0,1.0,6.0,98.0,1.0,9.0,148945.83,144042.74,27,Southern,Student,942
0.0,0.0,Female,bachelor's degree,widow,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,1480.05,51.0,2.32,1.0,7.0,11.0,1.0,2.0,40.0,1.0,6.0,34018.42,42760.25,60,Central,Corporate Employee,943
0.0,0.0,Female,high school,single,4.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,7110.66,165.0,5.5,1.0,10.0,67.0,1.0,7.0,98.0,1.0,7.0,193895.46,187825.81,30,Northeastern,Homemaker,944
0.0,Unknown,Female,master's degree,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,14.0,2.0,1.0,5.0,4.0,1.0,1.0,10.0,1.0,4.0,36104.95,36265.58,63,Central,Entrepreneur,946
2.0,1.0,Male,bachelor's degree,married,10.0,9.0,9.0,3.0,4.0,1.0,0.0,2.0,155261.52,23.0,2.88,1.0,6.0,3.0,1.0,1.0,20.0,1.0,5.0,282624.22,159290.0,52,Central,Corporate Employee,951
2.0,0.0,Female,bachelor's degree,married,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,244.93,7.0,1.75,1.0,3.0,2.0,1.0,1.0,5.0,1.0,2.0,2900.0,2694.08,47,Northern,Professional,954
0.0,0.0,Male,high school,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,3149.62,30.0,1.67,1.0,5.0,3.0,1.0,1.0,27.0,1.0,4.0,15304.0,12658.03,32,Central,Corporate Employee,956
0.0,0.0,Female,less than high school,single,5.0,5.0,1.0,0.0,5.0,1.0,0.0,1.0,351.38,63.0,2.86,1.0,19.0,7.0,1.0,2.0,56.0,1.0,18.0,32298.13,33124.59,43,Central,Corporate Employee,957
0.0,1.0,Female,bachelor's degree,married,7.0,6.0,5.0,3.0,3.0,1.0,0.0,3.0,76142.44,14.0,1.4,1.0,2.0,9.0,1.0,2.0,5.0,1.0,2.0,19674.83,15537.04,60,Central,Corporate Employee,959
0.0,0.0,Male,bachelor's degree,single,7.0,6.0,5.0,1.0,3.0,1.0,0.0,3.0,56501.95,69.0,2.56,1.0,9.0,15.0,1.0,3.0,54.0,1.0,6.0,89083.37,127796.26,44,Central,Entrepreneur,963
0.0,2.0,Male,high school,single,7.0,5.0,6.0,2.0,2.0,0.0,0.0,2.0,79288.25,44.0,2.2,1.0,13.0,4.0,1.0,1.0,40.0,1.0,13.0,242956.0,201626.0,49,Eastern,Entrepreneur,965
0.0,1.0,Male,vocational certificate/ diploma,single,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,474.05,37.0,2.31,1.0,12.0,25.0,1.0,9.0,12.0,1.0,3.0,7118.0,6766.0,39,Northeastern,Corporate Employee,966
0.0,1.0,Male,master's degree,single,4.0,4.0,3.0,3.0,2.0,1.0,0.0,1.0,91904.6,202.0,6.73,2.0,15.0,44.0,1.0,5.0,158.0,2.0,13.0,621409.0,578395.77,44,Central,Corporate Employee,969
0.0,Unknown,Female,others,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,9.81,4.0,1.33,1.0,2.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,2914.0,25,Central,Corporate Employee,970
0.0,0.0,Male,high school,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,87.87,61.0,3.05,1.0,10.0,26.0,1.0,5.0,35.0,1.0,5.0,28913.42,28895.55,40,Eastern,Corporate Employee,972
0.0,1.0,Female,bachelor's degree,married,6.0,5.0,5.0,0.0,3.0,1.0,0.0,3.0,286167.15,21.0,1.4,1.0,3.0,4.0,1.0,1.0,17.0,1.0,2.0,284508.93,185240.0,62,Central,Corporate Employee,975
0.0,0.0,Male,less than high school,single,4.0,3.0,3.0,0.0,2.0,1.0,0.0,1.0,330305.76,11.0,1.1,1.0,2.0,4.0,1.0,1.0,7.0,1.0,2.0,22000.0,2485.27,49,Eastern,Corporate Employee,978
0.0,0.0,Female,less than high school,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,46997.16,33.0,1.74,1.0,4.0,5.0,1.0,2.0,28.0,1.0,4.0,27980.0,6106.82,31,Eastern,Corporate Employee,980
0.0,Unknown,Male,others,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,2796.15,20.0,1.54,1.0,6.0,2.0,1.0,1.0,18.0,1.0,6.0,23400.0,24915.96,36,Central,Corporate Employee,981
0.0,0.0,Female,bachelor's degree,married - registered,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,17033.67,94.0,3.92,1.0,8.0,13.0,1.0,2.0,81.0,1.0,8.0,93946.27,106515.4,36,Central,Corporate Employee,983
0.0,0.0,Male,high school,single,4.0,4.0,3.0,0.0,5.0,1.0,0.0,3.0,5499.41,131.0,5.24,1.0,16.0,50.0,1.0,6.0,81.0,1.0,13.0,120021.0,118698.09,39,Central,Unemployed,984
0.0,0.0,Female,bachelor's degree,single,10.0,9.0,6.0,2.0,5.0,1.0,0.0,1.0,38731.93,107.0,3.96,1.0,10.0,6.0,1.0,2.0,101.0,1.0,8.0,54464.1,46242.87,43,Central,Corporate Employee,985
0.0,0.0,Female,high school,married,4.0,4.0,2.0,0.0,4.0,1.0,0.0,2.0,781718.63,8.0,1.14,1.0,2.0,2.0,1.0,1.0,6.0,1.0,2.0,23651.0,12498.73,62,Central,Unemployed,987
0.0,0.0,Male,bachelor's degree,single,4.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,135.0,4.82,2.0,13.0,53.0,1.0,6.0,82.0,1.0,7.0,69966.39,71109.39,46,Eastern,Entrepreneur,989
0.0,0.0,Male,high school,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,8429.14,84.0,3.0,1.0,7.0,22.0,1.0,2.0,62.0,1.0,6.0,147482.0,160025.86,31,Central,Corporate Employee,992
0.0,Unknown,Female,Unknown,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,4915.87,64.0,3.05,1.0,15.0,16.0,1.0,7.0,48.0,1.0,8.0,29821.75,28589.49,23,Central,Corporate Employee,994
0.0,0.0,Female,high school,married,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,2312.2,16.0,3.2,1.0,9.0,6.0,1.0,3.0,10.0,1.0,6.0,14900.0,12673.82,40,Central,Homemaker,999
1.0,1.0,Male,bachelor's degree,married,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,48042.99,24.0,1.71,1.0,4.0,5.0,1.0,2.0,19.0,1.0,4.0,106556.28,75388.5,49,Central,Corporate Employee,1001
0.0,0.0,Female,vocational certificate/ diploma,single,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,5356.05,39.0,2.05,1.0,4.0,10.0,1.0,1.0,29.0,1.0,4.0,10235.0,5973.0,46,Central,Freelancer,1009
0.0,Unknown,Female,Unknown,single,3.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,105.14,22.0,7.33,1.0,11.0,3.0,1.0,2.0,19.0,1.0,10.0,3997.0,3899.0,19,Southern,Corporate Employee,1011
0.0,0.0,Male,high school,single,4.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,943.33,372.0,12.4,2.0,28.0,36.0,1.0,3.0,336.0,2.0,26.0,46193.48,46936.56,22,Eastern,Corporate Employee,1013
0.0,0.0,Female,bachelor's degree,married - registered,6.0,5.0,4.0,1.0,3.0,0.0,0.0,1.0,4306.07,58.0,2.52,1.0,7.0,11.0,1.0,2.0,47.0,1.0,6.0,81188.0,84881.9,45,Central,Corporate Employee,1015
0.0,0.0,Female,less than high school,married,3.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,6808.15,5.0,1.25,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,20262.5,14000.0,73,Northeastern,Entrepreneur,1016
0.0,Unknown,Male,bachelor's degree,married - registered,6.0,6.0,1.0,2.0,4.0,1.0,0.0,1.0,51055.97,75.0,2.78,1.0,6.0,13.0,1.0,3.0,62.0,1.0,4.0,136207.0,105503.68,58,Central,Corporate Employee,1024
0.0,6.0,Male,vocational certificate/ diploma,single,3.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,4340.0,29.0,2.23,1.0,6.0,3.0,1.0,1.0,26.0,1.0,6.0,85000.0,385238.0,48,Southern,Entrepreneur,1029
0.0,1.0,Male,bachelor's degree,married,7.0,7.0,2.0,2.0,3.0,0.0,0.0,1.0,6099.78,104.0,3.85,1.0,13.0,32.0,1.0,7.0,72.0,1.0,6.0,122341.0,126276.06,47,Eastern,Entrepreneur,1034
0.0,1.0,Female,bachelor's degree,married - registered,6.0,6.0,2.0,1.0,3.0,1.0,0.0,1.0,77056.07,103.0,3.68,1.0,9.0,8.0,1.0,3.0,95.0,1.0,8.0,14310.48,78675.9,46,Southern,Entrepreneur,1036
1.0,0.0,Male,vocational certificate/ diploma,married - registered,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,7171.84,12.0,1.2,1.0,2.0,2.0,1.0,1.0,10.0,1.0,2.0,2883.99,4421.08,59,Northern,Corporate Employee,1037
0.0,0.0,Male,vocational certificate/ diploma,single,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,74.38,186.0,6.41,1.0,14.0,35.0,1.0,3.0,151.0,1.0,11.0,36961.05,42381.31,30,Northern,Corporate Employee,1038
0.0,1.0,Male,bachelor's degree,widow,8.0,7.0,6.0,3.0,2.0,1.0,0.0,1.0,0.0,86.0,4.1,2.0,13.0,39.0,1.0,5.0,47.0,1.0,9.0,84188.8,84188.8,38,Central,Corporate Employee,1043
0.0,0.0,Female,bachelor's degree,single,4.0,4.0,2.0,0.0,4.0,0.0,0.0,2.0,6122.79,81.0,3.68,1.0,8.0,13.0,1.0,3.0,68.0,1.0,7.0,12475.0,10776.79,48,Central,Unemployed,1047
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,2489.03,148.0,4.93,1.0,17.0,29.0,1.0,4.0,119.0,1.0,13.0,61522.9,61863.86,29,Eastern,Corporate Employee,1049
0.0,1.0,Male,bachelor's degree,married - registered,5.0,5.0,4.0,2.0,2.0,1.0,0.0,3.0,23865.17,156.0,5.78,1.0,13.0,19.0,1.0,3.0,137.0,1.0,11.0,91403.45,89864.07,43,Central,Corporate Employee,1051
0.0,Unknown,Female,Unknown,single,4.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,1765.23,104.0,4.0,1.0,9.0,28.0,1.0,4.0,76.0,1.0,8.0,54788.62,54889.73,25,Central,Corporate Employee,1054
0.0,0.0,Female,less than high school,married,4.0,4.0,1.0,1.0,3.0,1.0,0.0,1.0,1744.27,68.0,2.72,1.0,5.0,51.0,1.0,4.0,17.0,1.0,2.0,12889.0,18426.82,54,Central,Corporate Employee,1063
0.0,Unknown,Male,others,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,353.4,15.0,3.0,1.0,5.0,3.0,1.0,1.0,12.0,1.0,4.0,10190.0,9838.6,28,Northern,Corporate Employee,1065
0.0,0.0,Female,bachelor's degree,single,5.0,4.0,3.0,0.0,3.0,1.0,0.0,1.0,5412.31,71.0,2.63,1.0,10.0,15.0,1.0,2.0,56.0,1.0,9.0,57555.0,70914.12,33,Central,Corporate Employee,1066
0.0,0.0,Female,vocational certificate/ diploma,single,4.0,4.0,2.0,0.0,3.0,2.0,0.0,2.0,295.55,68.0,3.4,1.0,10.0,15.0,1.0,2.0,53.0,1.0,10.0,50025.0,49780.86,34,Northeastern,Corporate Employee,1067
0.0,Unknown,Male,others,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,4794.53,54.0,3.38,1.0,12.0,5.0,1.0,1.0,49.0,1.0,11.0,23126.79,24225.84,22,Central,Corporate Employee,1068
0.0,0.0,Female,bachelor's degree,married,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,16.67,6.0,1.5,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,400.0,427.0,37,Northern,Professional,1070
0.0,0.0,Female,less than high school,married,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,41324.84,101.0,3.61,1.0,19.0,32.0,1.0,6.0,69.0,1.0,13.0,244768.0,235686.6,46,Northeastern,Entrepreneur,1071
0.0,Unknown,Female,bachelor's degree,single,7.0,6.0,8.0,1.0,1.0,1.0,0.0,1.0,50314.17,12.0,1.5,1.0,3.0,6.0,1.0,3.0,6.0,1.0,2.0,40500.0,35066.0,47,Central,Corporate Employee,1081
0.0,0.0,Female,bachelor's degree,single,5.0,5.0,4.0,0.0,3.0,1.0,0.0,1.0,392.56,160.0,5.52,2.0,20.0,51.0,1.0,5.0,109.0,1.0,15.0,18512.0,18411.2,30,Northeastern,Corporate Employee,1082
0.0,1.0,Female,master's degree,single,3.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,4329.61,13.0,2.17,1.0,3.0,3.0,1.0,1.0,10.0,1.0,2.0,85950.0,82165.0,42,Central,Corporate Employee,1083
0.0,Unknown,Female,high school,single,8.0,7.0,6.0,1.0,4.0,0.0,0.0,1.0,75.63,66.0,3.0,1.0,8.0,19.0,1.0,2.0,47.0,1.0,7.0,115117.0,116379.69,32,Central,Corporate Employee,1084
0.0,0.0,Male,high school,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,11706.1,17.0,1.7,1.0,3.0,6.0,1.0,1.0,11.0,2.0,3.0,13500.0,21135.0,39,Central,Freelancer,1085
0.0,Unknown,Female,others,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,4.99,14.0,2.0,1.0,3.0,3.0,1.0,1.0,11.0,1.0,3.0,23218.0,23213.74,29,Eastern,Professional,1086
0.0,1.0,Female,master's degree,single,5.0,5.0,7.0,4.0,1.0,3.0,0.0,2.0,47152.88,47.0,3.13,1.0,6.0,19.0,1.0,3.0,28.0,1.0,5.0,269893.42,530501.85,63,Central,Corporate Employee,1087
0.0,1.0,Male,bachelor's degree,married,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,4.11,27.0,2.08,1.0,4.0,7.0,1.0,2.0,20.0,1.0,3.0,15584.0,17567.07,48,Central,Other,1089
0.0,0.0,Male,bachelor's degree,single,6.0,6.0,5.0,1.0,3.0,0.0,0.0,1.0,2226.36,61.0,3.39,1.0,15.0,6.0,1.0,2.0,55.0,1.0,13.0,61081.05,62341.75,30,Southern,Other,1090
0.0,1.0,Female,bachelor's degree,single,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,2291.97,13.0,2.17,1.0,4.0,7.0,1.0,2.0,6.0,1.0,2.0,23234.0,20942.17,32,Central,Unemployed,1100
