CUST_ID,Number of Children,Age,Gender,Education level,Marital status,Region,Occupation Group,loan,utility,finance,shopping,financial_services,health_and_care,home_lifestyle,transport_travel,leisure,public_services,finance_t0,financial_services_t0,home_lifestyle_t0,loan_t0,shopping_t0,utility_t0,health_and_care_t0,transport_travel_t0,leisure_t0,public_services_t0
680,0.0,40,Male,bachelor's degree,single,Eastern,Unemployed,0.0,561.11,14610.0,9610.0,275600.0,0.0,22290.0,0.0,0.0,0.0,2600.0,800.0,0.0,20000.0,1797.0,0.0,0.0,300.0,1765.0,0.0
686,0.0,30,Female,high school,single,Central,Corporate Employee,14803.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,0.0,0.0,0.0,0.0,0.0
695,0.0,37,Male,high school,single,Central,Corporate Employee,0.0,160.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,4019.0,1000.0,1282.93,0.0,0.0,0.0,0.0
696,0.0,32,Male,bachelor's degree,single,Central,Corporate Employee,8319.5,535.0,17470.0,17470.0,0.0,1270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919.56,0.0,0.0,0.0,0.0
697,0.0,54,Female,bachelor's degree,single,Southern,Entrepreneur,0.0,0.0,0.0,0.0,0.0,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2670.94,0.0,0.0,0.0,0.0
698,0.0,44,Female,vocational certificate,single,Eastern,Corporate Employee,0.0,0.0,3100.0,0.0,0.0,818.0,0.0,0.0,0.0,0.0,3140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,0.0,38,Female,others,single,Southern,Corporate Employee,0.0,0.0,3945.0,0.0,0.0,79.0,1098.0,7050.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0
707,0.0,38,Female,high school,single,Central,Corporate Employee,211.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0
712,1.0,52,Male,bachelor's degree,single,Central,Corporate Employee,0.0,919.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0
716,1.0,58,Male,high school,married,Central,Unemployed,0.0,1732.86,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21900.0,26.75,0.0,0.0,0.0,0.0
723,0.0,45,Female,bachelor's degree,widow,Eastern,Entrepreneur,1066508.01,0.0,0.0,0.0,15301.0,0.0,0.0,0.0,0.0,0.0,0.0,14889.0,0.0,585000.0,0.0,8663.710000000001,0.0,0.0,0.0,0.0
724,0.0,35,Male,others,single,Northeastern,Freelancer,4000.0,1282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3106.0,300.0,0.0,876.34,0.0,0.0,0.0,0.0
729,2.0,49,Female,high school,married,Western,Entrepreneur,3482.0,1084.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,0.0,28,Male,high school,single,Western,Entrepreneur,0.0,298.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2440.0,0.0,2255.0,0.0,0.0
737,0.0,44,Female,bachelor's degree,single,Central,Freelancer,0.0,0.0,1047.2,0.0,0.0,0.0,136.0,0.0,0.0,0.0,1000.0,0.0,10346.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0
738,0.0,50,Female,high school,widow,Northeastern,Unemployed,0.0,2614.0,1018.0,562.0,0.0,0.0,213.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,0.0,0.0,0.0,0.0
740,0.0,39,Female,others,single,Eastern,Entrepreneur,6368.44,1084.53,3498.2799999999997,373.87,3222.07,0.0,115.0,0.0,0.0,0.0,1117.0,11808.0,0.0,6900.0,1627.0,0.0,0.0,0.0,749.0,0.0
742,1.0,62,Female,less than high school,married,Eastern,Homemaker,0.0,2347.58,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.86,0.0,0.0,0.0,0.0
746,1.0,59,Male,bachelor's degree,single,Central,Entrepreneur,0.0,1281.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,0.0,37,Female,others,single,Western,Corporate Employee,0.0,0.0,0.0,0.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0
764,0.0,35,Female,less than high school,single,Northeastern,Entrepreneur,0.0,0.0,5324.89,5324.89,0.0,0.0,20.0,0.0,0.0,1000.0,483.0,0.0,0.0,22000.67,483.0,2113.79,0.0,0.0,764.0,0.0
767,0.0,37,Female,others,single,Northeastern,Corporate Employee,0.0,849.86,491.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,0.0,0.0,0.0,509.0,579.96,0.0,0.0,0.0,0.0
775,0.0,53,Male,others,married,Central,Freelancer,0.0,4874.36,200.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4200.0,3815.39,0.0,0.0,0.0,0.0
780,0.0,63,Male,bachelor's degree,married,Central,Homemaker,11700.16,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
785,0.0,44,Male,bachelor's degree,single,Southern,Corporate Employee,2000.0,249.74,747.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0
789,0.0,36,Male,vocational certificate,single,Central,Corporate Employee,0.0,1453.06,0.0,0.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,763.08,4500.0,0.0,0.0,0.0
814,0.0,51,Male,high school,single,Southern,Other,6000.0,0.0,425.35,0.0,4100.0,925.0,0.0,0.0,0.0,0.0,0.0,171000.0,0.0,800.0,0.0,686.41,0.0,0.0,0.0,0.0
817,0.0,23,Male,others,single,Central,Corporate Employee,0.0,128.4,0.0,0.0,0.0,0.0,0.0,60.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,1795.46,0.0,0.0,0.0,0.0
831,0.0,39,Female,high school,married,Eastern,Corporate Employee,7762.5,2181.22,1555.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2028.7199999999998,1163.0,0.0,0.0,0.0
836,0.0,33,Female,less than high school,single,Northeastern,Freelancer,2883.74,1193.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,2879.0,0.0,0.0,0.0,266.0,0.0,0.0
838,1.0,45,Female,high school,married,Southern,Entrepreneur,5500.0,1088.8,3765.24,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,718.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
847,0.0,35,Female,bachelor's degree,single,Central,Corporate Employee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7380.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0
848,1.0,40,Female,bachelor's degree,married,Northeastern,Entrepreneur,41156.14,0.0,3138.8599999999997,2112.0,0.0,0.0,0.0,0.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,99.0
851,2.0,50,Female,bachelor's degree,married,Central,Corporate Employee,16600.0,2630.48,255.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9374.0,500.0,165.58,0.0,0.0,0.0,0.0
856,0.0,56,Female,doctorate's degree,single,Central,Professional,64256.630000000005,165.58,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,5000.0,0.0,0.0,0.0,0.0,0.0
859,0.0,42,Female,bachelor's degree,single,Central,Corporate Employee,7692.76,1707.72,0.0,0.0,640.0,1074.0,0.0,0.0,0.0,0.0,0.0,1620.0,0.0,0.0,0.0,853.86,0.0,0.0,0.0,0.0
860,0.0,52,Male,others,single,Central,Corporate Employee,0.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,1177.0,0.0,0.0,0.0,0.0
867,0.0,29,Female,bachelor's degree,single,Central,Corporate Employee,6631.1,0.0,4866.04,4866.04,0.0,0.0,45.0,0.0,0.0,0.0,9976.27,0.0,0.0,12450.62,9676.27,319.93,0.0,0.0,0.0,29.0
869,0.0,53,Male,high school,single,Central,Corporate Employee,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4800.0,0.0,0.0,0.0,0.0,0.0
874,0.0,50,Male,bachelor's degree,married,Northeastern,Entrepreneur,2349.0,428.0,6932.04,5432.04,0.0,0.0,0.0,0.0,0.0,1406.89,5217.0,0.0,1839.0,0.0,0.0,0.0,0.0,0.0,0.0,16444.75
877,0.0,51,Male,less than high school,single,Central,Corporate Employee,0.0,1493.72,0.0,17600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35600.0,1072.14,0.0,0.0,0.0,0.0
895,0.0,29,Male,bachelor's degree,single,Central,Corporate Employee,2784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113033.57,0.0,0.0,0.0,0.0,0.0,0.0
900,0.0,45,Female,high school,single,Central,Corporate Employee,0.0,0.0,77.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500.0,0.0,0.0,0.0,0.0,0.0
907,0.0,39,Female,bachelor's degree,single,Central,Professional,17146.83,244.33,5096.92,4873.46,0.0,0.0,0.0,90.0,0.0,0.0,1028.0,0.0,0.0,8091.64,1028.0,137.0,1115.0,0.0,923.0,0.0
913,0.0,53,Male,bachelor's degree,married,Central,Entrepreneur,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,0.0,0.0,2000.0,1000.0,0.0,0.0,0.0,0.0
917,0.0,66,Female,bachelor's degree,married,Northeastern,Corporate Employee,0.0,0.0,325.0,0.0,0.0,0.0,0.0,270.75,0.0,0.0,205.0,0.0,0.0,0.0,8400.0,0.0,0.0,319.8,0.0,0.0
926,0.0,38,Male,vocational certificate,single,Central,Corporate Employee,4219.4,792.0,319.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.93,0.0,0.0,0.0,500.0,1108.5,0.0,0.0,0.0,0.0
931,0.0,39,Female,bachelor's degree,single,Central,Freelancer,0.0,0.0,0.0,0.0,2373.0,0.0,0.0,0.0,0.0,0.0,540.0,2373.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0
936,0.0,48,Male,doctorate's degree,married,Southern,Professional,40336.0,0.0,200.0,0.0,39250.0,0.0,0.0,1190.0,776.0,0.0,0.0,9500.0,0.0,4789.0,322.0,0.0,0.0,0.0,1580.0,0.0
942,0.0,29,Male,bachelor's degree,single,Southern,Student,0.0,0.0,21850.12,1671.12,0.0,0.0,0.0,5958.5,1557.0,0.0,1926.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,1582.3,0.0
943,0.0,62,Female,bachelor's degree,widow,Central,Corporate Employee,0.0,0.0,0.0,11200.0,0.0,0.0,1666.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3419.0,0.0,400.0,0.0,0.0,0.0
944,0.0,32,Female,high school,single,Northeastern,Homemaker,3000.0,3412.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,1131.3,0.0,0.0,0.0,0.0
951,2.0,54,Male,bachelor's degree,married,Central,Corporate Employee,28404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10000.0,0.0,62373.0,0.0,0.0,0.0,0.0,0.0,0.0
954,2.0,49,Female,bachelor's degree,married,Northern,Professional,0.0,2800.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,1563.28,0.0,0.0,0.0,0.0
963,0.0,46,Male,bachelor's degree,single,Central,Entrepreneur,0.0,882.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,882.75,0.0,0.0,0.0,0.0
978,0.0,51,Male,less than high school,single,Eastern,Corporate Employee,0.0,75.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.33,0.0,0.0,0.0,0.0
981,0.0,38,Male,others,single,Central,Corporate Employee,0.0,0.0,0.0,4000.0,0.0,2000.0,0.0,0.0,467.0,0.0,1030.0,0.0,0.0,0.0,11030.0,0.0,0.0,2000.0,0.0,0.0
983,0.0,38,Female,bachelor's degree,married,Central,Corporate Employee,3200.0,1155.93,3299.81,1513.9,0.0,0.0,0.0,0.0,463.0,0.0,684.0,0.0,0.0,0.0,684.0,2140.81,190.0,0.0,0.0,0.0
984,0.0,41,Male,high school,single,Central,Unemployed,0.0,3042.38,0.0,4830.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,0.0,0.0,27000.0,4270.9,0.0,0.0,0.0,0.0
985,0.0,45,Female,bachelor's degree,single,Central,Corporate Employee,24470.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2090.91,0.0,0.0,0.0,0.0
987,0.0,64,Female,high school,married,Central,Unemployed,0.0,506.69000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,426.93,0.0,0.0,0.0,0.0
989,0.0,48,Male,bachelor's degree,single,Eastern,Entrepreneur,0.0,0.0,56.51,0.0,0.0,0.0,0.0,0.0,338.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,1.0,51,Male,bachelor's degree,married,Central,Corporate Employee,24724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2241.0,150000.0,13225.8,43840.0,2609.0,1607.85,0.0,0.0,0.0,0.0
1009,0.0,48,Female,vocational certificate,single,Central,Freelancer,0.0,0.0,988.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0
1013,0.0,24,Male,high school,single,Eastern,Corporate Employee,10261.63,0.0,2780.75,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0
1015,0.0,47,Female,bachelor's degree,married,Central,Corporate Employee,25931.21,1065.72,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,4500.0,0.0,0.0
1024,0.0,60,Male,bachelor's degree,married,Central,Corporate Employee,20889.09,130.33,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36195.97,2700.0,1090.33,0.0,0.0,0.0,0.0
1034,0.0,49,Male,bachelor's degree,married,Eastern,Entrepreneur,23204.74,789.41,0.0,5100.0,0.0,0.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11100.0,0.0,0.0,500.0,0.0,0.0
1036,0.0,48,Female,bachelor's degree,married,Southern,Entrepreneur,0.0,97.58,0.0,7158.0,0.0,0.0,0.0,0.0,970.0,0.0,0.0,0.0,0.0,0.0,2856.0,2005.65,0.0,0.0,2665.0,0.0
1037,1.0,61,Male,vocational certificate,married,Northern,Corporate Employee,0.0,0.0,0.0,0.0,1431.6,0.0,0.0,0.0,0.0,0.0,0.0,1431.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,0.0,32,Male,vocational certificate,single,Northern,Corporate Employee,0.0,119.41,3897.25,469.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0,300.0,0.0,0.0,0.0,0.0
1047,0.0,50,Female,bachelor's degree,single,Central,Unemployed,0.0,0.0,1426.02,1116.02,0.0,20.0,0.0,0.0,0.0,7.0,1233.78,0.0,0.0,0.0,781.84,0.0,0.0,0.0,0.0,0.0
1049,0.0,31,Female,bachelor's degree,single,Eastern,Corporate Employee,0.0,0.0,4968.3099999999995,1243.0,0.0,0.0,54.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0
1063,0.0,56,Female,less than high school,married,Central,Corporate Employee,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,3000.0,0.0,0.0,0.0
1066,0.0,35,Female,bachelor's degree,single,Central,Corporate Employee,15388.58,0.0,4323.79,4323.79,0.0,0.0,0.0,0.0,0.0,0.0,10448.5,0.0,0.0,16923.0,846.5,0.0,0.0,0.0,0.0,0.0
1071,0.0,48,Female,less than high school,married,Northeastern,Entrepreneur,0.0,533.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1543.29,0.0,0.0,0.0,0.0
1081,0.0,49,Female,bachelor's degree,single,Central,Corporate Employee,9163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.0,0.0,918.0,19706.0,0.0,918.0,0.0,0.0,0.0,0.0
1083,0.0,44,Female,master's degree,single,Central,Corporate Employee,80534.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,621.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,0.0,34,Female,high school,single,Central,Corporate Employee,50556.41,0.0,3681.28,1289.0,1728.0,0.0,663.0,0.0,0.0,0.0,12589.87,0.0,1000.0,0.0,10389.87,6636.1,0.0,0.0,0.0,0.0
1087,0.0,65,Female,master's degree,single,Central,Corporate Employee,314323.0,293.4,0.0,0.0,49600.0,0.0,0.0,0.0,0.0,47311.23,0.0,0.0,16470.0,28270.0,0.0,2116.74,0.0,124.8,0.0,29985.0
1089,0.0,50,Male,bachelor's degree,married,Central,Other,0.0,2356.38,1862.0,1862.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0
1090,0.0,32,Male,bachelor's degree,single,Southern,Other,1469.82,0.0,640.93,0.0,100000.0,0.0,0.0,0.0,591.0,0.0,0.0,392000.0,0.0,0.0,0.0,764.2,0.0,127.0,0.0,0.0
1106,0.0,38,Female,bachelor's degree,married,Northern,Professional,20956.07,0.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,0.0,0.0,10500.0,0.0,438.0,0.0,129.66,0.0,0.0
1130,0.0,58,Female,bachelor's degree,married,Central,Unemployed,0.0,0.0,0.0,0.0,0.0,0.0,63.03,0.0,0.0,0.0,0.0,0.0,18887.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,0.0,25,Male,high school,single,Central,Student,0.0,0.0,0.0,0.0,8500.0,0.0,0.0,0.0,0.0,0.0,4900.0,10000.0,0.0,0.0,390.0,921.6999999999999,0.0,73.0,0.0,0.0
1142,0.0,51,Male,less than high school,married,Central,Freelancer,0.0,1553.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88463.0,0.0,0.0,1326.8,0.0,0.0,0.0,0.0
1146,0.0,45,Female,less than high school,married,Southern,Corporate Employee,399.65,2429.97,0.0,9600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12500.0,1165.23,0.0,0.0,0.0,0.0
1148,0.0,26,Female,bachelor's degree,single,Central,Professional,5785.26,0.0,2000.0,0.0,0.0,2101.25,0.0,0.0,0.0,0.0,1402.0,0.0,0.0,6489.0,3402.0,0.0,1674.0,0.0,0.0,0.0
1151,0.0,25,Female,high school,single,Southern,Corporate Employee,40204.619999999995,0.0,12923.27,11482.34,3585.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,0.0,0.0,118.0,0.0,58.0,28.0,76.0,0.0
1155,0.0,44,Female,bachelor's degree,married,Central,Corporate Employee,0.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,217.0,160.5,0.0,0.0,0.0,3750.0
1186,0.0,36,Female,high school,single,Eastern,Entrepreneur,0.0,0.0,3075.0,0.0,0.0,1600.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,16140.0,400.0,400.0,0.0,0.0,0.0,0.0
1194,0.0,29,Female,bachelor's degree,single,Central,Corporate Employee,2497.5,0.0,4852.3,4852.3,0.0,0.0,0.0,0.0,0.0,0.0,7948.15,0.0,0.0,0.0,7948.15,0.0,0.0,0.0,0.0,0.0
1196,0.0,52,Female,bachelor's degree,single,Northeastern,Entrepreneur,0.0,2200.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,1000.0,0.0,41.0,0.0,815.0
1202,0.0,59,Male,high school,married,Central,Entrepreneur,0.0,0.0,0.0,12200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0
1206,0.0,62,Female,bachelor's degree,married,Central,Freelancer,0.0,1121.1799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.4,0.0,0.0,0.0,0.0
1218,0.0,40,Female,bachelor's degree,single,Northern,Corporate Employee,3228.9,1070.0,4941.92,4028.8,0.0,0.0,0.0,0.0,0.0,0.0,929.25,0.0,0.0,1500.0,929.25,0.0,0.0,0.0,0.0,0.0
1220,0.0,28,Female,others,single,Central,Corporate Employee,0.0,0.0,875.93,46.0,0.0,0.0,0.0,0.0,0.0,0.0,802.0,0.0,0.0,0.0,662.0,0.0,0.0,0.0,0.0,0.0
1224,0.0,35,Male,vocational certificate,married,Northeastern,Corporate Employee,0.0,162.42,1869.42,908.02,780.0,0.0,122.0,0.0,0.0,0.0,1937.86,740.0,0.0,0.0,1166.5,500.0,0.0,459.0,0.0,0.0
1230,1.0,69,Male,high school,married,Central,Freelancer,0.0,542.78,0.0,0.0,0.0,2369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1221.12,8705.0,0.0,0.0,0.0
1239,1.0,33,Female,high school,single,Central,Corporate Employee,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978.0,0.0,0.0,0.0
1252,0.0,45,Male,high school,single,Northern,Corporate Employee,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0
1255,0.0,37,Male,vocational certificate,single,Central,Corporate Employee,0.0,2779.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,1895.5900000000001,0.0,0.0,0.0,0.0
1258,0.0,30,Female,bachelor's degree,single,Eastern,Professional,30536.69,0.0,1283.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4930.55,0.0,0.0,9344.0,0.0,0.0,0.0,24509.38,0.0,0.0
1260,0.0,47,Female,bachelor's degree,married,Northeastern,Entrepreneur,21185.51,393.76,3935.93,63873.0,0.0,0.0,404.0,0.0,108.0,0.0,2260.0,0.0,64507.2,0.0,2260.0,0.0,0.0,0.0,0.0,0.0
1266,0.0,28,Male,high school,single,Southern,Freelancer,0.0,5095.91,2227.0,0.0,0.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0,0.0,0.0,22500.0,0.0,0.0,0.0,0.0,0.0
1270,0.0,28,Female,bachelor's degree,single,Central,Corporate Employee,17951.9,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,1100.8,1003.0,0.0,0.0,0.0,857.66,0.0,450.0,0.0,0.0
1274,0.0,42,Female,high school,single,Central,Entrepreneur,20414.0,1341.24,153.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12600.0,0.0,0.0,0.0,6173.09,0.0,0.0,0.0,0.0
1276,0.0,37,Male,master's degree,married,Central,Corporate Employee,83.0,0.0,0.0,65.0,4000.0,0.0,0.0,0.0,0.0,0.0,1030.0,2000.0,0.0,0.0,1030.0,0.0,0.0,0.0,0.0,0.0
1281,0.0,52,Female,bachelor's degree,married,Northeastern,Entrepreneur,0.0,1915.3,1389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1188.0,0.0,0.0,0.0,0.0
1287,0.0,43,Male,bachelor's degree,single,Northeastern,Corporate Employee,18548.2,118.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,10900.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,0.0,56,Male,bachelor's degree,married,Central,Professional,10000.0,1759.72,408.42,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,3706.48,0.0,0.0,0.0,500.0
1302,1.0,53,Male,bachelor's degree,married,Northeastern,Corporate Employee,13646.83,0.0,0.0,0.0,1150377.19,0.0,0.0,0.0,537.0,0.0,0.0,180000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304,0.0,34,Female,bachelor's degree,single,Central,Corporate Employee,2653.51,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,126.0,195.0,0.0,0.0,0.0
1313,0.0,32,Male,others,single,Central,Corporate Employee,28840.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1336,1.0,58,Female,bachelor's degree,married,Central,Entrepreneur,2279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
1340,0.0,34,Female,others,single,Eastern,Entrepreneur,0.0,434.42,3306.869999999999,3258.9199999999996,0.0,0.0,0.0,0.0,0.0,0.0,681.79,0.0,0.0,0.0,63.0,2310.62,0.0,0.0,0.0,0.0
1345,0.0,61,Female,master's degree,single,Central,Corporate Employee,0.0,0.0,0.0,352.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,0.0,50,Female,bachelor's degree,married,Central,Corporate Employee,27350.0,0.0,907.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2123.0,0.0,0.0,12200.0,2123.0,1710.3999999999999,0.0,0.0,0.0,0.0
1357,0.0,59,Female,master's degree,married,Central,Corporate Employee,20561.24,1603.93,0.0,0.0,0.0,350.0,0.0,0.0,399.0,0.0,0.0,0.0,12150.0,1870.0,0.0,2243.79,0.0,0.0,0.0,0.0
1360,0.0,32,Female,bachelor's degree,single,Northeastern,Professional,4000.0,854.93,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.93,0.0,0.0,0.0,0.0
1364,0.0,23,Female,others,single,Eastern,Corporate Employee,0.0,0.0,8225.75,4857.57,0.0,0.0,0.0,0.0,0.0,0.0,1926.0,0.0,0.0,0.0,1926.0,0.0,0.0,0.0,0.0,0.0
